id,host_is_superhost,zipcode,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,number_of_reviews,host_experience
8341720,0,98122,Apartment,Private room,2,1.0,1.0,1.0,89.0,0.0,20.0,2,0,1,1125,3,4.0
7920539,0,98122,Apartment,Entire home/apt,6,1.0,3.0,3.0,165.0,500.0,75.0,2,1,3,1125,5,1.0
7598743,0,98122,Condominium,Entire home/apt,4,1.0,1.0,1.0,180.0,350.0,45.0,2,1,1,1125,16,1.0
7916754,0,98122,Apartment,Entire home/apt,2,1.0,1.0,1.0,140.0,0.0,0.0,1,0,1,1125,1,4.0
7956227,0,98104,Apartment,Entire home/apt,2,1.0,0.0,1.0,100.0,0.0,0.0,1,0,1,1125,7,1.0
4706111,0,98122,House,Entire home/apt,4,1.5,2.0,2.0,179.0,200.0,99.0,2,1,2,14,2,2.0
8016309,0,98122,Apartment,Shared room,2,1.0,1.0,1.0,65.0,0.0,0.0,1,0,1,4,16,1.0
5793477,0,98104,Apartment,Private room,1,1.0,1.0,1.0,75.0,0.0,0.0,1,0,3,1125,19,1.0
2926776,0,98104,Apartment,Entire home/apt,4,1.0,1.0,2.0,150.0,0.0,25.0,1,0,1,1125,7,4.0
8443258,0,98122,Apartment,Entire home/apt,5,2.0,2.0,2.0,169.0,0.0,20.0,4,1,1,1125,4,4.0
7577073,0,98122,Apartment,Entire home/apt,2,1.0,1.0,1.0,112.0,0.0,75.0,1,0,7,20,0,6.0
6838418,0,98144,Apartment,Private room,2,1.0,1.0,1.0,68.0,0.0,0.0,1,0,1,1125,40,1.0
6852243,0,98122,Apartment,Private room,2,1.0,1.0,1.0,89.0,0.0,20.0,2,0,1,1125,6,4.0
9317101,0,98122,Condominium,Private room,2,1.0,1.0,1.0,70.0,0.0,0.0,1,0,2,1125,1,2.0
6555128,0,98104,Apartment,Entire home/apt,4,1.0,1.0,2.0,160.0,0.0,0.0,1,0,1,1125,32,3.0
6228959,0,98104,Apartment,Entire home/apt,4,1.0,1.0,2.0,128.0,0.0,0.0,0,0,1,1125,22,5.0
8446689,1,98104,Apartment,Entire home/apt,2,1.0,1.0,1.0,249.0,500.0,70.0,1,1,1,1125,4,2.0
8064351,0,98104,Apartment,Shared room,1,1.0,1.0,1.0,50.0,0.0,0.0,1,0,1,1125,14,1.0
6662639,0,98104,Apartment,Entire home/apt,2,1.0,1.0,1.0,175.0,0.0,25.0,1,0,2,7,4,2.0
3273240,1,98104,Apartment,Entire home/apt,2,1.0,0.0,1.0,250.0,0.0,100.0,2,0,2,28,35,2.0
5957039,0,98104,Apartment,Entire home/apt,2,1.0,0.0,1.0,110.0,100.0,35.0,1,1,2,1125,14,6.0
3449059,0,98104,Apartment,Entire home/apt,4,1.0,1.0,2.0,144.0,200.0,0.0,1,0,1,1125,92,3.0
789229,0,98134,Apartment,Entire home/apt,4,1.0,1.0,1.0,149.0,200.0,150.0,4,1,2,1125,45,4.0
4008373,1,98104,Apartment,Entire home/apt,5,1.0,2.0,2.0,350.0,300.0,110.0,4,1,2,1125,26,3.0
5913611,0,98104,Apartment,Entire home/apt,2,1.5,0.0,1.0,95.0,150.0,15.0,1,1,1,7,11,2.0
8310576,0,98104,Condominium,Private room,2,1.0,1.0,1.0,120.0,0.0,0.0,0,0,1,1125,10,2.0
4811583,0,98104,Apartment,Entire home/apt,4,1.0,1.0,2.0,199.0,0.0,120.0,1,1,1,1125,4,2.0
3333971,0,98104,Apartment,Entire home/apt,2,1.0,1.0,1.0,145.0,200.0,0.0,1,0,1,1125,99,3.0
4226386,1,98104,Condominium,Shared room,1,1.0,1.0,1.0,75.0,95.0,0.0,1,1,1,1125,2,2.0
3497530,0,98104,Apartment,Entire home/apt,4,1.0,1.0,3.0,350.0,0.0,150.0,1,1,1,50,1,3.0
8338155,0,98104,Apartment,Entire home/apt,2,1.0,0.0,1.0,65.0,0.0,35.0,1,1,1,10,1,1.0
1080097,0,98134,Loft,Private room,5,1.0,1.0,3.0,149.0,150.0,75.0,2,1,1,1125,100,3.0
4593740,1,98104,Apartment,Entire home/apt,3,1.0,1.0,1.0,150.0,150.0,60.0,3,1,2,29,80,2.0
6747473,1,98104,Apartment,Entire home/apt,3,1.0,1.0,2.0,150.0,0.0,60.0,2,1,2,1125,40,1.0
3821663,0,98104,Apartment,Entire home/apt,2,1.0,1.0,1.0,160.0,300.0,0.0,1,0,1,1125,74,3.0
5021969,0,98104,Apartment,Entire home/apt,3,1.0,1.0,2.0,170.0,300.0,0.0,1,0,1,1125,42,3.0
4574039,1,98104,Loft,Entire home/apt,3,1.0,1.0,2.0,300.0,500.0,70.0,1,1,1,1125,44,2.0
4105164,1,98136,House,Private room,2,1.0,1.0,1.0,59.0,0.0,0.0,1,0,1,1125,53,2.0
2865992,1,98136,House,Private room,2,1.0,1.0,1.0,88.0,0.0,0.0,1,0,2,1125,55,2.0
1205666,1,98136,House,Private room,2,1.5,1.0,1.0,75.0,0.0,0.0,2,0,1,14,146,3.0
5651254,0,98136,House,Private room,2,1.0,1.0,1.0,95.0,0.0,0.0,1,0,1,1125,3,4.0
1594412,0,98126,House,Private room,2,1.0,1.0,1.0,125.0,0.0,0.0,1,0,1,1125,2,5.0
7717653,0,98126,House,Entire home/apt,6,1.0,4.0,4.0,245.0,0.0,100.0,1,0,3,1125,0,1.0
4808896,0,98136,House,Entire home/apt,6,1.5,2.0,3.0,153.0,500.0,200.0,1,0,2,1125,8,2.0
7533537,0,98136,Apartment,Entire home/apt,2,1.0,0.0,1.0,85.0,100.0,30.0,2,1,2,1125,9,3.0
5978216,0,98136,House,Private room,5,2.0,1.0,2.0,65.0,0.0,5.0,2,1,1,1125,33,1.0
6134382,1,98136,House,Private room,2,1.0,1.0,1.0,59.0,0.0,0.0,1,0,1,30,36,2.0
9813684,0,98136,Townhouse,Private room,2,2.0,1.0,1.0,45.0,0.0,0.0,1,0,1,1125,0,1.0
9846066,0,98136,House,Entire home/apt,4,2.0,2.0,2.0,150.0,300.0,90.0,4,1,2,90,0,1.0
10122924,0,98136,Apartment,Entire home/apt,1,1.0,1.0,1.0,75.0,0.0,0.0,1,0,1,1125,0,1.0
1259305,0,98126,House,Entire home/apt,4,1.0,3.0,2.0,250.0,150.0,80.0,1,0,7,14,1,3.0
7452021,0,98136,House,Entire home/apt,3,1.0,2.0,1.0,125.0,500.0,30.0,2,0,1,1125,6,1.0
193836,0,98136,House,Entire home/apt,5,1.0,0.0,1.0,80.0,200.0,50.0,2,1,1,365,92,5.0
7902229,0,98126,House,Private room,2,1.0,1.0,1.0,150.0,0.0,0.0,1,0,2,1125,0,1.0
3994397,1,98126,House,Private room,2,1.5,1.0,1.0,75.0,0.0,0.0,1,0,1,1125,12,3.0
6744143,0,98136,House,Entire home/apt,2,1.0,1.0,1.0,195.0,500.0,67.0,0,0,1,1125,13,4.0
6554352,0,98136,House,Private room,4,1.0,1.0,2.0,57.0,0.0,20.0,2,1,1,1125,15,1.0
9186256,0,98136,House,Entire home/apt,5,1.0,3.0,3.0,159.0,0.0,95.0,5,1,1,1125,1,2.0
9219567,0,98136,House,Entire home/apt,11,4.0,5.0,6.0,325.0,0.0,175.0,6,1,3,1125,0,1.0
6278680,1,98146,House,Entire home/apt,2,1.0,0.0,1.0,100.0,300.0,69.0,1,0,2,14,11,3.0
5252543,0,98146,House,Private room,2,1.5,1.0,1.0,54.0,0.0,15.0,1,1,2,1125,6,2.0
9296887,0,98146,Treehouse,Private room,1,1.0,1.0,1.0,55.0,0.0,0.0,1,0,1,1125,0,1.0
8431178,0,98136,House,Entire home/apt,6,2.0,3.0,4.0,225.0,0.0,75.0,1,0,1,1125,0,4.0
353347,0,98146,House,Entire home/apt,8,1.0,2.0,3.0,200.0,250.0,75.0,4,1,5,14,29,5.0
838764,0,98116,House,Entire home/apt,8,2.0,2.0,4.0,240.0,100.0,60.0,5,1,2,29,17,5.0
7349029,1,98116,Apartment,Entire home/apt,3,1.0,0.0,1.0,100.0,200.0,25.0,0,0,2,1125,27,1.0
8194782,0,98116,Apartment,Entire home/apt,2,1.0,1.0,1.0,100.0,150.0,50.0,1,0,2,14,7,1.0
8703208,1,98116,House,Entire home/apt,2,1.0,1.0,1.0,119.0,0.0,0.0,1,0,3,1125,4,1.0
10339145,0,98116,Apartment,Entire home/apt,5,2.0,2.0,2.0,219.0,400.0,0.0,1,0,2,1125,0,3.0
3251016,0,98116,House,Entire home/apt,6,1.0,2.0,3.0,249.0,200.0,125.0,1,0,4,1125,8,2.0
7513623,0,98116,House,Entire home/apt,8,1.5,3.0,5.0,265.0,0.0,264.0,1,0,3,1125,0,5.0
9521903,0,98116,Apartment,Entire home/apt,2,1.0,1.0,1.0,124.0,0.0,0.0,1,0,1,1125,0,3.0
4379551,0,98116,House,Entire home/apt,4,1.0,2.0,2.0,100.0,200.0,100.0,1,0,4,1125,0,2.0
803902,0,98116,House,Entire home/apt,6,1.5,3.0,2.0,250.0,200.0,175.0,1,0,3,14,7,4.0
5686178,0,98116,Apartment,Private room,2,1.0,1.0,1.0,40.0,100.0,30.0,2,1,30,93,2,1.0
8617043,0,98116,House,Private room,2,1.0,1.0,1.0,100.0,100.0,15.0,1,0,1,1125,3,2.0
9545664,0,98116,Apartment,Entire home/apt,2,1.0,1.0,1.0,99.0,200.0,50.0,1,0,1,1125,0,2.0
7096547,0,98116,House,Entire home/apt,4,2.0,1.0,3.0,135.0,200.0,90.0,1,0,3,1125,1,2.0
8784239,0,98116,Apartment,Entire home/apt,4,1.0,1.0,1.0,90.0,0.0,0.0,1,1,1,1125,0,1.0
3168651,0,98116,Apartment,Private room,2,1.0,1.0,1.0,90.0,0.0,75.0,2,1,2,1125,16,4.0
7776701,0,98116,House,Entire home/apt,4,2.0,2.0,2.0,269.0,0.0,120.0,4,1,2,30,2,1.0
5862552,0,98116,House,Entire home/apt,8,1.5,3.0,5.0,325.0,0.0,125.0,1,0,1,1125,19,2.0
9696532,0,98116,House,Entire home/apt,7,1.5,3.0,2.0,350.0,200.0,30.0,1,1,2,1125,0,2.0
6412566,0,98116,Apartment,Entire home/apt,3,1.0,1.0,2.0,95.0,0.0,65.0,1,0,1,1125,17,2.0
6578147,0,98116,Camper/RV,Private room,3,1.0,1.0,2.0,120.0,0.0,0.0,1,0,1,1125,2,1.0
4022127,0,98116,Townhouse,Entire home/apt,4,1.0,2.0,2.0,79.0,150.0,75.0,2,1,2,15,61,3.0
3265292,1,98116,House,Entire home/apt,4,1.0,1.0,2.0,130.0,400.0,100.0,2,1,3,1125,54,3.0
3505739,1,98116,House,Entire home/apt,2,1.0,1.0,1.0,129.0,200.0,85.0,1,0,1,60,57,4.0
9174507,0,98116,House,Private room,2,1.0,1.0,1.0,399.0,0.0,0.0,1,0,3,1125,0,6.0
9796540,0,98116,House,Entire home/apt,6,1.5,3.0,3.0,350.0,1000.0,240.0,1,0,4,1125,0,1.0
3005854,0,98116,Apartment,Private room,1,1.0,1.0,1.0,42.0,0.0,5.0,1,1,1,1125,5,2.0
3898692,0,98116,Apartment,Entire home/apt,3,1.0,1.0,2.0,95.0,250.0,72.0,2,1,1,180,34,3.0
7502246,1,98116,House,Entire home/apt,4,1.0,2.0,2.0,109.0,200.0,85.0,3,1,1,30,21,4.0
6002165,0,98116,House,Entire home/apt,8,2.0,3.0,4.0,225.0,300.0,100.0,1,0,1,1125,2,3.0
4887845,0,98116,House,Entire home/apt,8,2.0,3.0,5.0,235.0,0.0,149.0,1,0,2,1125,1,2.0
8132007,0,98116,House,Entire home/apt,4,1.5,2.0,2.0,85.0,300.0,125.0,1,0,2,365,10,1.0
10183490,0,98116,House,Entire home/apt,4,1.0,2.0,2.0,150.0,0.0,20.0,1,0,1,1125,0,1.0
8170683,0,98116,Townhouse,Entire home/apt,4,1.0,2.0,3.0,218.0,200.0,100.0,1,0,2,1125,0,1.0
5229971,0,98116,Apartment,Entire home/apt,4,1.0,2.0,2.0,120.0,0.0,15.0,1,1,1,5,6,4.0
4597013,0,98116,Loft,Private room,2,2.5,1.0,1.0,225.0,250.0,100.0,2,1,1,3,0,2.0
3818746,0,98116,House,Entire home/apt,6,2.0,3.0,3.0,350.0,500.0,100.0,1,0,3,1125,10,7.0
6644854,0,98116,Townhouse,Entire home/apt,8,2.0,3.0,4.0,250.0,250.0,75.0,8,1,1,1125,31,4.0
117165,0,98116,House,Private room,2,1.0,1.0,1.0,100.0,200.0,40.0,1,1,2,90,102,5.0
5015262,0,98116,House,Private room,2,1.0,1.0,1.0,79.0,0.0,0.0,1,0,3,1125,0,6.0
3868844,0,98116,House,Entire home/apt,5,2.0,3.0,3.0,300.0,200.0,150.0,2,1,5,1125,10,5.0
7455068,0,98116,Apartment,Entire home/apt,2,1.0,1.0,1.0,59.0,100.0,65.0,1,1,2,1125,15,3.0
8102349,0,98116,House,Private room,2,1.0,1.0,1.0,69.0,0.0,25.0,1,0,1,1125,4,1.0
6694276,0,98116,House,Entire home/apt,4,1.0,2.0,3.0,180.0,200.0,40.0,4,1,1,1125,0,4.0
8373832,0,98116,House,Entire home/apt,7,2.5,3.0,3.0,450.0,750.0,250.0,1,0,3,1125,0,3.0
426089,0,98116,House,Entire home/apt,8,2.5,3.0,4.0,219.0,300.0,164.0,8,1,2,365,29,4.0
7561333,1,98116,Apartment,Private room,2,1.0,1.0,1.0,70.0,0.0,0.0,2,1,1,5,28,4.0
2638086,1,98116,House,Entire home/apt,4,1.0,1.0,2.0,140.0,400.0,80.0,2,1,2,90,15,2.0
10121329,0,98126,House,Entire home/apt,4,2.0,1.0,1.0,200.0,300.0,0.0,1,0,2,1125,0,3.0
5324459,1,98116,House,Private room,2,1.0,1.0,1.0,54.0,0.0,0.0,1,1,2,1125,31,4.0
233502,0,98126,House,Private room,4,1.0,1.0,2.0,60.0,100.0,75.0,2,1,1,365,1,5.0
7651148,1,98116,Bed & Breakfast,Private room,2,1.5,1.0,2.0,66.0,0.0,10.0,1,1,1,1125,9,1.0
86185,0,98116,House,Private room,2,1.0,1.0,1.0,79.0,0.0,0.0,2,1,2,30,36,6.0
2522091,1,98116,Apartment,Entire home/apt,2,1.0,1.0,1.0,195.0,200.0,50.0,1,0,2,30,33,2.0
7665392,0,98126,House,Entire home/apt,2,1.0,1.0,1.0,105.0,0.0,25.0,1,0,2,1125,12,3.0
1000883,0,98116,House,Entire home/apt,2,1.0,0.0,1.0,100.0,200.0,50.0,3,0,2,30,18,3.0
7563243,1,98116,Yurt,Entire home/apt,3,1.0,0.0,2.0,100.0,300.0,25.0,2,1,1,14,25,4.0
251922,1,98116,House,Entire home/apt,4,1.0,2.0,2.0,93.0,250.0,90.0,2,1,3,14,122,5.0
1225820,1,98116,Apartment,Entire home/apt,2,1.0,1.0,1.0,85.0,200.0,40.0,1,0,2,1125,37,3.0
353110,0,98116,Chalet,Entire home/apt,4,1.0,1.0,3.0,135.0,0.0,35.0,2,1,4,1125,11,4.0
4384800,0,98116,Apartment,Entire home/apt,7,1.0,2.0,7.0,195.0,0.0,95.0,1,0,2,1125,20,2.0
8538630,0,98116,Apartment,Entire home/apt,4,1.0,0.0,3.0,95.0,0.0,50.0,1,0,1,1125,0,2.0
5751177,1,98116,Bed & Breakfast,Private room,4,2.5,1.0,2.0,129.0,0.0,10.0,2,1,1,1125,8,1.0
3124961,0,98116,House,Entire home/apt,8,3.0,4.0,5.0,225.0,200.0,100.0,4,1,2,90,1,3.0
6436772,0,98116,House,Entire home/apt,8,3.0,4.0,4.0,350.0,500.0,137.0,6,1,3,15,2,1.0
7499506,0,98126,Apartment,Entire home/apt,2,1.0,1.0,1.0,120.0,0.0,60.0,1,0,2,1125,7,6.0
3403858,0,98116,House,Entire home/apt,5,1.5,2.0,3.0,200.0,150.0,50.0,1,0,5,21,8,2.0
746380,0,98116,Apartment,Private room,3,1.0,1.0,2.0,69.0,0.0,10.0,2,1,3,365,94,4.0
7229743,0,98116,House,Entire home/apt,6,2.0,2.0,3.0,199.0,250.0,101.0,4,1,2,180,0,2.0
7547611,0,98116,Townhouse,Entire home/apt,6,2.5,3.0,3.0,225.0,250.0,100.0,1,0,3,1125,3,3.0
2906694,0,98116,House,Private room,7,1.0,1.0,2.0,81.0,0.0,15.0,4,1,1,1125,58,2.0
7454026,0,98126,Condominium,Entire home/apt,6,2.5,2.0,3.0,495.0,750.0,200.0,1,0,2,1125,7,1.0
4651974,0,98126,Apartment,Entire home/apt,2,1.0,1.0,1.0,65.0,0.0,15.0,0,0,2,14,0,2.0
6847052,1,98116,House,Private room,2,1.0,1.0,1.0,101.0,0.0,10.0,1,0,1,1125,8,1.0
1538865,0,98116,House,Entire home/apt,3,1.0,2.0,2.0,90.0,250.0,0.0,1,0,3,1125,16,3.0
3061918,0,98126,House,Private room,2,1.0,1.0,2.0,90.0,200.0,25.0,1,1,2,60,20,2.0
7773851,0,98116,House,Entire home/apt,4,1.0,2.0,2.0,185.0,0.0,35.0,1,0,3,1125,2,5.0
2536507,0,98116,Apartment,Entire home/apt,2,1.0,0.0,1.0,99.0,300.0,50.0,0,0,1,1125,105,3.0
8409773,0,98126,Condominium,Entire home/apt,2,1.0,1.0,1.0,99.0,250.0,70.0,1,1,2,1125,0,1.0
7131797,1,98116,House,Entire home/apt,3,1.0,1.0,1.0,89.0,200.0,65.0,2,1,3,21,15,1.0
10331249,0,98116,House,Private room,1,1.0,1.0,1.0,45.0,0.0,0.0,1,0,14,1125,0,5.0
9883943,0,98116,House,Private room,6,1.5,1.0,3.0,130.0,0.0,45.0,2,1,1,1125,0,1.0
6956938,1,98116,House,Private room,2,1.0,1.0,1.0,90.0,100.0,60.0,2,1,1,1125,23,1.0
7869223,0,98116,House,Entire home/apt,4,2.0,2.0,2.0,200.0,0.0,0.0,1,0,2,1125,1,2.0
7278583,0,98116,House,Entire home/apt,7,2.5,3.0,4.0,225.0,500.0,200.0,1,0,2,1125,2,1.0
6796246,1,98116,House,Entire home/apt,2,1.0,0.0,1.0,90.0,100.0,60.0,2,1,1,1125,34,1.0
5991734,1,98116,Cabin,Entire home/apt,2,1.0,0.0,1.0,90.0,200.0,50.0,2,1,1,4,31,2.0
6515046,0,98116,Apartment,Private room,2,1.0,1.0,1.0,79.0,0.0,10.0,1,0,3,1125,25,4.0
8538420,0,98126,Apartment,Entire home/apt,4,1.0,1.0,2.0,100.0,150.0,75.0,1,0,1,1125,10,1.0
7800143,0,98126,House,Entire home/apt,6,2.0,4.0,5.0,225.0,0.0,0.0,1,0,2,1125,10,1.0
7651602,1,98116,Bed & Breakfast,Private room,2,1.5,1.0,1.0,299.0,0.0,20.0,2,1,1,1125,0,1.0
461567,0,98117,Bed & Breakfast,Entire home/apt,3,1.0,1.0,2.0,70.0,0.0,30.0,2,1,1,30,117,4.0
9736940,0,98117,Townhouse,Private room,2,1.5,1.0,1.0,28.0,0.0,0.0,1,0,1,7,3,1.0
210316,0,98117,Bed & Breakfast,Private room,2,4.5,1.0,4.0,65.0,200.0,35.0,2,1,2,360,22,4.0
4581124,1,98117,House,Private room,2,1.0,1.0,1.0,69.0,100.0,50.0,1,1,2,1125,17,2.0
6403104,0,98117,House,Private room,2,1.0,1.0,1.0,41.0,0.0,0.0,1,0,13,1125,3,2.0
7071331,0,98117,House,Private room,2,1.0,1.0,1.0,42.0,0.0,0.0,2,1,1,1125,22,4.0
3883137,0,98117,House,Entire home/apt,6,1.0,1.0,3.0,100.0,100.0,40.0,4,1,1,1125,80,3.0
9858690,0,98117,House,Private room,2,1.0,1.0,1.0,100.0,0.0,0.0,1,0,1,1125,0,3.0
6657574,1,98177,House,Private room,1,1.5,1.0,1.0,45.0,100.0,10.0,1,0,2,1125,8,2.0
566435,0,98117,House,Private room,2,3.5,1.0,1.0,65.0,200.0,35.0,2,1,2,180,37,4.0
226495,0,98117,Apartment,Entire home/apt,6,1.0,2.0,3.0,170.0,300.0,65.0,4,1,3,1125,42,5.0
9394485,0,98177,House,Entire home/apt,4,1.0,2.0,3.0,119.0,99.0,35.0,4,1,1,1125,2,1.0
8116504,0,98117,House,Entire home/apt,2,1.0,1.0,1.0,100.0,0.0,0.0,1,1,2,1125,0,3.0
80188,1,98117,House,Entire home/apt,3,1.0,2.0,2.0,114.0,0.0,60.0,1,1,1,365,133,5.0
9696286,0,98117,House,Entire home/apt,4,1.0,2.0,2.0,100.0,0.0,0.0,1,0,1,1125,0,4.0
7788695,1,98117,House,Private room,2,1.0,1.0,1.0,68.0,0.0,25.0,3,0,1,1125,33,1.0
1289082,0,98117,Apartment,Entire home/apt,8,2.0,3.0,3.0,275.0,400.0,80.0,6,1,3,30,29,5.0
3656508,0,98117,House,Private room,2,1.0,1.0,1.0,35.0,0.0,25.0,1,1,1,30,26,2.0
8119192,0,98117,House,Private room,4,1.0,1.0,2.0,75.0,100.0,25.0,2,1,1,1125,7,1.0
5487653,1,98117,House,Entire home/apt,6,2.0,3.0,3.0,95.0,100.0,50.0,3,1,3,1125,2,2.0
493591,0,98117,Bed & Breakfast,Private room,2,3.5,1.0,3.0,65.0,200.0,35.0,2,1,2,180,74,4.0
9534,1,98136,House,Entire home/apt,3,1.0,2.0,2.0,125.0,400.0,85.0,2,1,2,365,14,7.0
6902752,0,98116,House,Private room,2,1.0,1.0,1.0,75.0,0.0,0.0,2,0,2,1125,10,1.0
7902569,1,98126,House,Private room,3,1.0,1.0,2.0,72.0,0.0,0.0,1,1,1,1125,30,3.0
9531,1,98136,House,Entire home/apt,4,1.0,2.0,5.0,165.0,400.0,95.0,2,1,3,365,26,7.0
5759668,0,98126,House,Entire home/apt,6,2.0,2.0,3.0,125.0,0.0,85.0,1,0,2,1125,17,2.0
4030640,1,98126,Apartment,Entire home/apt,2,1.0,1.0,1.0,125.0,0.0,50.0,2,1,2,1125,10,3.0
4395654,0,98126,House,Entire home/apt,3,1.0,0.0,2.0,120.0,0.0,134.0,1,0,3,1125,1,5.0
6759046,0,98126,House,Private room,2,0.5,1.0,1.0,75.0,0.0,25.0,1,0,1,2,3,1.0
10020782,0,98136,House,Entire home/apt,6,2.0,3.0,4.0,299.0,250.0,119.0,1,0,2,1125,0,1.0
1252147,0,98136,Townhouse,Entire home/apt,4,1.5,1.0,2.0,200.0,0.0,75.0,4,1,2,4,34,6.0
5652705,0,98136,House,Entire home/apt,2,1.0,1.0,1.0,125.0,200.0,0.0,1,0,3,1125,5,7.0
9410043,0,98136,House,Entire home/apt,8,2.5,4.0,4.0,250.0,0.0,100.0,8,0,3,1125,0,2.0
46022,0,98126,House,Private room,5,1.0,1.0,2.0,75.0,100.0,150.0,3,1,1,1125,5,6.0
4996554,0,98126,House,Entire home/apt,4,1.0,2.0,2.0,119.0,200.0,59.0,0,0,2,1125,13,3.0
692080,0,98126,House,Entire home/apt,8,2.5,5.0,1.0,370.0,600.0,200.0,8,1,1,365,1,6.0
153967,0,98126,House,Entire home/apt,12,1.0,2.0,4.0,117.0,100.0,150.0,7,1,1,1125,54,6.0
9328278,0,98126,House,Entire home/apt,2,1.0,0.0,2.0,85.0,200.0,25.0,1,1,1,60,6,1.0
8566242,0,98126,House,Entire home/apt,4,1.0,2.0,2.0,200.0,100.0,150.0,1,1,2,10,1,4.0
6567683,1,98126,House,Entire home/apt,4,2.0,2.0,2.0,129.0,0.0,85.0,1,0,2,60,19,4.0
6794702,0,98126,House,Entire home/apt,2,1.0,1.0,1.0,70.0,200.0,20.0,1,0,3,1125,4,1.0
7746170,0,98126,House,Private room,2,1.0,1.0,1.0,65.0,0.0,0.0,1,0,1,1125,12,1.0
157939,1,98126,Apartment,Entire home/apt,2,1.0,1.0,1.0,110.0,600.0,0.0,2,0,4,31,22,5.0
7459637,0,98136,House,Entire home/apt,2,1.5,1.0,1.0,109.0,109.0,16.0,1,1,1,1125,4,2.0
6079131,1,98126,Apartment,Entire home/apt,2,1.0,0.0,1.0,88.0,0.0,30.0,1,0,2,1125,30,1.0
158953,0,98126,House,Private room,4,1.0,1.0,1.0,75.0,100.0,150.0,2,1,1,1125,2,6.0
8342968,0,98126,House,Private room,2,1.0,1.0,1.0,65.0,0.0,0.0,1,0,1,1125,2,3.0
6512979,0,98118,Apartment,Entire home/apt,2,1.0,1.0,1.0,75.0,0.0,0.0,1,1,1,15,10,1.0
7886656,1,98116,Apartment,Entire home/apt,4,1.0,2.0,2.0,136.0,300.0,50.0,1,0,2,90,12,4.0
4378803,0,98126,House,Entire home/apt,5,1.0,1.0,3.0,139.0,350.0,65.0,4,1,2,1125,17,3.0
7791010,0,98116,Townhouse,Private room,3,1.0,1.0,1.0,79.0,0.0,0.0,1,0,1,5,27,1.0
6452927,0,98116,House,Private room,2,1.0,1.0,1.0,95.0,0.0,30.0,1,0,2,7,2,3.0
8066883,0,98116,Apartment,Private room,2,1.0,1.0,1.0,55.0,0.0,0.0,1,0,1,1125,18,1.0
8209686,0,98126,House,Entire home/apt,6,2.0,3.0,3.0,200.0,0.0,0.0,1,0,1,1125,0,3.0
8017832,0,98116,House,Private room,2,1.0,1.0,1.0,49.0,0.0,10.0,1,0,1,1125,5,3.0
7988300,0,98116,House,Private room,2,1.0,1.0,1.0,65.0,0.0,0.0,1,0,1,1125,13,3.0
2818292,0,98116,House,Private room,2,1.0,1.0,1.0,85.0,500.0,0.0,1,1,1,1125,16,2.0
4910140,0,98116,House,Private room,1,1.0,1.0,1.0,39.0,0.0,0.0,1,0,1,1125,20,2.0
9110730,0,98116,Apartment,Entire home/apt,2,1.0,1.0,1.0,75.0,0.0,35.0,1,0,1,1125,5,3.0
6762958,0,98116,House,Entire home/apt,2,1.0,1.0,1.0,75.0,250.0,35.0,1,0,1,1125,4,4.0
8503556,0,98126,House,Entire home/apt,4,1.0,2.0,2.0,125.0,175.0,85.0,1,0,3,1125,0,1.0
6448099,0,98116,House,Entire home/apt,5,2.5,3.0,3.0,215.0,150.0,70.0,1,0,2,7,2,3.0
4564730,0,98126,Apartment,Entire home/apt,4,1.0,1.0,2.0,99.0,150.0,25.0,2,1,1,1125,26,2.0
50233,1,98116,Apartment,Entire home/apt,4,1.0,2.0,2.0,165.0,350.0,100.0,4,1,3,180,20,6.0
3402376,0,98116,House,Entire home/apt,4,1.0,2.0,2.0,165.0,150.0,75.0,1,0,4,1125,4,4.0
8782852,0,98126,House,Private room,2,0.5,1.0,1.0,55.0,150.0,0.0,1,0,1,1125,0,1.0
9098494,0,98116,Townhouse,Entire home/apt,10,1.5,3.0,5.0,150.0,300.0,65.0,4,1,2,1125,5,4.0
6977095,0,98126,House,Entire home/apt,10,2.0,3.0,6.0,249.0,449.0,100.0,1,0,2,1125,2,3.0
6748502,0,98116,House,Private room,2,1.5,1.0,1.0,51.0,0.0,5.0,1,1,2,1125,5,1.0
6823837,0,98126,House,Entire home/apt,6,1.0,2.0,3.0,129.0,350.0,65.0,4,1,2,1125,14,3.0
9298045,0,98116,Townhouse,Private room,2,1.0,1.0,1.0,79.0,0.0,0.0,1,0,1,14,3,1.0
7988436,0,98116,House,Private room,2,1.0,1.0,1.0,65.0,0.0,0.0,1,0,1,1125,20,3.0
9615941,0,98116,House,Private room,2,1.0,1.0,1.0,49.0,200.0,15.0,1,1,1,1125,1,4.0
8631419,0,98116,House,Entire home/apt,7,2.5,3.0,3.0,180.0,2500.0,10.0,1,0,2,365,3,1.0
8919070,0,98116,Apartment,Shared room,2,1.0,1.0,1.0,30.0,0.0,0.0,1,0,1,3,4,1.0
7836953,0,98116,House,Entire home/apt,7,1.5,3.0,4.0,250.0,150.0,100.0,1,0,4,30,1,6.0
3281072,1,98116,House,Entire home/apt,3,1.0,2.0,2.0,150.0,0.0,75.0,1,0,2,30,21,3.0
10252110,0,98116,House,Entire home/apt,8,3.5,4.0,4.0,375.0,350.0,150.0,1,1,1,1125,0,1.0
