id,host_is_superhost,zipcode,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,number_of_reviews,host_experience
4211836,0,98115,House,Private room,2,1.0,1.0,1.0,79.0,300.0,20.0,2,1,1,4,4,3.0
4025954,0,98103,Apartment,Entire home/apt,2,1.0,1.0,1.0,90.0,0.0,25.0,1,0,2,1125,33,2.0
6154478,0,98103,House,Entire home/apt,2,1.5,1.0,1.0,111.0,100.0,5.0,1,0,1,1125,13,1.0
84030,0,98103,House,Private room,4,1.0,1.0,2.0,110.0,100.0,75.0,2,1,3,7,60,6.0
4235559,0,98103,House,Entire home/apt,8,2.0,3.0,2.0,325.0,200.0,119.0,6,1,4,180,6,2.0
830948,0,98109,Apartment,Private room,2,1.0,1.0,1.0,85.0,400.0,60.0,2,1,1,180,3,4.0
3468261,0,98109,Apartment,Entire home/apt,2,1.0,1.0,1.0,190.0,250.0,50.0,2,1,2,7,7,2.0
10026648,0,98109,Apartment,Entire home/apt,1,1.0,1.0,1.0,65.0,0.0,0.0,1,0,15,1125,0,1.0
9117633,0,98109,Condominium,Entire home/apt,4,2.0,2.0,2.0,250.0,0.0,0.0,1,0,3,14,0,2.0
9158383,0,98109,Apartment,Private room,1,1.0,1.0,1.0,69.0,0.0,0.0,1,0,1,1125,0,1.0
1145590,0,98109,Apartment,Entire home/apt,5,2.0,2.0,2.0,400.0,600.0,75.0,3,1,3,1125,8,4.0
5020848,0,98109,Boat,Private room,2,2.0,1.0,2.0,150.0,0.0,0.0,1,0,1,1125,0,2.0
9600159,0,98109,Apartment,Entire home/apt,6,2.0,2.0,3.0,200.0,0.0,0.0,1,0,1,1125,0,2.0
3522409,0,98109,House,Entire home/apt,4,1.0,1.0,2.0,141.0,500.0,45.0,2,1,1,1125,29,2.0
9492873,0,98109,Apartment,Entire home/apt,2,1.0,0.0,1.0,85.0,0.0,0.0,1,0,1,1125,2,1.0
5534463,0,98109,Boat,Entire home/apt,8,4.0,4.0,6.0,775.0,500.0,100.0,6,1,2,1125,9,2.0
9409233,0,98109,House,Entire home/apt,4,1.0,1.0,2.0,195.0,0.0,50.0,1,0,2,1125,0,1.0
9531265,0,98101,Boat,Entire home/apt,4,2.0,2.0,3.0,249.0,0.0,100.0,1,0,1,1125,0,5.0
5364609,0,98109,Apartment,Entire home/apt,2,1.0,1.0,1.0,95.0,0.0,20.0,1,0,4,1125,6,2.0
6629132,0,98109,Townhouse,Private room,3,1.0,1.0,1.0,122.0,0.0,0.0,2,1,1,1125,11,1.0
5489676,0,98109,Apartment,Entire home/apt,4,1.0,2.0,2.0,170.0,0.0,0.0,1,0,5,1125,2,1.0
9347157,0,98109,Apartment,Private room,2,1.0,1.0,1.0,65.0,0.0,0.0,1,0,1,1125,4,1.0
10035644,0,98122,Apartment,Entire home/apt,2,1.0,1.0,1.0,90.0,0.0,0.0,1,0,2,1125,0,3.0
8293287,0,98122,House,Private room,2,1.0,1.0,1.0,88.0,0.0,30.0,1,0,2,15,8,6.0
910784,0,98122,House,Entire home/apt,5,1.0,2.0,2.0,125.0,100.0,25.0,4,1,2,14,132,4.0
7071222,0,98112,Townhouse,Entire home/apt,5,2.0,2.0,2.0,145.0,200.0,120.0,4,1,2,10,3,5.0
8687716,0,98122,House,Entire home/apt,6,3.5,3.0,3.0,275.0,995.0,195.0,1,0,3,1125,2,3.0
7430679,0,98122,Townhouse,Private room,1,1.0,1.0,1.0,60.0,0.0,0.0,1,1,1,1125,7,1.0
180939,0,98122,Apartment,Entire home/apt,2,1.0,1.0,1.0,95.0,200.0,75.0,2,1,2,90,93,5.0
6884604,0,98122,House,Entire home/apt,2,1.0,0.0,1.0,140.0,0.0,60.0,1,0,1,1125,24,5.0
7397476,1,98112,Condominium,Entire home/apt,6,2.0,2.0,3.0,250.0,500.0,95.0,4,1,2,1125,7,5.0
1063855,0,98122,House,Entire home/apt,5,1.0,2.0,3.0,225.0,250.0,150.0,3,1,3,365,11,5.0
8865006,0,98122,Townhouse,Private room,2,1.0,1.0,1.0,60.0,0.0,20.0,1,0,1,1125,0,2.0
8069192,0,98122,House,Private room,2,1.0,1.0,1.0,95.0,0.0,25.0,2,1,1,1125,0,4.0
2800448,0,98122,Townhouse,Private room,2,1.0,1.0,1.0,65.0,300.0,7.0,1,0,2,1125,16,3.0
9076287,0,98122,House,Private room,2,1.0,1.0,1.0,78.0,0.0,0.0,1,0,1,1125,2,2.0
7462439,0,98122,Apartment,Shared room,2,1.0,1.0,1.0,59.0,100.0,20.0,2,0,1,1125,1,3.0
8225635,1,98112,Townhouse,Entire home/apt,11,3.5,4.0,6.0,400.0,1000.0,150.0,8,1,2,1125,0,5.0
2966415,0,98122,House,Private room,2,1.0,1.0,1.0,55.0,0.0,15.0,1,1,2,150,27,2.0
4639465,1,98122,House,Private room,2,1.0,1.0,1.0,129.0,0.0,29.0,2,1,1,7,14,2.0
7402190,0,98122,House,Private room,2,1.0,1.0,1.0,65.0,0.0,0.0,1,0,2,1125,28,2.0
9448719,0,98122,House,Private room,2,1.0,1.0,1.0,175.0,0.0,0.0,1,0,1,1125,0,1.0
5670781,0,98122,House,Entire home/apt,6,2.0,3.0,3.0,160.0,200.0,100.0,1,0,2,1125,15,3.0
1905473,0,98122,House,Private room,2,1.0,1.0,1.0,75.0,100.0,20.0,1,0,1,3,6,3.0
7266662,0,98122,House,Private room,2,1.0,1.0,1.0,80.0,0.0,10.0,1,0,2,1125,10,5.0
9095510,0,98122,House,Private room,4,1.0,1.0,2.0,109.0,0.0,15.0,1,0,1,1125,0,2.0
7401854,0,98122,House,Entire home/apt,2,1.0,1.0,1.0,95.0,0.0,50.0,1,0,1,1125,8,2.0
5174876,1,98122,House,Entire home/apt,2,1.0,0.0,1.0,85.0,100.0,50.0,2,1,1,30,54,1.0
1256883,0,98122,Apartment,Entire home/apt,6,1.0,2.0,4.0,99.0,250.0,100.0,4,0,1,365,66,3.0
8072850,0,98122,House,Private room,2,1.0,1.0,1.0,90.0,0.0,20.0,2,1,2,14,2,3.0
6706377,0,98122,House,Entire home/apt,4,1.5,1.0,2.0,73.0,500.0,45.0,2,1,2,30,6,4.0
9738522,1,98122,House,Entire home/apt,15,3.0,5.0,9.0,400.0,1000.0,200.0,11,1,2,1125,0,5.0
2995996,0,98112,House,Entire home/apt,6,2.0,2.0,2.0,170.0,100.0,75.0,3,1,4,365,27,4.0
6674408,1,98122,House,Private room,2,1.5,1.0,1.0,48.0,0.0,30.0,2,0,1,1125,45,2.0
6801095,0,98112,Townhouse,Private room,2,2.0,1.0,1.0,90.0,0.0,20.0,1,0,1,1125,8,2.0
143704,0,98122,House,Entire home/apt,3,1.0,1.0,2.0,82.0,0.0,40.0,2,1,3,60,181,5.0
9258305,0,98122,House,Entire home/apt,4,1.0,2.0,2.0,250.0,0.0,40.0,1,0,2,1125,0,2.0
3727017,0,98122,House,Entire home/apt,4,1.0,2.0,2.0,199.0,0.0,75.0,4,1,2,1125,3,2.0
789966,0,98122,Apartment,Entire home/apt,2,1.0,1.0,1.0,105.0,0.0,0.0,2,1,2,7,56,5.0
6864319,0,98122,House,Entire home/apt,8,2.0,2.0,2.0,250.0,350.0,50.0,4,1,1,1125,1,4.0
1539463,1,98122,House,Private room,2,1.0,1.0,1.0,75.0,150.0,15.0,1,1,2,180,30,3.0
9591787,1,98112,Townhouse,Entire home/apt,9,2.5,3.0,6.0,250.0,1000.0,150.0,7,1,1,1125,0,5.0
10279830,0,98122,House,Entire home/apt,5,1.0,2.0,2.0,175.0,250.0,100.0,5,0,2,28,0,5.0
1956553,0,98122,House,Entire home/apt,3,1.0,1.0,1.0,95.0,95.0,0.0,2,1,2,1125,54,3.0
7396508,1,98112,Condominium,Entire home/apt,4,1.0,1.0,2.0,150.0,500.0,80.0,2,1,2,1125,10,5.0
6272065,0,98122,House,Private room,2,1.0,1.0,1.0,65.0,0.0,40.0,1,1,1,1125,12,2.0
7072218,0,98122,Apartment,Entire home/apt,3,1.0,1.0,1.0,120.0,0.0,0.0,1,0,1,1125,8,1.0
7075948,0,98122,Townhouse,Entire home/apt,5,1.5,2.0,2.0,300.0,400.0,100.0,1,0,3,1125,1,1.0
7543458,1,98122,Apartment,Entire home/apt,2,1.0,1.0,1.0,89.0,0.0,45.0,0,0,1,1125,25,1.0
3769336,0,98112,House,Entire home/apt,2,1.0,1.0,1.0,109.0,0.0,25.0,1,0,3,360,46,2.0
8666707,0,98122,Apartment,Entire home/apt,3,1.0,1.0,1.0,75.0,250.0,60.0,1,0,3,1125,1,1.0
7205443,0,98122,Apartment,Entire home/apt,6,1.0,2.0,3.0,99.0,250.0,100.0,4,1,1,1125,10,3.0
193371,0,98112,House,Entire home/apt,5,2.5,3.0,3.0,150.0,200.0,140.0,4,1,1,14,25,5.0
9957555,0,98122,House,Entire home/apt,6,1.5,3.0,4.0,175.0,0.0,60.0,4,1,1,1125,2,5.0
6795678,1,98122,House,Entire home/apt,4,1.0,1.0,2.0,120.0,100.0,40.0,2,1,2,10,27,2.0
9300972,0,98112,Apartment,Private room,2,1.0,1.0,1.0,45.0,0.0,0.0,1,1,1,1125,1,1.0
8047522,1,98122,Townhouse,Entire home/apt,7,1.5,2.0,5.0,150.0,500.0,100.0,4,1,2,1125,4,5.0
9457328,0,98122,Apartment,Entire home/apt,4,1.0,2.0,2.0,95.0,150.0,40.0,1,0,2,30,0,2.0
6576006,0,98112,Townhouse,Private room,2,1.5,1.0,1.0,50.0,0.0,0.0,0,1,1,10,12,1.0
7971334,0,98122,House,Private room,2,1.0,1.0,1.0,129.0,0.0,10.0,1,1,1,3,28,2.0
1984962,0,98122,House,Entire home/apt,6,3.5,3.0,3.0,295.0,995.0,195.0,1,0,1,1125,22,3.0
9292039,0,98122,Apartment,Entire home/apt,2,1.0,1.0,1.0,99.0,250.0,100.0,1,0,1,1125,1,3.0
6661617,0,98122,House,Entire home/apt,6,2.5,2.0,3.0,175.0,500.0,200.0,6,0,2,1125,17,3.0
8848854,0,98122,House,Entire home/apt,5,2.0,2.0,3.0,150.0,200.0,100.0,6,1,1,1125,1,3.0
3251069,0,98122,House,Private room,2,1.0,1.0,1.0,109.0,0.0,0.0,1,0,1,1125,6,4.0
4111137,0,98122,Apartment,Entire home/apt,4,1.0,1.0,2.0,85.0,0.0,10.0,2,1,2,7,15,3.0
4760472,0,98122,Apartment,Entire home/apt,3,1.0,1.0,1.0,80.0,0.0,50.0,2,1,2,40,35,3.0
8968925,0,98122,House,Private room,4,2.5,1.0,2.0,115.0,0.0,0.0,1,0,1,1125,0,3.0
3293438,0,98122,Apartment,Entire home/apt,2,1.0,1.0,1.0,85.0,0.0,0.0,1,1,2,14,88,2.0
9210978,0,98122,House,Entire home/apt,4,2.0,2.0,2.0,200.0,0.0,100.0,1,0,1,1125,1,1.0
3319386,1,98112,Apartment,Private room,2,1.0,1.0,1.0,169.0,250.0,0.0,0,0,2,6,42,3.0
7717813,0,98122,House,Entire home/apt,4,1.0,1.0,2.0,130.0,2500.0,75.0,4,0,2,1125,13,1.0
5578943,1,98122,House,Private room,2,1.0,1.0,1.0,79.0,100.0,60.0,2,1,2,1125,36,1.0
7660932,1,98112,Cabin,Private room,1,1.0,1.0,1.0,125.0,0.0,0.0,1,0,2,6,11,2.0
4271221,1,98122,House,Private room,2,1.0,1.0,1.0,80.0,0.0,25.0,1,0,1,1125,78,2.0
6358605,0,98122,Apartment,Private room,2,1.0,1.0,1.0,66.0,0.0,15.0,1,0,1,1125,6,1.0
1439237,1,98122,House,Private room,2,1.0,1.0,1.0,97.0,0.0,0.0,2,1,2,1125,58,3.0
7775167,1,98122,House,Private room,2,1.0,1.0,1.0,58.0,0.0,30.0,1,1,1,1125,11,3.0
7437784,1,98122,House,Private room,2,1.0,1.0,1.0,125.0,150.0,25.0,2,1,3,1125,0,4.0
9628972,0,98122,House,Private room,2,1.0,1.0,1.0,50.0,0.0,0.0,1,0,1,1125,0,1.0
8425013,1,98122,House,Entire home/apt,10,3.5,5.0,7.0,350.0,500.0,250.0,1,0,3,1125,3,5.0
6925807,0,98122,House,Entire home/apt,4,1.5,2.0,2.0,375.0,500.0,0.0,1,0,3,60,1,1.0
7400955,0,98122,House,Entire home/apt,6,2.0,3.0,5.0,240.0,0.0,25.0,1,0,3,1125,3,1.0
8174389,0,98122,House,Entire home/apt,5,1.0,2.0,2.0,189.0,175.0,45.0,1,0,2,14,1,1.0
6292452,0,98122,House,Entire home/apt,6,3.5,4.0,5.0,250.0,250.0,75.0,5,1,3,7,1,4.0
9095668,0,98122,Apartment,Entire home/apt,2,1.0,0.0,1.0,90.0,250.0,61.0,2,1,2,180,0,1.0
413733,1,98122,House,Entire home/apt,6,1.0,2.0,2.0,125.0,100.0,35.0,2,1,1,30,31,4.0
8783900,0,98122,Townhouse,Entire home/apt,7,1.5,0.0,2.0,155.0,500.0,100.0,7,0,3,180,1,1.0
639130,0,98122,House,Entire home/apt,8,3.0,4.0,5.0,195.0,0.0,100.0,1,0,3,21,2,4.0
2484067,1,98122,House,Private room,3,1.0,1.0,2.0,69.0,150.0,25.0,2,1,1,100,29,4.0
3533112,0,98122,Apartment,Entire home/apt,3,1.0,0.0,1.0,200.0,500.0,50.0,2,1,3,21,12,2.0
2249292,1,98122,Apartment,Entire home/apt,4,1.0,2.0,2.0,75.0,200.0,25.0,2,1,1,14,63,3.0
7838294,0,98122,House,Entire home/apt,5,1.0,2.0,3.0,225.0,500.0,100.0,4,1,3,1125,0,3.0
6133354,0,98112,Apartment,Entire home/apt,2,1.0,0.0,1.0,135.0,100.0,65.0,1,0,2,1125,26,2.0
7987836,0,98122,Loft,Entire home/apt,2,1.0,1.0,1.0,85.0,200.0,35.0,1,0,2,7,2,5.0
9910025,0,98122,Apartment,Entire home/apt,4,1.0,2.0,2.0,110.0,0.0,20.0,2,1,1,1125,1,2.0
7364024,0,98122,Townhouse,Entire home/apt,4,1.0,1.0,2.0,110.0,300.0,25.0,3,1,1,1125,10,2.0
9362082,0,98122,House,Entire home/apt,5,1.0,2.0,2.0,250.0,0.0,0.0,1,0,2,30,1,5.0
8847108,0,98122,Other,Entire home/apt,2,1.0,1.0,1.0,85.0,0.0,15.0,1,0,1,1125,11,3.0
7462428,0,98122,House,Private room,1,1.5,1.0,1.0,50.0,500.0,10.0,1,0,1,1125,11,2.0
4370312,0,98122,Apartment,Entire home/apt,2,1.0,1.0,1.0,78.0,0.0,45.0,2,1,1,15,4,5.0
4053972,0,98122,Apartment,Entire home/apt,2,1.0,1.0,1.0,95.0,150.0,40.0,1,0,1,60,65,4.0
6209191,0,98122,House,Private room,2,1.5,1.0,1.0,95.0,0.0,0.0,2,1,2,1125,7,1.0
10123910,0,98122,House,Entire home/apt,8,1.0,4.0,5.0,295.0,0.0,80.0,1,0,2,365,0,1.0
6412858,0,98122,House,Entire home/apt,6,2.5,3.0,2.0,175.0,200.0,100.0,4,1,1,1125,2,4.0
3987838,0,98122,Apartment,Entire home/apt,2,1.0,1.0,1.0,90.0,250.0,15.0,2,0,2,1125,19,2.0
7027507,0,98122,House,Private room,1,1.0,1.0,1.0,68.0,0.0,20.0,1,0,2,1125,1,3.0
6587443,0,98122,House,Private room,4,1.0,1.0,1.0,74.0,100.0,50.0,2,1,2,10,4,4.0
10204689,0,98122,Apartment,Entire home/apt,2,1.0,1.0,1.0,80.0,0.0,15.0,1,0,5,1125,0,1.0
1029680,0,98122,House,Entire home/apt,4,2.0,3.0,3.0,500.0,0.0,85.0,1,0,1,10,6,4.0
7208439,1,98122,Apartment,Entire home/apt,4,1.0,1.0,2.0,115.0,150.0,60.0,2,1,2,14,11,3.0
8327765,0,98122,House,Entire home/apt,8,3.0,4.0,5.0,500.0,1500.0,300.0,1,0,3,365,0,2.0
3953611,1,98112,House,Private room,4,1.0,1.0,2.0,115.0,0.0,50.0,2,1,2,1125,53,3.0
2584354,0,98122,Apartment,Entire home/apt,2,1.0,1.0,1.0,125.0,0.0,0.0,1,0,3,1125,21,2.0
4574700,0,98122,House,Entire home/apt,8,3.0,3.0,4.0,350.0,0.0,100.0,1,0,3,21,2,2.0
5685646,0,98122,House,Entire home/apt,6,1.0,2.0,3.0,140.0,0.0,50.0,2,1,1,1125,60,1.0
977722,0,98105,Apartment,Entire home/apt,2,1.0,1.0,1.0,80.0,0.0,30.0,1,1,2,28,64,3.0
2931922,0,98105,Apartment,Entire home/apt,5,2.0,2.0,2.0,145.0,200.0,95.0,2,1,1,1125,10,4.0
8253955,0,98105,House,Entire home/apt,6,1.0,1.0,3.0,150.0,250.0,50.0,2,1,7,1125,3,1.0
6426462,0,98105,Condominium,Private room,1,1.0,1.0,1.0,65.0,250.0,50.0,1,1,7,1125,2,4.0
8154238,0,98105,House,Shared room,1,1.0,1.0,1.0,50.0,350.0,35.0,1,0,4,1125,0,5.0
5020861,0,98105,Apartment,Private room,3,1.0,1.0,1.0,65.0,0.0,0.0,1,0,1,1125,14,5.0
9611409,0,98103,Other,Private room,2,1.0,1.0,1.0,45.0,0.0,0.0,1,0,1,5,0,1.0
9282348,0,98105,Apartment,Private room,2,0.5,1.0,1.0,35.0,0.0,0.0,15,1,1,1,0,1.0
8939306,0,98105,House,Private room,2,1.0,1.0,1.0,41.0,500.0,10.0,1,1,1,1125,14,1.0
5423692,0,98105,House,Private room,2,1.0,1.0,1.0,59.0,0.0,0.0,1,1,1,40,36,2.0
9159975,0,98105,Townhouse,Private room,2,1.5,1.0,1.0,49.0,150.0,30.0,1,1,1,28,0,1.0
7561272,0,98105,House,Private room,2,1.0,1.0,1.0,47.0,500.0,10.0,1,1,1,1125,28,1.0
7326419,0,98105,House,Private room,2,1.0,1.0,1.0,65.0,0.0,0.0,1,0,2,1125,14,1.0
9373607,0,98105,Apartment,Private room,2,1.0,1.0,1.0,41.0,0.0,10.0,1,1,1,6,6,2.0
6717555,0,98105,Apartment,Private room,1,1.0,1.0,1.0,35.0,0.0,0.0,1,0,2,1125,1,1.0
8939433,0,98105,House,Private room,2,1.0,1.0,1.0,43.0,500.0,10.0,1,1,1,1125,12,1.0
8939503,0,98105,House,Private room,2,1.0,1.0,1.0,44.0,500.0,10.0,1,1,1,1125,14,1.0
8742753,0,98105,Apartment,Private room,2,1.0,1.0,1.0,99.0,0.0,0.0,1,1,1,1125,0,2.0
8939687,0,98105,House,Private room,2,1.0,1.0,1.0,45.0,500.0,10.0,1,1,1,1125,8,1.0
3793406,1,98115,Apartment,Entire home/apt,2,1.0,2.0,2.0,98.0,0.0,50.0,1,0,3,1125,9,5.0
9134196,0,98105,Apartment,Entire home/apt,2,1.0,0.0,1.0,109.0,0.0,49.0,1,0,1,1125,1,2.0
6007267,0,98105,Apartment,Entire home/apt,3,1.0,1.0,1.0,75.0,0.0,20.0,3,1,4,1125,3,3.0
3422894,0,98105,Apartment,Entire home/apt,2,1.0,0.0,1.0,88.0,150.0,20.0,1,0,1,31,18,5.0
3630581,0,98105,Apartment,Entire home/apt,2,1.0,0.0,1.0,98.0,100.0,60.0,1,1,2,1125,9,4.0
9394508,0,98105,Apartment,Entire home/apt,4,1.0,1.0,2.0,75.0,100.0,60.0,1,1,1,1125,1,4.0
7348578,0,98105,House,Private room,3,2.0,1.0,1.0,40.0,500.0,10.0,1,1,1,1125,30,1.0
8869680,0,98105,Apartment,Entire home/apt,4,1.0,0.0,1.0,85.0,100.0,25.0,2,1,1,1125,7,3.0
7678429,0,98105,Apartment,Entire home/apt,2,1.0,1.0,1.0,100.0,200.0,50.0,1,1,1,1125,0,1.0
2979387,0,98105,House,Entire home/apt,10,2.0,3.0,7.0,275.0,200.0,225.0,7,1,3,365,17,2.0
1531458,0,98105,Apartment,Entire home/apt,4,1.0,1.0,2.0,105.0,100.0,60.0,1,1,1,1125,29,4.0
1549973,0,98105,Apartment,Entire home/apt,3,1.0,1.0,1.0,78.0,100.0,60.0,1,1,2,1125,7,4.0
1123977,0,98105,Apartment,Entire home/apt,4,1.0,1.0,2.0,150.0,250.0,150.0,4,1,7,1125,8,4.0
5719631,0,98105,Apartment,Entire home/apt,3,1.0,1.0,1.0,95.0,150.0,60.0,1,1,1,1125,3,4.0
9580209,0,98105,Condominium,Entire home/apt,5,2.0,2.0,3.0,155.0,150.0,75.0,2,1,1,1125,0,4.0
9364220,0,98105,Apartment,Entire home/apt,2,1.0,0.0,1.0,109.0,0.0,49.0,1,0,1,1125,1,2.0
9663221,0,98105,Apartment,Entire home/apt,4,1.0,0.0,2.0,80.0,100.0,50.0,1,1,1,1125,0,4.0
9636952,0,98105,Apartment,Entire home/apt,2,1.0,0.0,2.0,80.0,100.0,55.0,1,1,1,1125,0,4.0
8594059,0,98105,House,Entire home/apt,5,1.0,2.0,2.0,125.0,0.0,85.0,1,0,1,1125,2,5.0
6278756,0,98105,Apartment,Private room,2,1.0,1.0,1.0,55.0,0.0,0.0,1,0,1,1125,1,1.0
3679617,0,98105,Apartment,Entire home/apt,4,1.0,0.0,2.0,98.0,100.0,60.0,1,1,1,1125,15,4.0
9416551,0,98105,Apartment,Entire home/apt,2,1.0,0.0,1.0,82.0,100.0,60.0,1,1,1,1125,0,4.0
8322107,0,98105,Apartment,Entire home/apt,2,1.0,1.0,1.0,70.0,200.0,150.0,2,0,2,20,0,1.0
9511676,0,98105,Apartment,Private room,1,1.0,1.0,1.0,55.0,0.0,5.0,1,0,2,1125,0,2.0
3158243,0,98105,Apartment,Entire home/apt,4,1.0,1.0,2.0,110.0,200.0,70.0,1,1,2,1125,13,4.0
8327124,1,98105,House,Entire home/apt,12,3.5,5.0,7.0,350.0,500.0,250.0,1,0,3,1125,1,5.0
4311078,0,98105,House,Entire home/apt,9,2.5,4.0,6.0,295.0,0.0,300.0,1,0,3,1125,2,5.0
3329962,0,98105,Apartment,Entire home/apt,3,1.0,1.0,2.0,105.0,100.0,60.0,1,1,2,1125,25,4.0
3263071,0,98105,Apartment,Entire home/apt,4,1.0,1.0,2.0,85.0,100.0,60.0,1,1,1,1125,17,4.0
7302675,0,98105,Apartment,Entire home/apt,3,1.0,0.0,2.0,75.0,800.0,0.0,2,0,3,14,0,1.0
6250399,0,98105,Apartment,Entire home/apt,3,1.0,0.0,1.0,95.0,100.0,60.0,1,1,3,1125,1,4.0
7387294,0,98105,House,Private room,2,1.0,1.0,1.0,75.0,0.0,0.0,1,0,2,1125,12,1.0
7363462,0,98105,House,Private room,1,1.0,1.0,1.0,45.0,500.0,10.0,1,1,1,1125,28,1.0
6796336,0,98105,House,Private room,1,1.5,1.0,1.0,30.0,0.0,0.0,1,0,1,1125,1,1.0
8156894,0,98105,House,Shared room,1,1.0,1.0,1.0,42.0,350.0,35.0,1,0,4,1125,0,5.0
1150519,0,98115,House,Entire home/apt,7,1.5,3.0,5.0,250.0,500.0,150.0,4,1,2,1125,10,3.0
5969872,0,98105,House,Private room,1,1.0,1.0,1.0,43.0,0.0,20.0,1,1,1,1125,11,3.0
9617068,0,98105,Apartment,Entire home/apt,4,1.0,1.0,1.0,125.0,0.0,0.0,1,0,1,1125,1,2.0
4438188,1,98105,Apartment,Entire home/apt,3,1.0,1.0,1.0,112.0,500.0,75.0,2,1,2,1125,40,4.0
1521633,0,98105,Apartment,Entire home/apt,4,1.0,1.0,2.0,85.0,100.0,60.0,1,1,4,1125,8,4.0
6623079,0,98105,Apartment,Private room,2,1.0,1.0,2.0,63.0,0.0,0.0,1,0,1,1125,9,1.0
7561254,0,98105,House,Private room,1,1.0,1.0,1.0,41.0,500.0,10.0,1,1,1,1125,15,1.0
3494608,1,98105,House,Entire home/apt,3,1.0,1.0,2.0,79.0,400.0,75.0,1,1,5,1125,17,2.0
3085726,0,98105,Apartment,Entire home/apt,2,1.0,1.0,1.0,70.0,150.0,60.0,1,1,3,1125,1,4.0
2256124,0,98105,Apartment,Entire home/apt,3,1.0,1.0,2.0,85.0,0.0,5.0,2,1,3,31,36,2.0
7071021,0,98105,Apartment,Entire home/apt,4,1.0,0.0,2.0,110.0,200.0,60.0,1,1,1,1125,5,4.0
9465815,0,98105,Apartment,Private room,1,1.0,1.0,1.0,53.0,0.0,0.0,1,0,1,1125,1,2.0
6938103,0,98105,House,Private room,2,1.0,1.0,1.0,75.0,0.0,0.0,1,1,1,29,3,2.0
6913414,0,98105,House,Entire home/apt,6,1.0,2.0,2.0,125.0,250.0,89.0,6,0,2,60,10,3.0
3706719,0,98105,Apartment,Entire home/apt,2,1.0,0.0,1.0,90.0,200.0,90.0,1,1,2,1125,6,4.0
8174626,0,98105,Apartment,Entire home/apt,2,1.0,1.0,1.0,85.0,300.0,50.0,2,1,2,1125,14,2.0
1571230,0,98105,Apartment,Entire home/apt,3,1.0,1.0,1.0,85.0,100.0,50.0,1,1,2,1125,12,4.0
4270642,0,98105,Apartment,Entire home/apt,2,1.0,0.0,1.0,88.0,100.0,50.0,2,1,2,1125,12,4.0
5407311,0,98105,Apartment,Entire home/apt,4,1.0,1.0,2.0,92.0,150.0,60.0,1,1,2,1125,1,4.0
9976135,0,98105,Apartment,Private room,1,1.0,1.0,1.0,28.0,0.0,0.0,1,0,1,1125,0,1.0
9558353,0,98105,Apartment,Entire home/apt,2,1.0,0.0,1.0,70.0,100.0,45.0,1,1,2,1125,1,4.0
7247767,1,98105,House,Private room,2,1.0,1.0,1.0,78.0,0.0,0.0,2,1,2,14,18,1.0
7035077,0,98105,House,Private room,1,1.0,1.0,1.0,30.0,0.0,0.0,1,0,1,1125,0,1.0
7353834,0,98105,Apartment,Entire home/apt,4,1.0,0.0,2.0,93.0,100.0,60.0,1,1,2,1125,2,4.0
9319891,0,98105,Apartment,Private room,1,1.0,1.0,1.0,65.0,150.0,60.0,1,1,1,1125,0,4.0
6575407,0,98105,Condominium,Private room,1,1.0,1.0,1.0,120.0,0.0,0.0,1,0,1,1125,1,2.0
7550234,0,98105,House,Private room,2,1.0,1.0,1.0,40.0,500.0,10.0,1,1,1,1125,23,1.0
8939736,0,98105,House,Private room,2,1.0,1.0,1.0,43.0,500.0,10.0,1,1,1,1125,9,1.0
7247720,1,98105,House,Private room,2,1.0,1.0,1.0,70.0,0.0,0.0,2,1,2,10,18,1.0
1786923,0,98105,Apartment,Entire home/apt,3,1.0,1.0,2.0,90.0,150.0,60.0,1,1,2,1125,9,4.0
7649837,0,98105,Apartment,Entire home/apt,3,1.0,0.0,2.0,90.0,0.0,0.0,1,0,2,1125,9,2.0
3610724,0,98105,Apartment,Entire home/apt,2,1.0,1.0,1.0,85.0,0.0,15.0,2,1,1,7,62,5.0
7988337,0,98105,Apartment,Entire home/apt,3,1.0,1.0,2.0,115.0,100.0,25.0,3,1,1,1125,14,2.0
1773803,0,98105,Apartment,Entire home/apt,4,1.0,1.0,1.0,89.0,100.0,25.0,2,1,1,90,124,3.0
7536074,0,98105,Apartment,Entire home/apt,2,1.0,2.0,2.0,185.0,0.0,0.0,1,0,1,1125,1,1.0
3770248,0,98105,Apartment,Entire home/apt,2,1.0,0.0,2.0,85.0,100.0,60.0,1,1,1,1125,5,4.0
9097754,0,98105,Apartment,Entire home/apt,2,1.0,1.0,1.0,135.0,400.0,99.0,1,0,2,30,0,1.0
3291295,0,98105,Apartment,Entire home/apt,3,1.0,1.0,1.0,95.0,95.0,0.0,2,1,2,1125,11,6.0
8171726,0,98105,Apartment,Entire home/apt,8,1.0,4.0,4.0,306.0,250.0,108.0,6,1,1,180,1,1.0
10031055,0,98105,House,Shared room,4,1.5,1.0,2.0,29.0,0.0,0.0,1,1,1,3,0,1.0
8939595,0,98105,House,Private room,2,1.0,1.0,1.0,47.0,500.0,10.0,1,1,1,1125,14,1.0
8155580,0,98105,House,Shared room,1,1.0,1.0,1.0,50.0,350.0,35.0,1,0,4,1125,1,5.0
