host_is_superhost,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,number_of_reviews,cancellation_policy,host_experience
0,0,Entire home/apt,3,1.0,0.0,2.0,Real Bed,75.0,800.0,0.0,2,0,3,14,0,flexible,1.0
0,0,Entire home/apt,3,1.0,0.0,1.0,Real Bed,95.0,100.0,60.0,1,1,3,1125,1,strict,4.0
0,9,Private room,2,1.0,1.0,1.0,Real Bed,75.0,0.0,0.0,1,0,2,1125,12,moderate,1.0
0,9,Private room,1,1.0,1.0,1.0,Real Bed,45.0,500.0,10.0,1,1,1,1125,28,strict,1.0
0,9,Private room,1,1.5,1.0,1.0,Real Bed,30.0,0.0,0.0,1,0,1,1125,1,flexible,1.0
0,9,Shared room,1,1.0,1.0,1.0,Real Bed,42.0,350.0,35.0,1,0,4,1125,0,strict,5.0
0,9,Entire home/apt,7,1.5,3.0,5.0,Real Bed,250.0,500.0,150.0,4,1,2,1125,10,strict,3.0
0,9,Private room,1,1.0,1.0,1.0,Airbed,43.0,0.0,20.0,1,1,1,1125,11,flexible,3.0
0,0,Entire home/apt,4,1.0,1.0,1.0,Real Bed,125.0,0.0,0.0,1,0,1,1125,1,flexible,2.0
1,0,Entire home/apt,3,1.0,1.0,1.0,Real Bed,112.0,500.0,75.0,2,1,2,1125,40,strict,4.0
0,0,Entire home/apt,4,1.0,1.0,2.0,Real Bed,85.0,100.0,60.0,1,1,4,1125,8,strict,4.0
0,0,Private room,2,1.0,1.0,2.0,Real Bed,63.0,0.0,0.0,1,0,1,1125,9,flexible,1.0
0,9,Private room,1,1.0,1.0,1.0,Real Bed,41.0,500.0,10.0,1,1,1,1125,15,strict,1.0
1,9,Entire home/apt,3,1.0,1.0,2.0,Real Bed,79.0,400.0,75.0,1,1,5,1125,17,strict,2.0
0,0,Entire home/apt,2,1.0,1.0,1.0,Real Bed,70.0,150.0,60.0,1,1,3,1125,1,strict,4.0
0,0,Entire home/apt,3,1.0,1.0,2.0,Real Bed,85.0,0.0,5.0,2,1,3,31,36,moderate,2.0
0,0,Entire home/apt,4,1.0,0.0,2.0,Real Bed,110.0,200.0,60.0,1,1,1,1125,5,strict,4.0
0,0,Private room,1,1.0,1.0,1.0,Real Bed,53.0,0.0,0.0,1,0,1,1125,1,flexible,2.0
0,9,Private room,2,1.0,1.0,1.0,Real Bed,75.0,0.0,0.0,1,1,1,29,3,moderate,2.0
0,9,Entire home/apt,6,1.0,2.0,2.0,Real Bed,125.0,250.0,89.0,6,0,2,60,10,strict,3.0
0,0,Entire home/apt,2,1.0,0.0,1.0,Real Bed,90.0,200.0,90.0,1,1,2,1125,6,moderate,4.0
0,0,Entire home/apt,2,1.0,1.0,1.0,Real Bed,85.0,300.0,50.0,2,1,2,1125,14,strict,2.0
0,0,Entire home/apt,3,1.0,1.0,1.0,Real Bed,85.0,100.0,50.0,1,1,2,1125,12,moderate,4.0
0,0,Entire home/apt,2,1.0,0.0,1.0,Real Bed,88.0,100.0,50.0,2,1,2,1125,12,moderate,4.0
0,0,Entire home/apt,4,1.0,1.0,2.0,Real Bed,92.0,150.0,60.0,1,1,2,1125,1,moderate,4.0
0,0,Private room,1,1.0,1.0,1.0,Real Bed,28.0,0.0,0.0,1,0,1,1125,0,flexible,1.0
0,0,Entire home/apt,2,1.0,0.0,1.0,Real Bed,70.0,100.0,45.0,1,1,2,1125,1,moderate,4.0
1,9,Private room,2,1.0,1.0,1.0,Real Bed,78.0,0.0,0.0,2,1,2,14,18,moderate,1.0
0,9,Private room,1,1.0,1.0,1.0,Futon,30.0,0.0,0.0,1,0,1,1125,0,flexible,1.0
0,0,Entire home/apt,4,1.0,0.0,2.0,Real Bed,93.0,100.0,60.0,1,1,2,1125,2,moderate,4.0
0,0,Private room,1,1.0,1.0,1.0,Real Bed,65.0,150.0,60.0,1,1,1,1125,0,moderate,4.0
0,7,Private room,1,1.0,1.0,1.0,Real Bed,120.0,0.0,0.0,1,0,1,1125,1,flexible,2.0
0,9,Private room,2,1.0,1.0,1.0,Real Bed,40.0,500.0,10.0,1,1,1,1125,23,strict,1.0
0,9,Private room,2,1.0,1.0,1.0,Real Bed,43.0,500.0,10.0,1,1,1,1125,9,strict,1.0
1,9,Private room,2,1.0,1.0,1.0,Real Bed,70.0,0.0,0.0,2,1,2,10,18,moderate,1.0
0,0,Entire home/apt,3,1.0,1.0,2.0,Real Bed,90.0,150.0,60.0,1,1,2,1125,9,moderate,4.0
0,0,Entire home/apt,3,1.0,0.0,2.0,Real Bed,90.0,0.0,0.0,1,0,2,1125,9,strict,2.0
0,0,Entire home/apt,2,1.0,1.0,1.0,Real Bed,85.0,0.0,15.0,2,1,1,7,62,strict,5.0
0,0,Entire home/apt,3,1.0,1.0,2.0,Real Bed,115.0,100.0,25.0,3,1,1,1125,14,flexible,2.0
0,0,Entire home/apt,4,1.0,1.0,1.0,Real Bed,89.0,100.0,25.0,2,1,1,90,124,strict,3.0
0,0,Entire home/apt,2,1.0,2.0,2.0,Real Bed,185.0,0.0,0.0,1,0,1,1125,1,flexible,1.0
0,0,Entire home/apt,2,1.0,0.0,2.0,Real Bed,85.0,100.0,60.0,1,1,1,1125,5,strict,4.0
0,0,Entire home/apt,2,1.0,1.0,1.0,Real Bed,135.0,400.0,99.0,1,0,2,30,0,strict,1.0
0,0,Entire home/apt,3,1.0,1.0,1.0,Real Bed,95.0,95.0,0.0,2,1,2,1125,11,moderate,6.0
0,0,Entire home/apt,8,1.0,4.0,4.0,Real Bed,306.0,250.0,108.0,6,1,1,180,1,strict,1.0
0,9,Shared room,4,1.5,1.0,2.0,Real Bed,29.0,0.0,0.0,1,1,1,3,0,strict,1.0
0,9,Private room,2,1.0,1.0,1.0,Real Bed,47.0,500.0,10.0,1,1,1,1125,14,strict,1.0
0,9,Shared room,1,1.0,1.0,1.0,Real Bed,50.0,350.0,35.0,1,0,4,1125,1,strict,5.0
0,0,Entire home/apt,4,1.0,1.0,2.0,Real Bed,105.0,150.0,60.0,1,1,1,1125,3,moderate,4.0
0,0,Entire home/apt,2,1.0,1.0,1.0,Real Bed,83.0,150.0,55.0,1,1,3,1125,11,moderate,4.0
0,9,Private room,2,1.0,1.0,1.0,Real Bed,73.0,0.0,25.0,2,1,1,1125,5,flexible,1.0
0,13,Entire home/apt,4,2.5,2.0,2.0,Real Bed,92.0,225.0,80.0,2,1,1,28,34,strict,1.0
0,0,Private room,1,0.5,1.0,1.0,Real Bed,69.0,0.0,0.0,1,0,1,1125,0,flexible,2.0
1,0,Shared room,2,1.0,1.0,1.0,Futon,59.0,0.0,0.0,1,1,1,10,146,moderate,4.0
0,0,Entire home/apt,6,2.0,2.0,2.0,Real Bed,145.0,250.0,90.0,2,1,1,1125,7,strict,4.0
0,0,Entire home/apt,4,1.0,1.0,2.0,Real Bed,95.0,100.0,60.0,1,1,2,1125,7,moderate,4.0
0,0,Entire home/apt,6,2.0,2.0,2.0,Real Bed,150.0,100.0,90.0,2,1,1,1125,8,strict,4.0
0,0,Entire home/apt,4,1.0,2.0,2.0,Real Bed,85.0,0.0,0.0,1,0,1,1125,1,flexible,2.0
0,0,Entire home/apt,2,1.0,0.0,1.0,Real Bed,98.0,150.0,60.0,1,1,2,1125,2,moderate,4.0
0,0,Entire home/apt,4,1.0,1.0,4.0,Real Bed,110.0,300.0,60.0,1,1,2,1125,7,strict,2.0
0,9,Shared room,1,1.0,1.0,1.0,Real Bed,42.0,350.0,35.0,1,0,4,1125,0,strict,5.0
0,0,Entire home/apt,3,1.0,1.0,1.0,Real Bed,95.0,150.0,60.0,1,1,2,1125,23,strict,4.0
0,9,Shared room,1,1.0,1.0,1.0,Real Bed,42.0,350.0,35.0,1,0,4,1125,2,strict,5.0
0,9,Entire home/apt,5,2.0,3.0,3.0,Real Bed,250.0,800.0,120.0,1,0,3,1125,2,moderate,2.0
0,9,Shared room,1,1.0,1.0,1.0,Real Bed,42.0,350.0,35.0,1,0,4,1125,0,strict,5.0
0,0,Private room,2,1.0,1.0,1.0,Real Bed,40.0,0.0,5.0,1,0,1,1,4,flexible,1.0
0,0,Entire home/apt,4,1.0,2.0,3.0,Real Bed,80.0,200.0,35.0,4,1,2,60,19,moderate,5.0
0,13,Shared room,2,1.5,1.0,2.0,Couch,40.0,0.0,0.0,1,1,1,1125,1,flexible,1.0
0,9,Entire home/apt,6,1.0,2.0,3.0,Real Bed,275.0,0.0,75.0,1,0,1,1125,0,flexible,1.0
0,0,Entire home/apt,1,1.0,0.0,1.0,Airbed,47.0,0.0,0.0,1,0,1,1125,0,flexible,1.0
0,0,Shared room,2,1.0,1.0,2.0,Real Bed,118.0,0.0,0.0,1,0,1,1125,1,flexible,1.0
0,0,Entire home/apt,3,1.0,1.0,1.0,Real Bed,105.0,150.0,60.0,1,1,3,1125,5,strict,4.0
0,0,Entire home/apt,6,2.0,2.0,3.0,Real Bed,150.0,150.0,90.0,2,1,1,1125,1,moderate,4.0
0,9,Entire home/apt,5,1.5,3.0,2.0,Real Bed,250.0,0.0,100.0,1,0,2,1125,5,flexible,5.0
1,9,Private room,2,1.0,1.0,1.0,Real Bed,88.0,0.0,30.0,3,1,1,730,93,moderate,5.0
0,9,Private room,2,1.0,1.0,1.0,Real Bed,139.0,0.0,0.0,1,0,1,1125,0,flexible,4.0
0,0,Entire home/apt,4,1.0,2.0,2.0,Real Bed,128.0,100.0,10.0,3,1,2,90,158,flexible,4.0
0,0,Entire home/apt,2,1.0,1.0,1.0,Real Bed,110.0,0.0,25.0,2,1,2,1125,16,strict,3.0
0,9,Entire home/apt,2,1.0,1.0,1.0,Real Bed,210.0,300.0,80.0,1,0,1,1125,2,strict,1.0
0,9,Entire home/apt,4,1.0,1.0,2.0,Real Bed,155.0,300.0,70.0,2,1,20,120,49,strict,4.0
1,9,Entire home/apt,4,1.0,2.0,2.0,Real Bed,168.0,250.0,45.0,4,1,1,1125,75,moderate,3.0
0,0,Entire home/apt,2,1.0,0.0,1.0,Real Bed,62.0,0.0,50.0,1,0,2,10,44,strict,5.0
1,0,Entire home/apt,2,1.0,0.0,1.0,Real Bed,80.0,100.0,25.0,1,0,2,1125,25,strict,1.0
0,0,Entire home/apt,2,1.0,1.0,1.0,Real Bed,105.0,200.0,95.0,1,0,2,1125,28,strict,5.0
0,9,Private room,4,1.0,1.0,2.0,Real Bed,50.0,95.0,10.0,2,1,1,14,2,moderate,2.0
0,9,Private room,2,1.0,1.0,1.0,Real Bed,70.0,300.0,50.0,1,1,20,120,0,strict,4.0
1,9,Private room,1,1.0,1.0,1.0,Real Bed,165.0,250.0,0.0,1,0,2,7,1,strict,2.0
1,9,Entire home/apt,2,1.0,1.0,1.0,Real Bed,79.0,0.0,6.0,2,1,1,1125,270,strict,4.0
1,0,Entire home/apt,2,1.0,0.0,1.0,Real Bed,95.0,0.0,50.0,1,0,3,32,68,moderate,2.0
0,9,Entire home/apt,2,1.0,1.0,1.0,Real Bed,90.0,0.0,26.0,1,0,1,1125,52,moderate,1.0
0,9,Entire home/apt,8,2.5,3.0,3.0,Real Bed,380.0,300.0,100.0,4,1,3,28,3,strict,3.0
0,9,Entire home/apt,8,3.0,4.0,4.0,Real Bed,225.0,500.0,150.0,4,0,3,29,3,strict,2.0
0,9,Private room,2,1.0,1.0,1.0,Real Bed,60.0,0.0,0.0,1,0,1,1125,12,flexible,1.0
0,7,Entire home/apt,2,1.0,1.0,1.0,Real Bed,100.0,100.0,20.0,2,1,2,1125,0,flexible,2.0
0,9,Entire home/apt,5,2.5,2.0,2.0,Real Bed,157.0,0.0,100.0,5,1,2,1125,25,flexible,2.0
1,9,Private room,2,1.0,1.0,1.0,Real Bed,110.0,0.0,30.0,1,0,3,1125,43,strict,3.0
0,0,Entire home/apt,3,1.0,1.0,1.0,Real Bed,150.0,0.0,30.0,1,0,2,30,8,flexible,3.0
1,13,Entire home/apt,6,3.5,3.0,3.0,Real Bed,203.0,750.0,140.0,1,0,7,120,0,moderate,4.0
1,9,Entire home/apt,5,1.0,1.0,2.0,Real Bed,145.0,0.0,100.0,4,1,2,30,15,moderate,2.0
0,9,Entire home/apt,3,1.0,1.0,1.0,Real Bed,85.0,250.0,83.0,2,1,1,70,74,strict,4.0
1,0,Entire home/apt,4,1.0,1.0,2.0,Real Bed,79.0,300.0,70.0,2,1,1,1125,104,moderate,3.0
0,0,Shared room,1,1.0,1.0,1.0,Real Bed,40.0,0.0,0.0,1,0,1,1125,6,flexible,1.0
0,9,Private room,2,1.0,1.0,1.0,Real Bed,49.0,100.0,5.0,1,1,1,1125,79,strict,4.0
0,4,Private room,4,1.0,1.0,2.0,Real Bed,56.0,100.0,5.0,1,1,1,30,79,strict,4.0
1,9,Entire home/apt,7,2.5,3.0,4.0,Real Bed,330.0,300.0,75.0,6,1,1,1125,4,strict,2.0
0,0,Entire home/apt,4,1.0,2.0,2.0,Real Bed,150.0,0.0,40.0,2,1,2,1125,96,flexible,3.0
1,9,Entire home/apt,8,3.0,4.0,4.0,Real Bed,350.0,200.0,120.0,1,0,1,14,7,strict,3.0
0,13,Entire home/apt,4,1.5,2.0,2.0,Real Bed,145.0,0.0,60.0,4,1,2,1125,2,strict,1.0
0,9,Private room,2,1.0,1.0,1.0,Real Bed,67.0,0.0,18.0,2,0,1,1125,10,moderate,1.0
0,9,Private room,3,2.0,1.0,1.0,Real Bed,69.0,0.0,0.0,1,1,2,1125,52,moderate,3.0
0,4,Private room,2,1.0,1.0,1.0,Real Bed,52.0,100.0,5.0,1,1,1,365,99,strict,4.0
1,9,Private room,2,1.0,1.0,1.0,Real Bed,75.0,0.0,35.0,1,0,2,15,71,strict,3.0
0,0,Private room,2,1.5,1.0,1.0,Real Bed,90.0,0.0,0.0,1,0,1,50,28,moderate,3.0
1,9,Private room,2,1.0,1.0,1.0,Real Bed,130.0,150.0,30.0,2,1,1,1125,5,strict,2.0
0,9,Private room,2,1.0,1.0,1.0,Real Bed,65.0,0.0,55.0,1,0,3,1125,0,moderate,1.0
0,0,Entire home/apt,2,1.0,1.0,1.0,Real Bed,155.0,0.0,25.0,1,0,1,1125,10,moderate,2.0
0,0,Shared room,2,1.0,1.0,1.0,Real Bed,79.0,0.0,0.0,0,0,1,1125,15,flexible,2.0
0,0,Shared room,3,1.0,1.0,1.0,Airbed,60.0,0.0,5.0,2,1,1,4,18,flexible,2.0
0,0,Entire home/apt,4,1.0,2.0,1.0,Real Bed,115.0,0.0,0.0,1,0,7,1125,1,flexible,5.0
0,9,Private room,2,1.0,1.0,1.0,Real Bed,60.0,0.0,0.0,1,1,2,1125,8,flexible,1.0
0,9,Private room,2,1.0,1.0,1.0,Real Bed,70.0,0.0,0.0,1,0,1,1125,33,flexible,4.0
0,0,Private room,2,1.0,1.0,1.0,Real Bed,80.0,550.0,35.0,1,0,2,29,3,flexible,3.0
0,9,Private room,3,2.0,1.0,2.0,Real Bed,70.0,0.0,0.0,2,1,2,1125,68,moderate,3.0
0,9,Private room,1,2.0,1.0,1.0,Real Bed,55.0,0.0,0.0,1,1,2,20,70,moderate,3.0
1,9,Private room,2,1.5,1.0,1.0,Real Bed,72.0,150.0,30.0,2,1,2,1125,94,strict,4.0
0,9,Private room,2,1.0,1.0,1.0,Real Bed,67.0,0.0,0.0,1,0,1,1125,1,flexible,1.0
0,9,Private room,2,1.0,1.0,1.0,Real Bed,58.0,0.0,0.0,1,0,1,1125,0,flexible,1.0
1,9,Private room,2,1.5,1.0,1.0,Real Bed,70.0,0.0,15.0,1,1,1,1125,136,moderate,3.0
0,0,Entire home/apt,2,1.0,1.0,1.0,Real Bed,81.0,200.0,5.0,2,1,1,365,51,strict,4.0
1,9,Private room,2,1.5,1.0,1.0,Real Bed,58.0,0.0,30.0,1,0,1,1125,49,flexible,2.0
1,9,Private room,2,2.0,1.0,1.0,Real Bed,58.0,200.0,30.0,1,0,2,29,68,strict,3.0
1,9,Private room,1,1.0,1.0,1.0,Real Bed,100.0,200.0,35.0,1,0,1,1125,4,moderate,4.0
1,10,Entire home/apt,2,1.0,0.0,1.0,Real Bed,110.0,0.0,0.0,0,0,2,1125,34,strict,3.0
0,13,Private room,2,1.0,1.0,1.0,Real Bed,75.0,0.0,0.0,1,0,2,1125,16,flexible,1.0
0,9,Entire home/apt,2,1.0,0.0,1.0,Pull-out Sofa,124.0,0.0,0.0,1,0,3,7,164,strict,4.0
0,0,Entire home/apt,4,1.0,1.0,2.0,Real Bed,150.0,300.0,0.0,2,1,2,1125,36,moderate,4.0
0,9,Private room,2,2.0,1.0,1.0,Real Bed,65.0,0.0,0.0,1,1,2,29,73,moderate,3.0
0,9,Entire home/apt,6,2.0,2.0,2.0,Real Bed,225.0,0.0,0.0,1,0,2,1125,6,moderate,6.0
0,9,Private room,2,1.0,1.0,1.0,Futon,70.0,0.0,0.0,1,0,12,1125,3,flexible,3.0
0,0,Entire home/apt,2,1.0,1.0,1.0,Real Bed,105.0,200.0,60.0,1,0,1,1125,8,flexible,5.0
0,9,Entire home/apt,4,2.0,2.0,2.0,Real Bed,158.0,0.0,60.0,2,1,2,90,16,moderate,2.0
1,13,Private room,2,1.0,1.0,1.0,Real Bed,69.0,300.0,25.0,1,1,2,1125,29,strict,1.0
0,0,Entire home/apt,2,1.0,1.0,1.0,Real Bed,80.0,0.0,60.0,1,0,2,18,0,flexible,2.0
0,0,Private room,2,1.0,1.0,2.0,Real Bed,99.0,0.0,19.0,2,1,1,3,17,moderate,2.0
1,9,Entire home/apt,6,1.0,2.0,3.0,Real Bed,165.0,250.0,60.0,4,1,2,1125,47,strict,2.0
0,3,Entire home/apt,2,1.0,0.0,1.0,Real Bed,70.0,250.0,15.0,1,0,1,1125,0,moderate,2.0
0,9,Private room,4,1.0,1.0,2.0,Real Bed,118.0,500.0,100.0,2,1,1,1125,3,flexible,4.0
0,0,Entire home/apt,2,1.0,1.0,3.0,Real Bed,100.0,0.0,0.0,1,0,4,1125,2,flexible,4.0
0,9,Private room,2,1.0,1.0,1.0,Real Bed,90.0,0.0,0.0,1,1,1,5,33,flexible,4.0
0,0,Entire home/apt,2,1.0,1.0,1.0,Real Bed,81.0,100.0,65.0,1,0,1,1125,11,strict,1.0
0,0,Entire home/apt,3,1.0,1.0,1.0,Real Bed,70.0,250.0,45.0,2,1,1,1125,3,moderate,2.0
1,9,Private room,2,1.0,1.0,1.0,Real Bed,69.0,0.0,25.0,0,0,1,1125,94,flexible,1.0
0,9,Entire home/apt,4,1.0,1.0,2.0,Real Bed,90.0,250.0,40.0,1,0,2,1125,3,strict,1.0
0,9,Private room,1,1.0,1.0,1.0,Real Bed,75.0,0.0,0.0,1,0,1,1125,0,flexible,1.0
1,9,Private room,2,2.0,1.0,1.0,Real Bed,70.0,200.0,30.0,1,0,2,29,52,strict,3.0
0,0,Entire home/apt,2,1.0,1.0,1.0,Real Bed,179.0,0.0,0.0,2,1,1,1125,32,flexible,2.0
1,9,Private room,2,1.0,1.0,1.0,Real Bed,105.0,115.0,25.0,2,0,1,7,8,strict,2.0
0,13,Entire home/apt,4,2.0,1.0,1.0,Real Bed,110.0,1000.0,65.0,2,1,2,1125,4,strict,3.0
0,0,Entire home/apt,4,1.0,2.0,2.0,Real Bed,150.0,0.0,40.0,2,1,2,1125,81,flexible,3.0
0,0,Entire home/apt,2,1.0,0.0,1.0,Real Bed,75.0,0.0,0.0,1,0,3,9,0,flexible,1.0
0,9,Entire home/apt,2,1.0,0.0,1.0,Real Bed,75.0,0.0,30.0,2,1,2,1125,3,flexible,1.0
1,9,Private room,2,3.0,1.0,1.0,Real Bed,111.0,200.0,30.0,2,0,2,29,75,strict,3.0
1,9,Private room,2,1.0,1.0,2.0,Real Bed,108.0,120.0,25.0,2,0,1,7,8,strict,2.0
1,0,Private room,2,1.0,1.0,1.0,Real Bed,82.0,0.0,0.0,1,0,2,30,24,strict,2.0
0,9,Entire home/apt,6,1.0,2.0,3.0,Real Bed,115.0,250.0,100.0,3,1,2,1125,81,strict,3.0
0,9,Entire home/apt,4,1.0,2.0,2.0,Real Bed,220.0,0.0,75.0,4,1,2,1125,10,moderate,4.0
0,9,Entire home/apt,6,1.0,3.0,4.0,Real Bed,114.0,500.0,50.0,2,1,3,1125,4,flexible,2.0
1,9,Private room,2,1.0,1.0,1.0,Real Bed,59.0,0.0,25.0,0,0,1,1125,95,flexible,1.0
0,9,Private room,1,1.5,1.0,1.0,Real Bed,54.0,0.0,0.0,1,1,2,14,45,flexible,3.0
0,0,Private room,2,1.0,1.0,1.0,Real Bed,75.0,0.0,10.0,1,1,1,1125,14,strict,1.0
1,13,Private room,2,1.0,1.0,1.0,Real Bed,90.0,0.0,30.0,1,0,1,1125,27,moderate,1.0
0,13,Entire home/apt,4,0.5,1.0,1.0,Real Bed,95.0,150.0,15.0,2,1,2,10,33,strict,2.0
0,9,Entire home/apt,6,2.0,2.0,2.0,Real Bed,160.0,400.0,100.0,4,1,3,365,4,flexible,3.0
0,0,Entire home/apt,4,1.0,2.0,2.0,Real Bed,175.0,0.0,60.0,1,0,3,30,3,strict,4.0
0,0,Private room,1,1.0,1.0,1.0,Futon,37.0,0.0,20.0,1,1,2,90,18,strict,1.0
0,0,Entire home/apt,3,2.0,2.0,2.0,Real Bed,199.0,300.0,80.0,1,0,2,1125,3,strict,3.0
0,0,Entire home/apt,4,1.0,2.0,2.0,Real Bed,200.0,0.0,60.0,1,0,3,30,4,strict,4.0
0,9,Entire home/apt,8,1.0,3.0,3.0,Real Bed,175.0,300.0,80.0,3,1,3,180,13,strict,4.0
1,0,Entire home/apt,4,1.0,1.0,1.0,Real Bed,120.0,150.0,50.0,2,1,2,25,30,flexible,2.0
0,9,Entire home/apt,4,1.0,2.0,2.0,Real Bed,160.0,150.0,25.0,1,0,3,1125,4,strict,4.0
0,0,Private room,4,2.0,1.0,1.0,Real Bed,125.0,0.0,0.0,1,0,2,8,11,moderate,2.0
0,0,Entire home/apt,4,1.0,2.0,2.0,Real Bed,150.0,200.0,60.0,1,0,1,1125,1,flexible,5.0
0,0,Entire home/apt,4,1.0,2.0,2.0,Real Bed,175.0,0.0,60.0,1,0,3,90,0,strict,4.0
0,7,Entire home/apt,3,1.0,1.0,2.0,Real Bed,100.0,95.0,10.0,1,0,1,1125,9,flexible,1.0
0,0,Entire home/apt,2,1.0,1.0,1.0,Real Bed,90.0,100.0,0.0,1,0,5,30,9,strict,2.0
0,9,Private room,2,1.0,1.0,1.0,Real Bed,95.0,250.0,50.0,1,0,2,180,13,strict,4.0
1,9,Private room,2,1.0,1.0,1.0,Real Bed,92.0,0.0,29.0,1,1,1,1125,28,strict,5.0
0,9,Private room,3,1.0,1.0,2.0,Real Bed,90.0,0.0,0.0,1,0,1,1125,0,flexible,1.0
1,9,Private room,1,1.0,1.0,1.0,Real Bed,79.0,200.0,80.0,1,0,7,270,10,moderate,4.0
1,9,Private room,2,1.5,1.0,1.0,Real Bed,72.0,150.0,30.0,2,1,2,1125,39,strict,4.0
0,0,Entire home/apt,6,1.0,2.0,2.0,Real Bed,115.0,500.0,80.0,4,1,3,1125,1,strict,1.0
0,9,Entire home/apt,8,3.5,4.0,5.0,Real Bed,270.0,300.0,100.0,1,0,1,1125,1,strict,1.0
0,9,Private room,2,1.0,1.0,2.0,Real Bed,65.0,0.0,55.0,1,0,1,1125,3,moderate,1.0
0,9,Entire home/apt,10,3.5,4.0,6.0,Real Bed,300.0,300.0,100.0,10,1,1,1125,21,strict,3.0
1,13,Entire home/apt,6,1.5,2.0,3.0,Real Bed,122.0,250.0,49.0,2,1,1,1125,3,moderate,4.0
1,9,Private room,2,3.0,1.0,1.0,Real Bed,87.0,200.0,30.0,1,0,2,29,49,strict,3.0
0,9,Entire home/apt,6,1.5,3.0,5.0,Real Bed,200.0,0.0,0.0,1,0,5,7,1,strict,3.0
0,9,Entire home/apt,3,1.0,1.0,1.0,Real Bed,156.0,95.0,25.0,3,1,2,30,4,moderate,3.0
1,9,Private room,1,1.0,1.0,1.0,Futon,90.0,200.0,35.0,1,0,3,1125,32,moderate,4.0
1,13,Entire home/apt,8,3.5,3.0,5.0,Real Bed,325.0,500.0,125.0,6,1,1,1125,1,strict,5.0
0,9,Entire home/apt,3,1.0,1.0,1.0,Real Bed,115.0,100.0,10.0,2,1,2,1125,3,flexible,4.0
1,10,Entire home/apt,10,2.5,2.0,8.0,Real Bed,425.0,0.0,85.0,4,1,1,1125,32,strict,1.0
0,9,Entire home/apt,2,1.0,1.0,1.0,Real Bed,119.0,300.0,25.0,2,1,1,1125,2,moderate,1.0
1,9,Entire home/apt,6,2.5,3.0,4.0,Real Bed,220.0,250.0,125.0,6,1,3,1125,25,strict,3.0
0,13,Private room,4,1.0,1.0,1.0,Real Bed,85.0,150.0,40.0,2,1,2,21,8,strict,1.0
0,9,Entire home/apt,4,1.0,2.0,2.0,Real Bed,100.0,200.0,100.0,4,1,1,30,2,strict,1.0
0,9,Entire home/apt,4,1.0,1.0,1.0,Real Bed,99.0,350.0,60.0,1,1,3,365,18,flexible,4.0
0,9,Private room,4,1.5,1.0,1.0,Real Bed,120.0,0.0,30.0,2,1,1,1125,6,strict,4.0
0,0,Entire home/apt,2,1.0,0.0,1.0,Real Bed,150.0,0.0,0.0,2,1,2,1125,20,moderate,2.0
0,0,Private room,2,1.0,1.0,1.0,Real Bed,75.0,0.0,10.0,1,0,2,1125,6,flexible,4.0
1,9,Private room,2,1.0,1.0,1.0,Real Bed,90.0,0.0,35.0,2,1,1,14,18,moderate,2.0
1,0,Entire home/apt,3,1.0,1.0,2.0,Real Bed,125.0,700.0,30.0,2,1,3,1125,20,strict,2.0
0,9,Private room,2,1.0,1.0,1.0,Real Bed,90.0,0.0,20.0,1,0,2,1125,16,moderate,6.0
0,0,Entire home/apt,2,2.0,1.0,1.0,Real Bed,200.0,0.0,0.0,2,0,5,1125,8,strict,2.0
1,9,Entire home/apt,4,1.5,1.0,2.0,Real Bed,200.0,350.0,75.0,2,1,2,10,40,moderate,3.0
0,9,Entire home/apt,6,3.5,4.0,4.0,Real Bed,287.0,500.0,117.0,6,1,2,1125,1,strict,1.0
0,0,Entire home/apt,2,1.0,0.0,1.0,Real Bed,90.0,0.0,0.0,1,0,1,1125,0,moderate,1.0
1,0,Entire home/apt,5,1.0,1.0,1.0,Real Bed,90.0,350.0,45.0,2,1,3,29,51,strict,2.0
1,0,Entire home/apt,4,1.0,1.0,3.0,Real Bed,150.0,300.0,125.0,2,1,1,120,36,strict,4.0
0,9,Entire home/apt,2,1.0,1.0,1.0,Real Bed,119.0,0.0,0.0,1,0,3,1125,16,flexible,3.0
0,9,Entire home/apt,5,2.5,2.0,3.0,Real Bed,150.0,200.0,100.0,4,0,4,1125,7,moderate,2.0
1,0,Entire home/apt,2,1.0,1.0,1.0,Real Bed,170.0,0.0,0.0,2,1,3,1125,31,moderate,2.0
0,9,Entire home/apt,4,1.0,2.0,3.0,Real Bed,150.0,600.0,60.0,4,1,7,1125,6,strict,1.0
0,9,Entire home/apt,5,3.0,3.0,5.0,Real Bed,279.0,250.0,200.0,1,0,3,1125,1,moderate,2.0
0,13,Private room,2,1.0,1.0,1.0,Real Bed,55.0,0.0,0.0,1,0,2,1125,3,moderate,2.0
0,0,Entire home/apt,4,1.0,1.0,2.0,Real Bed,125.0,150.0,35.0,2,1,2,365,29,moderate,2.0
0,9,Entire home/apt,4,1.0,1.0,3.0,Real Bed,129.0,0.0,0.0,3,1,2,31,0,strict,1.0
1,9,Private room,2,1.0,1.0,1.0,Real Bed,90.0,0.0,30.0,2,0,1,1125,1,strict,1.0
0,9,Entire home/apt,6,2.0,3.0,5.0,Real Bed,199.0,250.0,90.0,1,0,3,1125,9,strict,2.0
