accommodates,bathrooms,bedrooms,beds,price,security_deposit,cleaning_fee,guests_included,minimum_nights,maximum_nights,number_of_reviews,host_experience
2,1.0,1.0,1.0,38.0,0.0,9.0,1,2,1125,1,1.0
6,1.0,1.0,1.0,70.0,300.0,30.0,3,1,1125,22,2.0
4,1.0,1.0,1.0,150.0,250.0,50.0,4,2,180,0,4.0
4,2.0,3.0,2.0,65.0,0.0,45.0,1,7,60,3,1.0
4,1.0,2.0,2.0,99.0,0.0,17.0,4,1,1125,47,1.0
6,3.0,3.0,3.0,295.0,0.0,250.0,6,2,1125,7,1.0
2,1.0,1.0,1.0,95.0,250.0,50.0,1,2,1125,15,2.0
4,1.0,1.0,1.0,45.0,0.0,0.0,1,1,1,7,2.0
2,2.0,1.0,1.0,68.0,0.0,30.0,2,2,30,18,4.0
2,1.0,1.0,2.0,55.0,0.0,0.0,1,1,1125,14,2.0
2,1.0,1.0,1.0,40.0,0.0,5.0,1,1,1125,6,2.0
2,1.0,1.0,1.0,36.0,0.0,0.0,1,1,1125,0,1.0
2,1.0,1.0,1.0,48.0,100.0,0.0,1,2,1125,20,8.0
2,1.0,1.0,1.0,90.0,0.0,0.0,1,1,1125,0,1.0
2,1.0,1.0,1.0,50.0,100.0,0.0,1,2,30,2,8.0
2,1.0,1.0,1.0,60.0,300.0,15.0,1,1,1125,21,2.0
2,1.0,1.0,1.0,100.0,200.0,50.0,2,2,1125,6,8.0
14,2.0,2.0,3.0,200.0,300.0,40.0,3,1,1125,1,2.0
2,1.0,1.0,1.0,42.0,0.0,9.0,1,2,1125,0,1.0
2,1.0,1.0,1.0,35.0,500.0,10.0,1,1,1125,16,1.0
2,1.0,1.0,1.0,67.0,0.0,25.0,2,1,1125,16,2.0
2,1.0,1.0,1.0,55.0,0.0,0.0,1,1,1125,13,2.0
2,1.0,1.0,1.0,65.0,0.0,20.0,2,4,1125,4,2.0
12,3.0,4.0,4.0,169.0,300.0,95.0,4,1,1125,42,3.0
2,0.0,0.0,2.0,75.0,100.0,20.0,2,1,1125,7,3.0
3,1.0,1.0,2.0,88.0,100.0,10.0,1,1,365,32,5.0
2,1.0,1.0,1.0,60.0,0.0,0.0,2,1,14,3,1.0
2,1.0,1.0,1.0,35.0,500.0,10.0,1,1,1125,16,1.0
2,1.0,1.0,1.0,57.0,0.0,20.0,1,2,1125,12,5.0
2,1.0,1.0,1.0,37.0,500.0,10.0,1,1,1125,12,1.0
2,1.0,1.0,1.0,60.0,0.0,20.0,2,3,1125,14,2.0
2,1.0,1.0,1.0,39.0,500.0,10.0,1,1,1125,23,1.0
1,1.0,1.0,1.0,42.0,0.0,10.0,1,2,1125,18,5.0
3,1.0,1.0,1.0,79.0,100.0,20.0,2,4,1125,0,3.0
2,1.0,1.0,1.0,118.0,250.0,125.0,2,3,1125,0,1.0
2,1.0,1.0,1.0,60.0,0.0,15.0,2,1,30,144,3.0
2,1.0,1.0,1.0,69.0,95.0,5.0,1,2,1125,55,4.0
2,1.0,1.0,1.0,69.0,0.0,10.0,2,1,1125,75,2.0
5,2.5,2.0,4.0,300.0,0.0,150.0,1,3,1125,1,2.0
3,1.0,1.0,1.0,65.0,0.0,10.0,1,1,1125,47,2.0
2,1.5,1.0,1.0,50.0,95.0,0.0,1,2,1125,81,4.0
2,1.5,1.0,1.0,65.0,0.0,0.0,1,1,1125,67,2.0
2,1.0,1.0,1.0,100.0,0.0,0.0,1,1,1125,0,1.0
2,1.0,1.0,1.0,65.0,95.0,0.0,0,1,1125,73,2.0
2,1.0,0.0,1.0,90.0,150.0,20.0,1,2,1125,127,2.0
2,1.0,0.0,1.0,80.0,100.0,25.0,1,2,10,29,2.0
2,1.0,1.0,1.0,99.0,125.0,60.0,2,2,14,179,5.0
4,1.0,1.0,2.0,75.0,100.0,30.0,2,2,365,151,4.0
2,1.0,1.0,1.0,110.0,100.0,75.0,1,2,29,51,5.0
6,1.0,2.0,3.0,125.0,100.0,0.0,4,2,100,138,3.0
3,1.0,1.0,1.0,90.0,100.0,30.0,2,7,100,38,3.0
2,1.5,1.0,1.0,40.0,95.0,35.0,1,7,1125,18,3.0
2,1.0,1.0,1.0,50.0,0.0,50.0,2,2,1125,22,4.0
6,2.5,3.0,3.0,97.0,0.0,49.0,1,2,1125,2,1.0
10,2.0,3.0,5.0,195.0,250.0,225.0,6,3,365,7,2.0
4,1.0,2.0,2.0,100.0,0.0,35.0,1,1,1125,0,5.0
9,2.5,3.0,6.0,195.0,200.0,80.0,1,2,1125,1,1.0
4,2.0,2.0,2.0,150.0,0.0,0.0,1,2,1125,0,5.0
2,1.0,1.0,1.0,95.0,100.0,35.0,2,2,1125,77,3.0
2,1.5,1.0,1.0,72.0,0.0,15.0,1,1,1125,46,6.0
2,1.0,1.0,1.0,100.0,100.0,35.0,1,2,29,80,4.0
2,1.0,1.0,1.0,55.0,0.0,0.0,1,2,5,17,3.0
3,1.0,1.0,1.0,65.0,0.0,0.0,1,1,1125,22,2.0
5,1.0,2.0,2.0,124.0,100.0,75.0,2,1,1000,45,3.0
2,1.0,1.0,1.0,70.0,0.0,10.0,2,2,1125,32,7.0
2,1.0,1.0,1.0,65.0,200.0,25.0,1,2,1125,14,3.0
2,1.0,1.0,1.0,65.0,0.0,25.0,2,2,35,22,2.0
2,1.5,1.0,1.0,72.0,0.0,15.0,1,1,1125,41,6.0
6,1.0,3.0,4.0,115.0,200.0,25.0,4,2,13,88,3.0
6,2.0,3.0,3.0,220.0,150.0,90.0,4,2,7,4,4.0
1,1.0,1.0,1.0,45.0,150.0,25.0,1,1,1125,8,5.0
3,1.0,1.0,1.0,90.0,0.0,25.0,1,1,1125,6,4.0
2,1.0,0.0,1.0,90.0,100.0,20.0,0,2,1125,16,5.0
1,2.5,1.0,1.0,25.0,0.0,10.0,0,1,1125,40,2.0
6,2.5,3.0,2.0,175.0,0.0,0.0,1,1,1125,3,2.0
6,2.5,3.0,2.0,150.0,0.0,0.0,1,7,30,1,4.0
3,1.0,1.0,2.0,85.0,150.0,50.0,2,1,1125,36,3.0
4,1.5,1.0,2.0,49.0,0.0,10.0,2,1,1125,3,3.0
7,1.0,2.0,3.0,110.0,0.0,60.0,4,2,1125,53,4.0
4,1.0,2.0,2.0,59.0,250.0,25.0,2,1,1125,0,1.0
2,1.0,1.0,1.0,65.0,150.0,25.0,1,1,1125,11,5.0
2,2.0,1.0,1.0,70.0,0.0,0.0,1,1,1125,0,3.0
2,1.0,1.0,1.0,65.0,250.0,40.0,1,2,1125,27,1.0
2,1.0,1.0,1.0,85.0,250.0,85.0,1,4,1125,2,3.0
2,1.0,1.0,2.0,90.0,0.0,0.0,2,1,30,15,4.0
2,1.0,1.0,1.0,70.0,0.0,0.0,1,1,1125,9,4.0
4,1.5,2.0,2.0,175.0,1500.0,150.0,3,7,150,0,4.0
6,1.0,3.0,4.0,199.0,250.0,106.0,4,2,180,7,5.0
8,2.0,3.0,5.0,109.0,0.0,60.0,4,1,1125,4,1.0
4,1.0,1.0,2.0,70.0,0.0,0.0,2,2,1125,13,1.0
2,1.5,1.0,1.0,58.0,0.0,20.0,1,3,180,24,4.0
2,1.0,1.0,1.0,35.0,95.0,15.0,1,1,4,4,1.0
8,3.0,4.0,5.0,300.0,250.0,0.0,8,3,31,16,3.0
2,1.0,1.0,1.0,95.0,250.0,60.0,1,3,1125,18,2.0
1,1.0,1.0,1.0,50.0,0.0,0.0,1,1,3,0,3.0
2,1.0,1.0,1.0,49.0,0.0,0.0,1,2,15,1,1.0
1,1.0,1.0,1.0,55.0,100.0,15.0,1,1,1125,0,1.0
2,1.0,1.0,1.0,49.0,0.0,0.0,1,1,1125,10,1.0
2,0.0,1.0,2.0,40.0,0.0,10.0,1,1,1125,0,1.0
4,1.0,1.0,1.0,95.0,300.0,75.0,2,3,1125,13,3.0
2,1.0,1.0,1.0,70.0,0.0,25.0,1,1,30,26,1.0
2,1.0,1.0,1.0,74.0,150.0,50.0,1,1,60,0,1.0
1,1.0,1.0,1.0,90.0,0.0,0.0,1,1,1125,7,1.0
7,3.0,3.0,3.0,150.0,250.0,120.0,1,1,7,19,6.0
4,1.5,4.0,3.0,175.0,0.0,0.0,1,3,14,0,4.0
1,1.0,1.0,1.0,42.0,0.0,0.0,1,1,20,190,4.0
2,1.5,1.0,1.0,59.0,150.0,12.0,1,1,1125,3,1.0
3,2.0,1.0,2.0,125.0,750.0,35.0,2,1,1125,6,1.0
3,1.0,1.0,1.0,85.0,100.0,50.0,1,2,14,56,5.0
2,1.0,1.0,1.0,80.0,0.0,0.0,1,1,1125,1,1.0
3,1.0,0.0,1.0,125.0,0.0,20.0,2,2,1125,21,1.0
5,1.0,1.0,3.0,90.0,0.0,60.0,2,3,45,69,4.0
5,2.0,2.0,3.0,125.0,500.0,100.0,1,2,1125,3,1.0
4,1.0,1.0,2.0,70.0,0.0,50.0,2,2,1125,2,3.0
4,1.0,1.0,1.0,95.0,0.0,75.0,2,2,1125,0,5.0
2,1.0,1.0,1.0,99.0,300.0,30.0,1,2,7,28,2.0
6,1.0,2.0,3.0,155.0,500.0,125.0,2,2,1125,2,2.0
2,1.0,1.0,1.0,80.0,200.0,61.0,2,2,15,0,3.0
4,1.5,2.0,2.0,140.0,0.0,80.0,2,2,1125,2,7.0
2,1.5,1.0,1.0,50.0,0.0,50.0,1,1,1125,7,3.0
6,2.0,3.0,3.0,139.0,100.0,60.0,2,2,1125,7,3.0
5,1.5,2.0,2.0,126.0,1000.0,100.0,2,3,1125,7,3.0
2,1.0,1.0,1.0,105.0,400.0,40.0,2,2,30,20,2.0
6,1.0,2.0,2.0,150.0,250.0,80.0,1,1,1125,0,4.0
2,1.0,1.0,1.0,80.0,100.0,35.0,1,2,1125,21,2.0
2,1.5,1.0,1.0,92.0,400.0,50.0,2,2,365,90,3.0
2,1.0,1.0,1.0,69.0,0.0,0.0,1,2,7,18,3.0
2,1.0,1.0,1.0,75.0,250.0,35.0,1,2,90,39,4.0
6,1.0,2.0,3.0,150.0,500.0,125.0,2,3,30,8,2.0
2,1.0,1.0,2.0,150.0,0.0,50.0,1,2,1125,25,2.0
2,1.0,1.0,1.0,54.0,0.0,0.0,1,1,1125,22,1.0
2,1.0,1.0,1.0,52.0,0.0,0.0,1,1,1125,80,4.0
4,1.0,2.0,3.0,150.0,1000.0,250.0,1,4,1125,1,5.0
2,1.0,1.0,1.0,80.0,150.0,0.0,2,2,28,32,2.0
4,1.0,2.0,2.0,200.0,0.0,90.0,1,2,1125,3,2.0
2,1.0,1.0,1.0,68.0,0.0,0.0,2,2,21,67,4.0
2,1.0,1.0,1.0,49.0,0.0,0.0,1,2,15,1,1.0
2,1.0,1.0,1.0,39.0,0.0,0.0,1,3,10,3,1.0
3,1.0,1.0,1.0,95.0,0.0,0.0,2,2,1125,46,2.0
2,1.0,1.0,1.0,89.0,125.0,35.0,2,2,90,46,4.0
2,1.0,1.0,1.0,62.0,0.0,0.0,2,1,1125,206,4.0
4,2.0,2.0,1.0,81.0,300.0,90.0,4,2,15,1,3.0
2,1.0,0.0,1.0,70.0,150.0,75.0,1,3,365,7,3.0
2,1.0,1.0,1.0,110.0,0.0,0.0,1,1,1125,4,4.0
6,2.0,3.0,3.0,200.0,500.0,80.0,4,3,1125,0,3.0
6,2.5,2.0,3.0,100.0,1000.0,40.0,4,3,1125,0,5.0
2,1.0,1.0,1.0,63.0,0.0,25.0,1,1,25,5,6.0
3,1.0,1.0,2.0,70.0,100.0,20.0,2,1,30,97,3.0
2,1.0,1.0,1.0,60.0,100.0,10.0,2,2,30,44,2.0
2,1.0,1.0,1.0,39.0,0.0,0.0,1,1,1125,21,2.0
2,1.0,1.0,1.0,36.0,500.0,10.0,1,1,1125,19,1.0
2,1.0,0.0,1.0,100.0,200.0,0.0,0,2,14,40,2.0
6,2.0,3.0,4.0,250.0,150.0,100.0,1,1,1125,1,3.0
2,1.0,1.0,1.0,38.0,100.0,0.0,1,2,365,166,3.0
2,1.0,1.0,1.0,65.0,0.0,0.0,1,2,730,34,5.0
2,1.0,1.0,1.0,68.0,0.0,10.0,2,1,1125,55,2.0
4,1.0,2.0,2.0,110.0,150.0,50.0,1,2,30,15,1.0
2,1.0,1.0,1.0,100.0,100.0,50.0,2,3,1125,31,1.0
5,1.0,2.0,2.0,99.0,0.0,0.0,1,1,1125,2,1.0
2,1.0,1.0,1.0,34.0,500.0,10.0,1,1,1125,12,1.0
2,1.0,1.0,1.0,41.0,500.0,10.0,1,1,29,21,1.0
4,1.0,1.0,2.0,98.0,0.0,100.0,2,2,1125,1,3.0
5,2.0,2.0,3.0,188.0,250.0,95.0,2,2,21,26,1.0
3,1.0,0.0,2.0,85.0,350.0,20.0,2,1,1125,6,1.0
2,1.0,0.0,1.0,80.0,0.0,25.0,2,2,1125,27,2.0
8,1.5,4.0,4.0,150.0,300.0,250.0,2,2,30,28,3.0
5,2.0,3.0,3.0,160.0,500.0,35.0,4,3,1125,1,2.0
2,1.0,1.0,1.0,99.0,150.0,25.0,1,3,28,0,1.0
4,1.0,1.0,3.0,75.0,100.0,0.0,2,2,1125,30,2.0
4,1.0,1.0,2.0,75.0,0.0,20.0,2,3,1125,32,4.0
5,1.0,1.0,1.0,65.0,0.0,65.0,2,1,1125,0,3.0
3,1.0,0.0,1.0,95.0,0.0,35.0,1,1,30,54,5.0
4,1.0,1.0,1.0,90.0,500.0,35.0,1,1,1125,6,2.0
7,1.0,2.0,5.0,250.0,0.0,0.0,1,1,1125,1,1.0
8,1.0,1.0,3.0,115.0,200.0,50.0,1,2,1125,16,1.0
4,1.5,1.0,4.0,93.0,0.0,100.0,1,1,1125,0,1.0
2,1.0,1.0,1.0,45.0,100.0,0.0,1,3,1125,4,3.0
4,1.0,2.0,2.0,168.0,0.0,40.0,1,1,1125,145,4.0
2,1.0,1.0,1.0,127.0,150.0,50.0,2,3,28,21,2.0
2,1.0,1.0,1.0,35.0,500.0,10.0,1,1,1125,12,1.0
2,1.0,1.0,2.0,65.0,0.0,15.0,1,1,1125,26,2.0
7,3.5,3.0,5.0,279.0,0.0,125.0,1,2,1125,2,1.0
4,1.0,1.0,2.0,93.0,0.0,50.0,3,2,1125,14,3.0
2,1.0,1.0,1.0,65.0,0.0,0.0,2,2,14,148,6.0
8,2.0,4.0,5.0,150.0,150.0,125.0,1,7,60,4,2.0
8,2.0,3.0,3.0,375.0,250.0,100.0,8,2,365,17,4.0
2,1.0,0.0,1.0,85.0,0.0,0.0,1,1,1125,1,2.0
2,1.5,1.0,1.0,50.0,0.0,20.0,1,1,1125,0,1.0
2,1.0,1.0,1.0,55.0,0.0,25.0,1,1,4,4,4.0
2,1.0,1.0,1.0,35.0,0.0,0.0,1,1,1125,2,2.0
2,1.5,1.0,1.0,85.0,0.0,0.0,1,1,1125,0,3.0
2,1.0,1.0,1.0,75.0,0.0,20.0,2,2,60,20,5.0
3,1.5,2.0,2.0,70.0,100.0,0.0,2,1,1125,0,1.0
2,1.0,1.0,1.0,65.0,200.0,25.0,0,1,1125,60,1.0
2,1.0,1.0,1.0,99.0,200.0,40.0,2,2,13,5,2.0
4,1.0,2.0,2.0,75.0,200.0,0.0,2,5,6,1,1.0
2,1.0,1.0,1.0,100.0,0.0,0.0,1,1,1125,0,1.0
4,1.0,2.0,2.0,129.0,0.0,0.0,2,2,365,0,5.0
4,1.5,1.0,1.0,80.0,100.0,0.0,2,1,1125,9,5.0
3,1.0,1.0,2.0,85.0,0.0,20.0,2,2,60,48,5.0
3,1.0,1.0,2.0,95.0,200.0,0.0,1,2,1125,37,7.0
3,1.0,0.0,2.0,69.0,0.0,60.0,1,1,1125,45,2.0
2,1.0,1.0,1.0,42.0,0.0,25.0,1,1,1125,2,1.0
2,1.0,1.0,1.0,70.0,0.0,20.0,1,1,1125,15,2.0
2,1.0,1.0,1.0,55.0,100.0,25.0,1,1,7,10,3.0
1,1.5,1.0,1.0,47.0,200.0,5.0,1,1,120,45,4.0
6,2.5,2.0,3.0,148.0,500.0,100.0,4,2,180,17,3.0
4,1.0,0.0,2.0,95.0,100.0,60.0,2,1,1125,12,1.0
2,2.5,1.0,1.0,49.0,0.0,10.0,1,1,21,57,3.0
2,1.0,1.0,1.0,65.0,0.0,25.0,1,1,7,17,1.0
3,1.0,1.0,1.0,50.0,600.0,20.0,1,1,1125,0,2.0
2,1.0,0.0,1.0,58.0,0.0,29.0,1,1,1125,41,5.0
2,1.5,1.0,1.0,55.0,100.0,0.0,1,1,1125,43,5.0
5,1.0,2.0,3.0,129.0,300.0,89.0,2,2,180,84,4.0
3,1.0,2.0,2.0,95.0,0.0,50.0,1,1,1125,5,2.0
3,1.0,1.0,2.0,49.0,0.0,24.0,1,2,14,36,1.0
2,1.0,1.0,1.0,85.0,0.0,10.0,1,1,1125,1,4.0
4,1.0,2.0,2.0,100.0,500.0,35.0,2,2,1125,0,2.0
2,1.0,1.0,1.0,59.0,0.0,25.0,1,2,1125,22,2.0
2,1.0,1.0,1.0,55.0,0.0,30.0,1,1,1125,0,2.0
1,1.0,1.0,1.0,55.0,0.0,0.0,1,1,1125,0,2.0
2,1.0,1.0,1.0,51.0,0.0,0.0,1,1,1125,2,1.0
8,2.0,4.0,4.0,200.0,500.0,125.0,6,2,29,30,4.0
5,1.0,2.0,2.0,100.0,0.0,50.0,1,1,1125,37,2.0
2,1.0,0.0,1.0,79.0,195.0,0.0,1,1,1125,20,1.0
2,1.0,1.0,1.0,90.0,100.0,20.0,2,1,30,25,2.0
1,1.0,1.0,1.0,30.0,100.0,75.0,1,2,10,3,3.0
1,1.0,1.0,1.0,35.0,0.0,0.0,1,1,1125,16,1.0
2,1.0,1.0,1.0,45.0,0.0,5.0,1,1,1125,3,2.0
1,0.0,1.0,1.0,50.0,0.0,0.0,1,1,1125,0,2.0
5,1.0,1.0,3.0,95.0,0.0,60.0,2,1,7,3,2.0
2,1.0,1.0,1.0,64.0,0.0,18.0,1,1,1125,3,2.0
4,1.0,1.0,2.0,51.0,0.0,0.0,2,1,1125,3,3.0
4,1.0,1.0,2.0,75.0,0.0,10.0,1,2,30,12,1.0
4,2.0,2.0,3.0,94.0,100.0,70.0,3,2,1125,6,1.0
2,1.0,1.0,1.0,100.0,100.0,45.0,1,3,1125,4,2.0
3,1.0,1.0,2.0,90.0,0.0,125.0,1,1,1125,0,1.0
3,1.0,1.0,2.0,69.0,0.0,10.0,1,1,1125,27,2.0
8,1.0,3.0,3.0,139.0,0.0,10.0,2,1,1125,2,3.0
1,1.0,1.0,1.0,55.0,200.0,75.0,1,3,90,11,3.0
3,1.0,1.0,1.0,50.0,0.0,20.0,2,2,1125,121,6.0
3,1.0,1.0,1.0,120.0,100.0,50.0,1,2,8,4,1.0
2,2.0,1.0,2.0,59.0,0.0,0.0,1,1,1125,4,2.0
8,2.0,3.0,3.0,135.0,300.0,90.0,1,3,365,10,1.0
2,1.0,1.0,1.0,110.0,0.0,20.0,1,2,29,37,1.0
6,1.0,2.0,2.0,137.0,0.0,40.0,6,2,60,91,7.0
4,1.0,1.0,2.0,67.0,250.0,20.0,2,1,30,6,1.0
4,1.0,1.0,1.0,110.0,0.0,40.0,2,2,30,18,4.0
2,1.0,1.0,1.0,65.0,0.0,15.0,1,1,1125,33,1.0
1,1.0,1.0,1.0,37.0,0.0,6.0,1,1,13,13,2.0
2,1.0,1.0,1.0,65.0,0.0,35.0,2,3,1125,11,3.0
2,1.0,1.0,1.0,130.0,0.0,35.0,2,2,1125,17,2.0
3,1.0,0.0,1.0,79.0,300.0,65.0,2,1,365,43,4.0
4,1.0,2.0,2.0,72.0,0.0,0.0,1,2,1125,0,2.0
4,1.0,1.0,1.0,95.0,0.0,65.0,1,3,365,5,1.0
2,1.0,0.0,1.0,80.0,150.0,60.0,2,2,1125,72,3.0
3,1.0,1.0,2.0,50.0,0.0,60.0,1,1,1125,0,2.0
2,1.0,1.0,1.0,85.0,0.0,40.0,2,2,1125,45,2.0
4,1.0,2.0,2.0,115.0,0.0,100.0,2,5,1125,0,2.0
6,1.0,2.0,3.0,98.0,0.0,0.0,1,2,1125,4,2.0
2,1.0,1.0,1.0,109.0,1000.0,50.0,1,1,10,1,2.0
1,1.0,1.0,1.0,28.0,95.0,25.0,1,6,120,4,1.0
1,2.5,1.0,1.0,39.0,100.0,50.0,1,1,1125,0,4.0
2,1.0,1.0,1.0,63.0,0.0,0.0,2,1,1125,53,1.0
3,1.0,1.0,1.0,35.0,0.0,0.0,1,1,1125,6,3.0
1,1.0,1.0,1.0,42.0,0.0,35.0,1,2,1125,12,4.0
2,2.0,1.0,1.0,29.0,295.0,25.0,1,6,31,3,1.0
2,1.0,1.0,1.0,70.0,0.0,20.0,2,2,30,32,5.0
2,1.0,1.0,1.0,74.0,250.0,0.0,2,2,1125,8,2.0
1,1.0,1.0,1.0,75.0,0.0,30.0,1,1,1125,1,3.0
2,1.0,1.0,1.0,85.0,0.0,45.0,1,2,4,7,2.0
2,2.0,1.0,2.0,50.0,0.0,0.0,1,5,1125,0,5.0
2,1.0,1.0,1.0,125.0,0.0,0.0,1,1,1125,0,3.0
2,1.0,1.0,1.0,93.0,0.0,20.0,2,2,7,147,4.0
3,1.0,1.0,1.0,86.0,0.0,20.0,2,2,14,287,6.0
4,1.0,1.0,2.0,80.0,0.0,15.0,1,3,60,52,2.0
8,2.0,4.0,6.0,280.0,550.0,150.0,6,3,365,22,5.0
6,1.0,2.0,4.0,138.0,0.0,100.0,3,5,1125,2,2.0
2,1.0,0.0,1.0,100.0,700.0,0.0,1,1,1125,17,3.0
2,1.0,1.0,1.0,45.0,200.0,30.0,1,3,28,8,1.0
2,1.0,1.0,1.0,39.0,0.0,0.0,1,2,1125,2,4.0
6,1.0,2.0,3.0,127.0,150.0,25.0,2,2,1125,35,4.0
3,1.0,2.0,3.0,110.0,0.0,0.0,1,1,1125,3,1.0
2,1.0,1.0,1.0,40.0,0.0,20.0,1,3,1125,2,5.0
1,1.5,1.0,1.0,40.0,200.0,15.0,1,2,1125,12,2.0
3,1.0,1.0,1.0,90.0,0.0,0.0,1,5,1125,0,1.0
4,1.0,1.0,2.0,125.0,150.0,35.0,2,2,7,6,1.0
1,1.0,1.0,1.0,39.0,0.0,40.0,1,3,1125,16,4.0
3,1.0,1.0,2.0,80.0,0.0,0.0,1,8,1125,0,1.0
8,2.5,3.0,3.0,325.0,150.0,100.0,4,1,1125,12,3.0
4,1.0,2.0,1.0,95.0,100.0,50.0,2,2,1125,29,5.0
6,1.0,1.0,2.0,115.0,100.0,70.0,1,2,60,15,4.0
8,1.0,3.0,4.0,245.0,100.0,60.0,4,1,1125,3,3.0
4,1.0,1.0,2.0,69.0,150.0,50.0,2,1,5,76,2.0
3,1.0,1.0,1.0,129.0,0.0,0.0,1,2,1125,3,1.0
2,1.0,1.0,1.0,28.0,295.0,25.0,1,6,31,8,1.0
1,1.0,1.0,1.0,49.0,185.0,10.0,1,2,21,0,5.0
2,1.0,1.0,2.0,110.0,0.0,50.0,2,3,1125,0,2.0
3,1.0,1.0,1.0,105.0,100.0,30.0,2,2,14,13,1.0
1,1.0,1.0,1.0,38.0,0.0,5.0,1,2,1125,10,2.0
4,1.0,2.0,2.0,130.0,600.0,45.0,2,5,29,0,5.0
1,1.0,1.0,1.0,39.0,100.0,45.0,1,1,1125,1,4.0
4,2.0,2.0,2.0,80.0,150.0,50.0,0,5,12,2,1.0
3,1.0,1.0,2.0,110.0,150.0,65.0,1,3,1125,1,4.0
4,1.0,1.0,4.0,100.0,0.0,25.0,2,3,365,50,2.0
1,2.0,1.0,1.0,50.0,0.0,0.0,1,5,1125,1,5.0
4,1.0,1.0,2.0,75.0,0.0,10.0,2,2,6,54,2.0
3,1.0,1.0,2.0,85.0,250.0,0.0,2,2,14,16,1.0
2,1.0,1.0,1.0,70.0,100.0,20.0,0,1,1125,27,2.0
4,1.0,2.0,1.0,95.0,0.0,0.0,1,3,1125,0,3.0
2,1.0,1.0,1.0,50.0,0.0,0.0,1,1,1125,0,1.0
2,1.0,1.0,1.0,115.0,300.0,100.0,2,1,1125,1,3.0
1,1.5,1.0,1.0,45.0,250.0,15.0,1,2,1125,5,2.0
2,2.0,1.0,1.0,60.0,150.0,10.0,2,5,1125,2,5.0
2,1.0,1.0,1.0,95.0,0.0,0.0,2,2,1125,29,1.0
3,0.5,0.0,2.0,39.0,0.0,20.0,2,1,1125,101,3.0
2,1.0,0.0,2.0,88.0,0.0,20.0,2,1,14,18,2.0
8,3.0,3.0,3.0,175.0,200.0,100.0,6,4,28,3,5.0
2,1.0,1.0,1.0,80.0,100.0,20.0,2,1,1125,6,2.0
2,1.0,1.0,1.0,35.0,295.0,25.0,1,6,31,9,1.0
4,1.0,1.0,1.0,84.0,0.0,0.0,2,1,1125,31,2.0
1,1.0,1.0,1.0,49.0,0.0,40.0,1,2,1125,14,4.0
6,2.0,3.0,3.0,196.0,350.0,90.0,6,2,1125,10,4.0
2,2.0,1.0,2.0,55.0,0.0,0.0,1,5,1125,0,5.0
4,1.5,2.0,2.0,120.0,250.0,60.0,2,2,1125,5,1.0
2,1.0,0.0,1.0,55.0,250.0,50.0,1,2,60,4,3.0
2,1.0,1.0,1.0,60.0,200.0,0.0,1,2,5,4,5.0
5,1.0,2.0,3.0,129.0,250.0,80.0,2,2,1125,22,1.0
3,1.0,1.0,2.0,90.0,200.0,40.0,2,1,1125,58,3.0
2,1.0,1.0,1.0,70.0,100.0,15.0,2,2,1125,37,2.0
2,1.0,1.0,1.0,65.0,200.0,25.0,2,2,1125,55,2.0
2,1.0,1.0,1.0,55.0,0.0,0.0,1,1,90,204,4.0
3,1.0,1.0,2.0,120.0,500.0,80.0,1,2,1125,22,3.0
8,3.5,4.0,5.0,525.0,1000.0,100.0,8,2,1125,4,1.0
4,1.0,1.0,2.0,99.0,0.0,0.0,2,1,1125,1,3.0
1,1.5,1.0,1.0,90.0,150.0,0.0,1,2,1125,25,1.0
10,4.0,6.0,7.0,750.0,1000.0,300.0,8,3,1125,13,2.0
6,2.0,3.0,3.0,250.0,200.0,100.0,6,2,1125,9,1.0
2,1.0,1.0,1.0,125.0,0.0,50.0,1,2,1125,18,2.0
2,1.5,1.0,1.0,130.0,150.0,0.0,1,2,1125,15,1.0
2,1.0,1.0,1.0,135.0,0.0,0.0,1,2,1125,5,3.0
4,2.0,2.0,2.0,257.0,0.0,100.0,4,1,27,10,3.0
3,1.0,1.0,1.0,90.0,100.0,50.0,1,1,1125,14,2.0
5,1.0,2.0,3.0,160.0,500.0,80.0,1,2,1125,25,3.0
2,1.0,1.0,1.0,66.0,0.0,15.0,1,1,90,63,4.0
2,1.0,1.0,1.0,65.0,0.0,0.0,1,3,365,53,4.0
2,1.0,1.0,1.0,60.0,0.0,0.0,1,2,7,45,3.0
4,3.0,2.0,2.0,295.0,150.0,145.0,1,3,30,25,3.0
2,1.0,0.0,2.0,79.0,400.0,60.0,1,1,29,1,1.0
8,2.0,4.0,4.0,250.0,0.0,80.0,4,1,1125,0,1.0
2,1.0,1.0,1.0,58.0,0.0,15.0,1,1,1125,2,4.0
6,2.0,3.0,2.0,250.0,250.0,150.0,1,2,1125,7,2.0
3,1.0,1.0,3.0,50.0,100.0,0.0,1,1,4,20,2.0
2,1.0,1.0,1.0,89.0,175.0,0.0,2,1,1125,134,5.0
2,1.0,1.0,1.0,47.0,0.0,5.0,1,1,1125,1,1.0
5,1.0,3.0,3.0,189.0,95.0,150.0,5,2,1125,23,2.0
4,1.0,2.0,2.0,175.0,500.0,50.0,6,2,1125,2,1.0
3,1.0,1.0,1.0,95.0,350.0,85.0,2,2,10,48,4.0
4,1.0,2.0,2.0,80.0,150.0,85.0,1,1,1125,4,2.0
4,1.0,1.0,2.0,95.0,250.0,75.0,2,3,1125,8,1.0
