id,zipcode,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,cleaning_fee,guests_included,extra_people,minimum_nights
4387985,98122,House,Entire home/apt,6,1.0,2.0,3.0,165.0,60.0,4,1,2
9909445,98122,Bungalow,Entire home/apt,2,1.0,0.0,1.0,70.0,15.0,1,0,1
7664899,98122,House,Private room,4,1.0,1.0,2.0,118.0,100.0,2,1,1
4773614,98122,Apartment,Entire home/apt,2,1.0,1.0,3.0,100.0,0.0,1,0,4
3946674,98122,House,Private room,2,1.0,1.0,1.0,90.0,0.0,1,1,1
8616488,98122,Apartment,Entire home/apt,2,1.0,1.0,1.0,81.0,65.0,1,0,1
7518316,98122,Apartment,Entire home/apt,3,1.0,1.0,1.0,70.0,45.0,2,1,1
5259194,98122,House,Private room,2,1.0,1.0,1.0,69.0,25.0,0,0,1
9256702,98122,House,Entire home/apt,4,1.0,1.0,2.0,90.0,40.0,1,0,2
9240289,98122,House,Private room,1,1.0,1.0,1.0,75.0,0.0,1,0,1
2032805,98122,House,Private room,2,2.0,1.0,1.0,70.0,30.0,1,0,2
3751503,98122,Apartment,Entire home/apt,2,1.0,1.0,1.0,179.0,0.0,2,1,1
7581974,98122,House,Private room,2,1.0,1.0,1.0,105.0,25.0,2,0,1
6558980,98122,Townhouse,Entire home/apt,4,2.0,1.0,1.0,110.0,65.0,2,1,2
2399736,98122,Apartment,Entire home/apt,4,1.0,2.0,2.0,150.0,40.0,2,1,2
8674765,98122,Apartment,Entire home/apt,2,1.0,0.0,1.0,75.0,0.0,1,0,3
6004165,98122,House,Entire home/apt,2,1.0,0.0,1.0,75.0,30.0,2,1,2
1826155,98122,House,Private room,2,3.0,1.0,1.0,111.0,30.0,2,0,2
4857192,98122,House,Private room,2,1.0,1.0,2.0,108.0,25.0,2,0,1
7748905,98122,Apartment,Private room,2,1.0,1.0,1.0,82.0,0.0,1,0,2
973859,98122,House,Entire home/apt,6,1.0,2.0,3.0,115.0,100.0,3,1,2
6716380,98122,House,Entire home/apt,4,1.0,2.0,2.0,220.0,75.0,4,1,2
7953211,98122,House,Entire home/apt,6,1.0,3.0,4.0,114.0,50.0,2,1,3
5241773,98122,House,Private room,2,1.0,1.0,1.0,59.0,25.0,0,0,1
3144597,98122,House,Private room,1,1.5,1.0,1.0,54.0,0.0,1,1,2
7698916,98122,Apartment,Private room,2,1.0,1.0,1.0,75.0,10.0,1,1,1
7305969,98122,Townhouse,Private room,2,1.0,1.0,1.0,90.0,30.0,1,0,1
5069495,98122,Townhouse,Entire home/apt,4,0.5,1.0,1.0,95.0,15.0,2,1,2
1817878,98122,House,Entire home/apt,6,2.0,2.0,2.0,160.0,100.0,4,1,3
4430381,98122,Apartment,Entire home/apt,4,1.0,2.0,2.0,175.0,60.0,1,0,3
6528192,98122,Apartment,Private room,1,1.0,1.0,1.0,37.0,20.0,1,1,2
3177005,98122,Apartment,Entire home/apt,3,2.0,2.0,2.0,199.0,80.0,1,0,2
4430233,98122,Apartment,Entire home/apt,4,1.0,2.0,2.0,200.0,60.0,1,0,3
4577542,98122,Apartment,Entire home/apt,4,1.0,1.0,1.0,120.0,50.0,2,1,2
6764646,98122,House,Entire home/apt,4,1.0,2.0,2.0,160.0,25.0,1,0,3
4256705,98122,Apartment,Private room,4,2.0,1.0,1.0,125.0,0.0,1,0,2
8812578,98122,Apartment,Entire home/apt,4,1.0,2.0,2.0,150.0,60.0,1,0,1
341454,98122,Apartment,Entire home/apt,4,1.0,2.0,2.0,175.0,60.0,1,0,3
8195629,98122,Condominium,Entire home/apt,3,1.0,1.0,2.0,100.0,10.0,1,0,1
2577625,98122,Apartment,Entire home/apt,2,1.0,1.0,1.0,90.0,0.0,1,0,5
555858,98122,House,Private room,2,1.0,1.0,1.0,95.0,50.0,1,0,2
4814811,98122,House,Private room,2,1.0,1.0,1.0,92.0,29.0,1,1,1
9484823,98122,House,Private room,3,1.0,1.0,2.0,90.0,0.0,1,0,1
660603,98122,House,Private room,1,1.0,1.0,1.0,79.0,80.0,1,0,7
3940265,98122,House,Private room,2,1.5,1.0,1.0,72.0,30.0,2,1,2
7500976,98122,Apartment,Entire home/apt,6,1.0,2.0,2.0,115.0,80.0,4,1,3
9712716,98122,House,Private room,2,1.0,1.0,2.0,65.0,55.0,1,0,1
8884826,98122,Townhouse,Entire home/apt,6,1.5,2.0,3.0,122.0,49.0,2,1,1
1978743,98122,House,Private room,2,3.0,1.0,1.0,87.0,30.0,1,0,2
6091789,98122,House,Entire home/apt,6,1.5,3.0,5.0,200.0,0.0,1,0,5
6165353,98122,House,Entire home/apt,3,1.0,1.0,1.0,156.0,25.0,3,1,2
1244053,98122,House,Private room,1,1.0,1.0,1.0,90.0,35.0,1,0,3
6991188,98122,House,Entire home/apt,3,1.0,1.0,1.0,115.0,10.0,2,1,2
9506766,98122,House,Entire home/apt,2,1.0,1.0,1.0,119.0,25.0,2,1,1
6451305,98122,House,Entire home/apt,6,2.5,3.0,4.0,220.0,125.0,6,1,3
7531405,98122,Townhouse,Private room,4,1.0,1.0,1.0,85.0,40.0,2,1,2
9612147,98122,House,Entire home/apt,4,1.0,2.0,2.0,100.0,100.0,4,1,1
666897,98122,House,Entire home/apt,4,1.0,1.0,1.0,99.0,60.0,1,1,3
4061051,98122,House,Private room,4,1.5,1.0,1.0,120.0,30.0,2,1,1
3394338,98122,Apartment,Entire home/apt,2,1.0,0.0,1.0,150.0,0.0,2,1,2
4238106,98122,Apartment,Private room,2,1.0,1.0,1.0,75.0,10.0,1,0,2
7350059,98122,House,Private room,2,1.0,1.0,1.0,90.0,35.0,2,1,1
5262750,98122,Apartment,Entire home/apt,3,1.0,1.0,2.0,125.0,30.0,2,1,3
2802844,98122,House,Private room,2,1.0,1.0,1.0,90.0,20.0,1,0,2
3123632,98122,Apartment,Entire home/apt,2,2.0,1.0,1.0,200.0,0.0,2,0,5
3024336,98122,House,Entire home/apt,4,1.5,1.0,2.0,200.0,75.0,2,1,2
8652185,98122,House,Entire home/apt,6,3.5,4.0,4.0,287.0,117.0,6,1,2
10192213,98122,Apartment,Entire home/apt,2,1.0,0.0,1.0,90.0,0.0,1,0,1
3970736,98122,Apartment,Entire home/apt,5,1.0,1.0,1.0,90.0,45.0,2,1,3
4546924,98122,Apartment,Entire home/apt,4,1.0,1.0,3.0,150.0,125.0,2,1,1
2760901,98122,House,Entire home/apt,2,1.0,1.0,1.0,119.0,0.0,1,0,3
3490239,98122,House,Entire home/apt,5,2.5,2.0,3.0,150.0,100.0,4,0,4
3416217,98122,Apartment,Entire home/apt,2,1.0,1.0,1.0,170.0,0.0,2,1,3
5537833,98122,House,Entire home/apt,4,1.0,2.0,3.0,150.0,60.0,4,1,7
8866960,98144,Townhouse,Private room,2,1.0,1.0,1.0,55.0,0.0,1,0,2
3354614,98122,Apartment,Entire home/apt,4,1.0,1.0,2.0,125.0,35.0,2,1,2
8953857,98144,House,Entire home/apt,4,1.0,1.0,3.0,129.0,0.0,3,1,2
7093738,98144,House,Private room,2,1.0,1.0,1.0,90.0,30.0,2,0,1
5277900,98122,House,Entire home/apt,6,2.0,3.0,5.0,199.0,90.0,1,0,3
1171574,98122,House,Private room,2,1.0,1.0,1.0,65.0,0.0,2,0,2
1818754,98144,House,Entire home/apt,6,2.0,2.0,2.0,200.0,112.0,4,1,3
74328,98144,Apartment,Entire home/apt,3,1.0,1.0,1.0,92.0,75.0,3,0,2
6728017,98144,House,Entire home/apt,7,2.5,3.0,3.0,257.0,100.0,6,1,2
2612399,98122,Loft,Entire home/apt,2,1.0,0.0,1.0,79.0,0.0,1,0,3
7093910,98144,House,Private room,2,1.0,1.0,1.0,80.0,30.0,2,0,1
4170863,98122,Apartment,Entire home/apt,2,1.0,1.0,1.0,85.0,20.0,2,1,1
7941079,98144,House,Private room,3,1.5,1.0,1.0,65.0,15.0,1,1,1
1442973,98144,House,Entire home/apt,4,1.0,2.0,2.0,105.0,58.0,2,1,2
4396961,98122,House,Private room,2,2.0,1.0,1.0,59.0,0.0,1,1,2
5859152,98144,House,Private room,3,1.5,1.0,1.0,59.0,16.0,1,1,1
8555794,98144,Townhouse,Private room,2,1.5,1.0,1.0,75.0,0.0,1,0,1
2112625,98144,House,Private room,2,1.5,1.0,1.0,56.0,30.0,1,1,2
8814802,98144,House,Private room,3,1.0,1.0,1.0,100.0,0.0,1,0,1
8273948,98122,Apartment,Entire home/apt,2,1.0,1.0,1.0,85.0,0.0,1,0,2
1961671,98122,House,Entire home/apt,6,2.0,3.0,3.0,200.0,75.0,6,1,2
8703557,98144,House,Private room,2,1.0,1.0,1.0,83.0,25.0,1,0,1
8525338,98144,Townhouse,Entire home/apt,5,3.5,3.0,3.0,210.0,0.0,1,0,1
8049470,98122,Apartment,Private room,2,1.0,1.0,1.0,59.0,0.0,1,0,1
1455908,98144,House,Entire home/apt,6,1.5,2.0,3.0,135.0,50.0,1,0,2
8525825,98144,Townhouse,Private room,2,1.5,1.0,1.0,75.0,0.0,1,0,1
3463245,98122,Apartment,Private room,2,1.0,1.0,1.0,109.0,0.0,1,0,2
6512378,98144,Townhouse,Private room,1,1.0,1.0,1.0,55.0,0.0,1,0,1
8616606,98144,House,Entire home/apt,4,2.5,2.0,2.0,105.0,85.0,1,0,2
5078244,98122,Apartment,Private room,2,1.0,1.0,1.0,39.0,0.0,1,0,1
7921278,98144,Apartment,Private room,2,1.0,1.0,2.0,50.0,50.0,1,1,1
8016610,98144,House,Entire home/apt,4,1.0,2.0,2.0,129.0,78.0,4,1,2
4468524,98122,House,Private room,1,2.0,1.0,1.0,44.0,0.0,0,0,2
4017140,98144,House,Private room,2,1.0,1.0,1.0,53.0,0.0,0,0,2
9489310,98144,Townhouse,Private room,2,1.0,1.0,1.0,60.0,0.0,1,0,1
9407255,98122,House,Entire home/apt,4,1.0,2.0,3.0,210.0,125.0,1,0,2
6475289,98144,Apartment,Entire home/apt,5,1.0,1.0,3.0,159.0,60.0,2,1,2
1377812,98122,House,Entire home/apt,5,1.0,3.0,3.0,225.0,150.0,4,1,2
9512909,98122,House,Entire home/apt,3,1.0,1.0,1.0,66.0,25.0,3,1,1
4432489,98144,House,Entire home/apt,4,1.0,1.0,1.0,80.0,45.0,2,1,2
7471629,98144,Apartment,Entire home/apt,3,1.0,1.0,1.0,79.0,35.0,2,1,1
8067827,98144,House,Private room,2,2.0,1.0,1.0,120.0,50.0,1,0,1
4384095,98122,House,Private room,2,2.0,1.0,1.0,49.0,0.0,1,1,2
1351716,98144,House,Entire home/apt,4,1.0,1.0,2.0,122.0,0.0,2,1,2
8392661,98144,Apartment,Entire home/apt,2,1.0,0.0,1.0,90.0,15.0,1,0,1
281208,98144,House,Entire home/apt,6,2.5,2.0,4.0,196.0,110.0,1,0,3
7859909,98144,Townhouse,Entire home/apt,2,1.0,1.0,1.0,115.0,30.0,1,0,1
9416373,98144,Apartment,Entire home/apt,4,1.0,1.0,3.0,150.0,0.0,1,0,5
1404307,98144,House,Entire home/apt,4,1.5,2.0,2.0,125.0,80.0,2,1,2
7480843,98144,Townhouse,Entire home/apt,6,2.0,3.0,3.0,175.0,120.0,1,0,3
877203,98144,House,Private room,2,1.5,1.0,2.0,60.0,30.0,1,1,2
7037291,98144,Bungalow,Private room,2,1.5,1.0,1.0,70.0,12.0,1,1,1
7931386,98144,Condominium,Entire home/apt,4,2.0,3.0,2.0,175.0,20.0,1,0,2
8173825,98144,Loft,Entire home/apt,2,1.0,1.0,2.0,100.0,25.0,1,0,2
6759104,98144,House,Private room,2,2.0,1.0,1.0,69.0,0.0,1,0,1
7619060,98144,House,Private room,2,1.0,1.0,1.0,69.0,20.0,1,0,1
7095802,98144,Apartment,Private room,2,1.0,1.0,1.0,35.0,20.0,1,1,1
8103432,98144,House,Entire home/apt,4,1.0,3.0,2.0,140.0,50.0,4,1,2
3998922,98144,House,Private room,2,1.0,1.0,1.0,68.0,0.0,2,1,2
8922153,98144,Apartment,Private room,2,1.5,1.0,1.0,55.0,5.0,1,0,1
5932882,98144,House,Entire home/apt,4,1.5,1.0,1.0,100.0,0.0,2,1,2
6187340,98144,Apartment,Entire home/apt,2,1.0,0.0,1.0,70.0,25.0,0,0,1
8350401,98144,House,Private room,2,1.5,1.0,1.0,90.0,0.0,2,1,2
2830174,98144,Apartment,Private room,2,1.0,1.0,1.0,60.0,5.0,1,1,1
9370866,98144,Apartment,Entire home/apt,4,1.5,2.0,2.0,125.0,0.0,1,0,1
8339303,98144,Apartment,Entire home/apt,4,1.0,1.0,2.0,100.0,50.0,1,0,1
8107555,98144,Apartment,Entire home/apt,2,1.0,0.0,1.0,115.0,25.0,1,0,2
3946160,98144,House,Entire home/apt,2,1.0,1.0,1.0,90.0,15.0,1,0,1
4061207,98144,House,Entire home/apt,4,2.0,2.0,3.0,90.0,0.0,1,0,2
113951,98144,House,Entire home/apt,6,2.5,3.0,3.0,250.0,100.0,1,0,3
5102135,98144,Apartment,Entire home/apt,4,1.0,1.0,2.0,119.0,20.0,1,0,7
5060388,98144,Cabin,Entire home/apt,4,1.0,0.0,2.0,95.0,25.0,1,1,2
5463875,98144,Apartment,Entire home/apt,3,1.0,1.0,1.0,120.0,25.0,1,1,2
4316910,98144,House,Entire home/apt,2,1.0,0.0,1.0,64.0,20.0,1,0,2
7093986,98144,House,Private room,2,1.0,1.0,1.0,80.0,0.0,2,0,1
4777832,98144,Loft,Entire home/apt,4,1.0,0.0,2.0,170.0,50.0,2,1,1
7429207,98144,House,Entire home/apt,4,2.0,3.0,2.0,168.0,95.0,1,0,4
7664565,98144,Apartment,Private room,2,1.0,1.0,1.0,60.0,15.0,2,1,1
5792683,98144,Apartment,Entire home/apt,3,1.0,0.0,2.0,85.0,80.0,2,1,1
1856970,98144,House,Private room,2,1.0,1.0,1.0,70.0,0.0,1,1,2
4084712,98144,House,Entire home/apt,4,1.0,2.0,3.0,115.0,50.0,1,0,1
6411986,98144,Apartment,Private room,4,1.0,1.0,1.0,90.0,0.0,1,0,2
9258687,98144,Townhouse,Private room,2,1.5,1.0,1.0,125.0,75.0,1,1,1
9426058,98144,Apartment,Entire home/apt,2,1.0,1.0,1.0,80.0,30.0,2,1,1
9736801,98122,Apartment,Entire home/apt,3,1.0,0.0,2.0,90.0,60.0,2,1,1
4297068,98122,Townhouse,Entire home/apt,4,2.0,2.0,2.0,149.0,25.0,4,1,3
2387605,98144,House,Private room,4,1.0,1.0,2.0,69.0,20.0,2,1,1
8389809,98144,Condominium,Private room,2,1.0,1.0,1.0,65.0,0.0,1,1,1
7048843,98144,House,Private room,2,0.5,1.0,1.0,40.0,20.0,1,1,1
879181,98144,House,Private room,2,1.5,1.0,1.0,60.0,30.0,1,1,2
6423488,98122,House,Entire home/apt,4,2.0,2.0,2.0,149.0,75.0,1,0,3
7241905,98144,Apartment,Entire home/apt,2,1.0,1.0,1.0,115.0,30.0,2,1,1
1246809,98144,House,Entire home/apt,6,1.0,1.0,3.0,79.0,75.0,2,1,1
10273158,98101,Apartment,Entire home/apt,2,1.0,0.0,1.0,129.0,50.0,1,0,2
5615620,98101,Apartment,Entire home/apt,2,1.0,0.0,1.0,100.0,0.0,1,0,2
936484,98101,Apartment,Entire home/apt,2,1.0,1.0,2.0,76.0,99.0,1,0,2
5415077,98101,Condominium,Private room,2,2.0,1.0,1.0,95.0,30.0,1,0,1
938785,98121,Apartment,Entire home/apt,4,1.0,1.0,2.0,100.0,99.0,1,0,2
934216,98101,Apartment,Entire home/apt,6,2.0,2.0,3.0,137.0,99.0,1,0,2
5981343,98101,Apartment,Entire home/apt,6,1.0,1.0,3.0,160.0,25.0,2,1,1
9706229,98101,Apartment,Entire home/apt,2,1.0,0.0,1.0,179.0,0.0,2,1,2
9444769,98101,Condominium,Entire home/apt,4,1.0,1.0,2.0,97.0,75.0,1,0,1
5422159,98101,Apartment,Entire home/apt,3,1.0,0.0,1.0,99.0,60.0,1,1,1
9532861,98101,Apartment,Entire home/apt,2,1.0,0.0,1.0,149.0,0.0,1,0,2
3380159,98101,Apartment,Entire home/apt,3,1.0,1.0,1.0,199.0,60.0,2,1,2
9294683,98101,Apartment,Entire home/apt,3,1.0,1.0,1.0,157.0,0.0,2,1,1
8253456,98121,Apartment,Entire home/apt,4,1.0,0.0,2.0,170.0,50.0,2,1,2
944237,98101,Apartment,Entire home/apt,4,1.0,1.0,2.0,85.0,75.0,1,0,2
4165387,98101,Apartment,Entire home/apt,4,2.0,2.0,2.0,299.0,64.0,1,0,2
9866984,98101,Apartment,Entire home/apt,2,1.0,1.0,1.0,95.0,25.0,1,0,2
7179337,98101,Apartment,Entire home/apt,4,1.0,1.0,2.0,99.0,75.0,1,0,1
9768655,98101,Apartment,Entire home/apt,3,1.0,1.0,2.0,165.0,65.0,2,0,2
8015531,98101,Apartment,Entire home/apt,4,1.0,0.0,2.0,114.0,45.0,2,1,1
991961,98101,Apartment,Entire home/apt,5,2.0,2.0,2.0,311.0,113.0,1,0,7
4597584,98101,Apartment,Entire home/apt,2,1.0,0.0,1.0,160.0,50.0,1,0,2
8035212,98101,Apartment,Entire home/apt,3,1.0,0.0,2.0,100.0,0.0,2,1,2
8053396,98101,Apartment,Entire home/apt,3,1.0,1.0,1.0,150.0,50.0,1,0,2
9634448,98101,Condominium,Entire home/apt,4,2.0,1.0,2.0,357.0,75.0,1,0,7
2516391,98102,House,Entire home/apt,3,1.0,1.0,2.0,135.0,75.0,2,1,2
7581631,98102,Apartment,Entire home/apt,4,1.0,2.0,2.0,110.0,100.0,1,0,3
7067650,98102,House,Entire home/apt,4,1.0,1.0,1.0,75.0,70.0,1,1,2
706385,98102,Apartment,Entire home/apt,2,1.0,1.0,1.0,138.0,50.0,2,0,2
6005443,98102,Apartment,Entire home/apt,2,1.0,1.0,1.0,129.0,50.0,2,1,4
6883913,98102,Apartment,Entire home/apt,2,1.0,1.0,1.0,120.0,40.0,1,0,2
6523393,98102,Apartment,Entire home/apt,4,1.0,1.0,1.0,95.0,0.0,2,1,2
7922676,98102,Apartment,Entire home/apt,2,1.0,1.0,1.0,140.0,50.0,1,0,10
6766513,98102,Apartment,Entire home/apt,2,1.0,1.0,1.0,95.0,25.0,2,1,2
682135,98102,Apartment,Entire home/apt,3,1.0,1.0,1.0,91.0,75.0,1,1,2
4678866,98102,House,Entire home/apt,3,1.0,1.0,2.0,135.0,20.0,1,0,1
708774,98102,Apartment,Entire home/apt,4,1.0,1.0,1.0,95.0,70.0,2,1,3
3158210,98102,Apartment,Entire home/apt,3,1.0,1.0,1.0,140.0,35.0,2,1,2
1494828,98102,Apartment,Entire home/apt,4,1.0,2.0,2.0,125.0,100.0,1,0,3
7291403,98102,Condominium,Entire home/apt,3,1.0,1.0,1.0,150.0,30.0,3,1,2
7075357,98102,Condominium,Entire home/apt,4,1.5,2.0,3.0,129.0,35.0,4,0,1
8000037,98102,Apartment,Shared room,1,1.0,1.0,1.0,50.0,0.0,1,0,1
1652097,98102,Apartment,Entire home/apt,4,1.0,1.0,2.0,85.0,35.0,2,1,1
4660460,98102,Apartment,Entire home/apt,2,1.0,0.0,1.0,82.0,30.0,2,1,3
1944596,98102,Apartment,Private room,2,1.0,1.0,1.0,103.0,0.0,1,0,1
5593504,98102,House,Private room,2,1.0,1.0,1.0,59.0,5.0,1,1,1
7999692,98102,Apartment,Entire home/apt,4,1.0,1.0,1.0,150.0,0.0,1,0,2
619366,98102,Apartment,Entire home/apt,2,1.0,1.0,1.0,115.0,50.0,2,0,2
7999972,98102,Apartment,Private room,2,1.0,1.0,1.0,100.0,0.0,1,0,1
10272763,98102,House,Private room,2,1.0,1.0,1.0,68.0,5.0,1,1,1
10077121,98102,Apartment,Private room,3,1.0,1.0,1.0,52.0,0.0,2,1,1
7536219,98102,Apartment,Entire home/apt,2,1.0,0.0,1.0,91.0,50.0,1,0,1
4688603,98102,Apartment,Private room,2,1.0,1.0,1.0,59.0,0.0,1,0,1
7936877,98102,Apartment,Entire home/apt,2,1.0,0.0,1.0,129.0,50.0,1,0,3
3627658,98102,Apartment,Entire home/apt,3,1.0,1.0,1.0,125.0,10.0,2,1,1
6363779,98102,Apartment,Private room,2,1.0,1.0,1.0,195.0,25.0,1,0,2
2693137,98102,Apartment,Private room,2,1.0,1.0,1.0,58.0,5.0,1,1,1
5707514,98102,Apartment,Entire home/apt,2,1.0,1.0,1.0,89.0,35.0,2,0,2
7844444,98102,Apartment,Entire home/apt,4,1.0,0.0,2.0,100.0,0.0,1,0,1
7481498,98102,Apartment,Entire home/apt,3,1.0,2.0,2.0,125.0,50.0,1,1,2
535300,98102,Apartment,Private room,2,1.0,1.0,1.0,82.0,30.0,1,0,2
68508,98102,Apartment,Entire home/apt,4,1.0,2.0,2.0,225.0,150.0,1,0,7
8294379,98102,Apartment,Private room,2,1.0,1.0,1.0,55.0,0.0,1,0,1
9137487,98102,Apartment,Private room,2,1.0,1.0,1.0,90.0,35.0,1,1,1
4481979,98102,Apartment,Entire home/apt,2,1.0,1.0,1.0,134.0,79.0,2,0,1
5353512,98102,Apartment,Private room,2,1.0,1.0,1.0,42.0,0.0,1,1,1
244499,98102,Apartment,Entire home/apt,2,1.0,1.0,1.0,125.0,40.0,2,1,2
3316219,98102,House,Entire home/apt,6,1.0,2.0,2.0,115.0,40.0,4,1,1
6613601,98109,Apartment,Entire home/apt,3,1.0,1.0,1.0,125.0,20.0,1,0,1
7833113,98109,Apartment,Private room,2,1.0,1.0,1.0,55.0,10.0,1,0,2
7439802,98109,Apartment,Entire home/apt,6,2.0,2.0,3.0,550.0,55.0,1,0,3
10135378,98102,Apartment,Entire home/apt,2,1.0,1.0,1.0,90.0,40.0,1,0,2
9330174,98109,Apartment,Entire home/apt,3,1.0,1.0,1.0,100.0,0.0,1,0,2
9597415,98109,Loft,Entire home/apt,2,1.0,1.0,1.0,95.0,0.0,1,0,1
8831088,98109,Apartment,Entire home/apt,4,1.0,1.0,2.0,110.0,15.0,2,0,4
7401671,98102,Apartment,Entire home/apt,2,1.0,0.0,1.0,80.0,10.0,1,0,2
5330475,98109,Apartment,Private room,4,2.0,1.0,1.0,100.0,25.0,1,0,30
8067001,98109,Apartment,Entire home/apt,2,1.0,0.0,1.0,90.0,0.0,1,0,7
8829089,98109,Apartment,Shared room,1,2.0,1.0,1.0,100.0,0.0,1,0,1
8814555,98109,Condominium,Entire home/apt,2,1.5,1.0,1.0,88.0,100.0,1,1,1
6852288,98102,Apartment,Private room,2,1.0,1.0,1.0,59.0,40.0,1,0,2
6913706,98109,Apartment,Entire home/apt,4,1.0,1.0,1.0,183.0,60.0,2,1,2
2387265,98109,Apartment,Entire home/apt,2,1.0,0.0,1.0,135.0,25.0,2,0,1
48319,98109,Apartment,Entire home/apt,2,1.0,1.0,1.0,220.0,40.0,2,1,3
9885225,98109,Apartment,Entire home/apt,3,1.0,1.0,1.0,183.0,60.0,2,1,2
8083242,98109,Apartment,Private room,2,1.0,1.0,1.0,115.0,50.0,2,1,2
8704964,98109,Camper/RV,Shared room,4,1.0,1.0,4.0,100.0,0.0,1,0,1
6990477,98109,Apartment,Entire home/apt,3,1.0,1.0,1.0,183.0,60.0,2,1,2
117862,98102,Apartment,Entire home/apt,2,1.0,1.0,1.0,115.0,50.0,1,0,2
7777219,98109,Apartment,Private room,2,1.0,1.0,1.0,75.0,25.0,1,1,1
7203765,98109,Apartment,Entire home/apt,2,1.0,0.0,1.0,110.0,50.0,1,0,3
7840228,98109,Apartment,Entire home/apt,3,1.0,1.0,1.0,183.0,60.0,2,1,2
7438635,98109,Apartment,Private room,2,1.0,1.0,1.0,220.0,55.0,1,0,1
9389755,98109,Condominium,Entire home/apt,3,1.0,1.0,1.0,119.0,60.0,1,0,1
9151865,98109,Apartment,Private room,2,1.0,1.0,1.0,75.0,25.0,1,1,1
7204672,98199,House,Entire home/apt,6,2.5,3.0,3.0,200.0,75.0,1,0,1
5579427,98199,House,Entire home/apt,7,2.0,3.0,3.0,229.0,150.0,6,1,2
2263643,98199,Apartment,Private room,1,1.0,1.0,1.0,41.0,10.0,1,1,2
4608208,98199,House,Private room,2,1.0,1.0,1.0,70.0,0.0,1,0,1
9999955,98199,House,Private room,1,1.0,1.0,1.0,55.0,20.0,1,0,1
3528627,98199,Apartment,Private room,2,1.0,1.0,2.0,70.0,0.0,1,0,1
8048333,98199,House,Entire home/apt,4,1.0,1.0,2.0,97.0,120.0,4,1,2
7329805,98199,House,Entire home/apt,6,1.0,2.0,4.0,200.0,100.0,6,0,2
6848455,98199,Townhouse,Entire home/apt,5,2.5,3.0,3.0,225.0,100.0,1,0,2
9695233,98199,Apartment,Entire home/apt,4,1.0,1.0,2.0,115.0,0.0,1,0,1
5164581,98199,House,Private room,2,1.0,1.0,1.0,40.0,8.0,1,0,1
226536,98199,House,Private room,2,1.0,1.0,1.0,46.0,20.0,1,1,1
176678,98199,House,Private room,2,1.0,1.0,1.0,64.0,0.0,1,1,2
7050534,98199,Apartment,Entire home/apt,2,1.0,1.0,1.0,125.0,15.0,2,1,2
8248970,98199,House,Entire home/apt,6,2.0,3.0,4.0,250.0,75.0,6,1,3
4824699,98199,House,Entire home/apt,4,1.0,0.0,2.0,147.0,25.0,2,1,2
3876097,98199,Bed & Breakfast,Shared room,1,1.0,1.0,1.0,30.0,10.0,1,0,2
1260259,98199,House,Entire home/apt,3,1.0,1.0,1.0,150.0,0.0,1,0,1
8443952,98199,Townhouse,Private room,2,1.0,1.0,1.0,78.0,45.0,1,0,2
10068879,98199,Bed & Breakfast,Entire home/apt,4,1.0,1.0,2.0,120.0,25.0,2,1,1
8173487,98199,Condominium,Entire home/apt,5,2.0,3.0,2.0,280.0,100.0,4,1,2
685600,98199,House,Private room,2,1.0,1.0,1.0,75.0,50.0,1,1,2
8483477,98199,Apartment,Entire home/apt,4,1.0,1.0,1.0,178.0,0.0,1,0,1
6959336,98199,House,Entire home/apt,5,1.0,2.0,3.0,129.0,100.0,4,1,2
5195064,98199,House,Private room,2,1.0,1.0,1.0,50.0,8.0,1,0,1
9961538,98199,Townhouse,Private room,4,1.0,1.0,1.0,50.0,15.0,2,1,1
8301680,98199,House,Entire home/apt,5,2.0,3.0,3.0,175.0,100.0,5,1,1
492287,98199,House,Private room,2,1.0,1.0,1.0,88.0,20.0,2,0,1
8029177,98199,Apartment,Entire home/apt,2,1.0,1.0,1.0,100.0,30.0,1,0,2
7343707,98199,House,Entire home/apt,5,2.0,2.0,2.0,225.0,50.0,4,1,2
8882345,98199,House,Entire home/apt,6,1.0,2.0,3.0,200.0,75.0,4,1,2
7676574,98199,House,Entire home/apt,6,1.5,2.0,4.0,250.0,75.0,4,0,3
1831338,98199,House,Private room,2,1.0,1.0,1.0,99.0,15.0,2,1,1
1840671,98199,House,Private room,2,1.0,1.0,1.0,99.0,15.0,2,1,1
5559643,98199,House,Entire home/apt,5,1.0,2.0,3.0,175.0,95.0,1,0,1
8087037,98199,House,Private room,2,1.0,1.0,1.0,69.0,25.0,1,1,1
6855839,98101,Apartment,Entire home/apt,3,1.0,1.0,1.0,144.0,60.0,2,1,2
3345341,98101,Apartment,Entire home/apt,4,1.0,1.0,1.0,999.0,85.0,1,1,1
4410493,98121,Apartment,Entire home/apt,6,2.0,2.0,3.0,138.0,99.0,1,0,2
19619,98121,Apartment,Entire home/apt,4,1.0,1.0,2.0,145.0,96.0,1,0,2
7597244,98121,Apartment,Entire home/apt,2,1.0,1.0,1.0,125.0,40.0,1,0,1
5736082,98121,Apartment,Shared room,1,1.0,1.0,1.0,45.0,10.0,1,0,1
3697351,98121,Apartment,Shared room,2,1.0,1.0,1.0,35.0,0.0,1,1,1
6958436,98121,Loft,Entire home/apt,4,1.0,1.0,2.0,225.0,60.0,1,1,3
