id,host_is_superhost,zipcode,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,cancellation_policy,host_experience
6644854,0,98116,Townhouse,Entire home/apt,8,2.0,3.0,4.0,Real Bed,250.0,250.0,75.0,8,1,1,1125,31,88.0,strict,4.0
117165,0,98116,House,Private room,2,1.0,1.0,1.0,Real Bed,100.0,200.0,40.0,1,1,2,90,102,98.0,strict,5.0
5015262,0,98116,House,Private room,2,1.0,1.0,1.0,Real Bed,79.0,,,1,0,3,1125,0,,flexible,6.0
3868844,0,98116,House,Entire home/apt,5,2.0,3.0,3.0,Real Bed,300.0,200.0,150.0,2,1,5,1125,10,100.0,strict,5.0
7455068,0,98116,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,59.0,100.0,65.0,1,1,2,1125,15,99.0,strict,3.0
8102349,0,98116,House,Private room,2,1.0,1.0,1.0,Real Bed,69.0,,25.0,1,0,1,1125,4,95.0,moderate,1.0
6694276,0,98116,House,Entire home/apt,4,1.0,2.0,3.0,Real Bed,180.0,200.0,40.0,4,1,1,1125,0,,flexible,4.0
8373832,0,98116,House,Entire home/apt,7,2.5,3.0,3.0,Real Bed,450.0,750.0,250.0,1,0,3,1125,0,,strict,3.0
426089,0,98116,House,Entire home/apt,8,2.5,3.0,4.0,Real Bed,219.0,300.0,164.0,8,1,2,365,29,92.0,strict,4.0
7561333,1,98116,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,70.0,,,2,1,1,5,28,99.0,flexible,4.0
2638086,1,98116,House,Entire home/apt,4,1.0,1.0,2.0,Real Bed,140.0,400.0,80.0,2,1,2,90,15,97.0,strict,2.0
10121329,0,98126,House,Entire home/apt,4,2.0,1.0,1.0,Real Bed,200.0,300.0,,1,0,2,1125,0,,moderate,3.0
5324459,1,98116,House,Private room,2,1.0,1.0,1.0,Real Bed,54.0,,,1,1,2,1125,31,95.0,flexible,4.0
233502,0,98126,House,Private room,4,1.0,1.0,2.0,Real Bed,60.0,100.0,75.0,2,1,1,365,1,90.0,flexible,5.0
7651148,1,98116,Bed & Breakfast,Private room,2,1.5,1.0,2.0,Real Bed,66.0,,10.0,1,1,1,1125,9,100.0,flexible,1.0
86185,0,98116,House,Private room,2,1.0,1.0,1.0,Real Bed,79.0,,,2,1,2,30,36,93.0,moderate,6.0
2522091,1,98116,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,195.0,200.0,50.0,1,0,2,30,33,99.0,strict,2.0
7665392,0,98126,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,105.0,,25.0,1,0,2,1125,12,98.0,moderate,3.0
1000883,0,98116,House,Entire home/apt,2,1.0,0.0,1.0,Real Bed,100.0,200.0,50.0,3,0,2,30,18,99.0,moderate,3.0
7563243,1,98116,Yurt,Entire home/apt,3,1.0,0.0,2.0,Real Bed,100.0,300.0,25.0,2,1,1,14,25,100.0,moderate,4.0
251922,1,98116,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,93.0,250.0,90.0,2,1,3,14,122,95.0,moderate,5.0
1225820,1,98116,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,85.0,200.0,40.0,1,0,2,1125,37,98.0,moderate,3.0
353110,0,98116,Chalet,Entire home/apt,4,1.0,1.0,3.0,Real Bed,135.0,,35.0,2,1,4,1125,11,96.0,moderate,4.0
4384800,0,98116,Apartment,Entire home/apt,7,1.0,2.0,7.0,Real Bed,195.0,,95.0,1,0,2,1125,20,97.0,flexible,2.0
8538630,0,98116,Apartment,Entire home/apt,4,1.0,0.0,3.0,Real Bed,95.0,,50.0,1,0,1,1125,0,,moderate,2.0
5751177,1,98116,Bed & Breakfast,Private room,4,2.5,1.0,2.0,Real Bed,129.0,,10.0,2,1,1,1125,8,95.0,strict,1.0
3124961,0,98116,House,Entire home/apt,8,3.0,4.0,5.0,Real Bed,225.0,200.0,100.0,4,1,2,90,1,100.0,moderate,3.0
6436772,0,98116,House,Entire home/apt,8,3.0,4.0,4.0,Real Bed,350.0,500.0,137.0,6,1,3,15,2,80.0,strict,1.0
7499506,0,98126,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,120.0,,60.0,1,0,2,1125,7,100.0,flexible,6.0
3403858,0,98116,House,Entire home/apt,5,1.5,2.0,3.0,Real Bed,200.0,150.0,50.0,1,0,5,21,8,95.0,strict,2.0
746380,0,98116,Apartment,Private room,3,1.0,1.0,2.0,Real Bed,69.0,,10.0,2,1,3,365,94,95.0,moderate,4.0
7229743,0,98116,House,Entire home/apt,6,2.0,2.0,3.0,Real Bed,199.0,250.0,101.0,4,1,2,180,0,,strict,2.0
7547611,0,98116,Townhouse,Entire home/apt,6,2.5,3.0,3.0,Real Bed,225.0,250.0,100.0,1,0,3,1125,3,87.0,moderate,3.0
2906694,0,98116,House,Private room,7,1.0,1.0,2.0,Real Bed,81.0,,15.0,4,1,1,1125,58,87.0,strict,2.0
7454026,0,98126,Condominium,Entire home/apt,6,2.5,2.0,3.0,Real Bed,495.0,750.0,200.0,1,0,2,1125,7,97.0,strict,1.0
4651974,0,98126,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,65.0,,15.0,0,0,2,14,0,,flexible,2.0
6847052,1,98116,House,Private room,2,1.0,1.0,1.0,Real Bed,101.0,,10.0,1,0,1,1125,8,100.0,flexible,1.0
1538865,0,98116,House,Entire home/apt,3,1.0,2.0,2.0,Real Bed,90.0,250.0,,1,0,3,1125,16,96.0,strict,3.0
3061918,0,98126,House,Private room,2,1.0,1.0,2.0,Real Bed,90.0,200.0,25.0,1,1,2,60,20,96.0,moderate,2.0
7773851,0,98116,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,185.0,,35.0,1,0,3,1125,2,80.0,moderate,5.0
2536507,0,98116,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,99.0,300.0,50.0,0,0,1,1125,105,98.0,strict,3.0
8409773,0,98126,Condominium,Entire home/apt,2,1.0,1.0,1.0,Real Bed,99.0,250.0,70.0,1,1,2,1125,0,,flexible,1.0
7131797,1,98116,House,Entire home/apt,3,1.0,1.0,1.0,Real Bed,89.0,200.0,65.0,2,1,3,21,15,100.0,moderate,1.0
10331249,0,98116,House,Private room,1,1.0,1.0,1.0,Real Bed,45.0,,,1,0,14,1125,0,,flexible,5.0
9883943,0,98116,House,Private room,6,1.5,1.0,3.0,Real Bed,130.0,,45.0,2,1,1,1125,0,,moderate,1.0
6956938,1,98116,House,Private room,2,1.0,1.0,1.0,Real Bed,90.0,100.0,60.0,2,1,1,1125,23,96.0,moderate,1.0
7869223,0,98116,House,Entire home/apt,4,2.0,2.0,2.0,Real Bed,200.0,,,1,0,2,1125,1,100.0,flexible,2.0
7278583,0,98116,House,Entire home/apt,7,2.5,3.0,4.0,Real Bed,225.0,500.0,200.0,1,0,2,1125,2,100.0,moderate,1.0
6796246,1,98116,House,Entire home/apt,2,1.0,0.0,1.0,Real Bed,90.0,100.0,60.0,2,1,1,1125,34,95.0,moderate,1.0
5991734,1,98116,Cabin,Entire home/apt,2,1.0,0.0,1.0,Real Bed,90.0,200.0,50.0,2,1,1,4,31,97.0,flexible,2.0
6515046,0,98116,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,79.0,,10.0,1,0,3,1125,25,90.0,moderate,4.0
8538420,0,98126,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,100.0,150.0,75.0,1,0,1,1125,10,98.0,flexible,1.0
7800143,0,98126,House,Entire home/apt,6,2.0,4.0,5.0,Real Bed,225.0,,,1,0,2,1125,10,94.0,moderate,1.0
7651602,1,98116,Bed & Breakfast,Private room,2,1.5,1.0,1.0,Real Bed,299.0,,20.0,2,1,1,1125,0,,flexible,1.0
461567,0,98117,Bed & Breakfast,Entire home/apt,3,1.0,1.0,2.0,Real Bed,70.0,,30.0,2,1,1,30,117,94.0,moderate,4.0
9736940,0,98117,Townhouse,Private room,2,1.5,1.0,1.0,Real Bed,28.0,,,1,0,1,7,3,100.0,flexible,1.0
210316,0,98117,Bed & Breakfast,Private room,2,4.5,1.0,4.0,Real Bed,65.0,200.0,35.0,2,1,2,360,22,91.0,flexible,4.0
4581124,1,98117,House,Private room,2,1.0,1.0,1.0,Real Bed,69.0,100.0,50.0,1,1,2,1125,17,95.0,strict,2.0
6403104,0,98117,House,Private room,2,1.0,1.0,1.0,Real Bed,41.0,,,1,0,13,1125,3,100.0,moderate,2.0
7071331,0,98117,House,Private room,2,1.0,1.0,1.0,Real Bed,42.0,,,2,1,1,1125,22,90.0,moderate,4.0
3883137,0,98117,House,Entire home/apt,6,1.0,1.0,3.0,Real Bed,100.0,100.0,40.0,4,1,1,1125,80,96.0,strict,3.0
9858690,0,98117,House,Private room,2,1.0,1.0,1.0,Real Bed,100.0,,,1,0,1,1125,0,,flexible,3.0
6657574,1,98177,House,Private room,1,1.5,1.0,1.0,Real Bed,45.0,100.0,10.0,1,0,2,1125,8,98.0,flexible,2.0
566435,0,98117,House,Private room,2,3.5,1.0,1.0,Real Bed,65.0,200.0,35.0,2,1,2,180,37,95.0,flexible,4.0
226495,0,98117,Apartment,Entire home/apt,6,1.0,2.0,3.0,Real Bed,170.0,300.0,65.0,4,1,3,1125,42,89.0,strict,5.0
9394485,0,98177,House,Entire home/apt,4,1.0,2.0,3.0,Real Bed,119.0,99.0,35.0,4,1,1,1125,2,100.0,moderate,1.0
8116504,0,98117,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,100.0,,,1,1,2,1125,0,,flexible,3.0
80188,1,98117,House,Entire home/apt,3,1.0,2.0,2.0,Real Bed,114.0,,60.0,1,1,1,365,133,97.0,moderate,5.0
9696286,0,98117,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,100.0,,,1,0,1,1125,0,,flexible,4.0
7788695,1,98117,House,Private room,2,1.0,1.0,1.0,Real Bed,68.0,,25.0,3,0,1,1125,33,99.0,flexible,1.0
1289082,0,98117,Apartment,Entire home/apt,8,2.0,3.0,3.0,Real Bed,275.0,400.0,80.0,6,1,3,30,29,87.0,strict,5.0
3656508,0,98117,House,Private room,2,1.0,1.0,1.0,Real Bed,35.0,,25.0,1,1,1,30,26,94.0,strict,2.0
8119192,0,98117,House,Private room,4,1.0,1.0,2.0,Real Bed,75.0,100.0,25.0,2,1,1,1125,7,100.0,flexible,1.0
5487653,1,98117,House,Entire home/apt,6,2.0,3.0,3.0,Real Bed,95.0,100.0,50.0,3,1,3,1125,2,90.0,strict,2.0
493591,0,98117,Bed & Breakfast,Private room,2,3.5,1.0,3.0,Real Bed,65.0,200.0,35.0,2,1,2,180,74,97.0,flexible,4.0
9534,1,98136,House,Entire home/apt,3,1.0,2.0,2.0,Real Bed,125.0,400.0,85.0,2,1,2,365,14,100.0,strict,7.0
6902752,0,98116,House,Private room,2,1.0,1.0,1.0,Real Bed,75.0,,,2,0,2,1125,10,98.0,moderate,1.0
7902569,1,98126,House,Private room,3,1.0,1.0,2.0,Real Bed,72.0,,,1,1,1,1125,30,96.0,moderate,3.0
9531,1,98136,House,Entire home/apt,4,1.0,2.0,5.0,Real Bed,165.0,400.0,95.0,2,1,3,365,26,100.0,strict,7.0
5759668,0,98126,House,Entire home/apt,6,2.0,2.0,3.0,Real Bed,125.0,,85.0,1,0,2,1125,17,96.0,flexible,2.0
17951,0,98136,Apartment,Entire home/apt,2,1.0,,1.0,Real Bed,95.0,100.0,,2,0,2,180,21,94.0,strict,7.0
4030640,1,98126,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,125.0,,50.0,2,1,2,1125,10,98.0,moderate,3.0
4395654,0,98126,House,Entire home/apt,3,1.0,0.0,2.0,Real Bed,120.0,,134.0,1,0,3,1125,1,80.0,strict,5.0
6759046,0,98126,House,Private room,2,0.5,1.0,1.0,Real Bed,75.0,,25.0,1,0,1,2,3,93.0,moderate,1.0
10020782,0,98136,House,Entire home/apt,6,2.0,3.0,4.0,Real Bed,299.0,250.0,119.0,1,0,2,1125,0,,flexible,1.0
1252147,0,98136,Townhouse,Entire home/apt,4,1.5,1.0,2.0,Real Bed,200.0,,75.0,4,1,2,4,34,96.0,moderate,6.0
5652705,0,98136,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,125.0,200.0,,1,0,3,1125,5,100.0,strict,7.0
9410043,0,98136,House,Entire home/apt,8,2.5,4.0,4.0,Real Bed,250.0,,100.0,8,0,3,1125,0,,flexible,2.0
46022,0,98126,House,Private room,5,1.0,1.0,2.0,Real Bed,75.0,100.0,150.0,3,1,1,1125,5,99.0,strict,6.0
4996554,0,98126,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,119.0,200.0,59.0,0,0,2,1125,13,91.0,strict,3.0
692080,0,98126,House,Entire home/apt,8,2.5,5.0,1.0,Real Bed,370.0,600.0,200.0,8,1,1,365,1,,strict,6.0
153967,0,98126,House,Entire home/apt,12,1.0,2.0,4.0,Real Bed,117.0,100.0,150.0,7,1,1,1125,54,89.0,strict,6.0
9328278,0,98126,House,Entire home/apt,2,1.0,0.0,2.0,Real Bed,85.0,200.0,25.0,1,1,1,60,6,100.0,moderate,1.0
8566242,0,98126,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,200.0,100.0,150.0,1,1,2,10,1,100.0,strict,4.0
6567683,1,98126,House,Entire home/apt,4,2.0,2.0,2.0,Real Bed,129.0,,85.0,1,0,2,60,19,96.0,strict,4.0
6794702,0,98126,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,70.0,200.0,20.0,1,0,3,1125,4,100.0,moderate,1.0
7746170,0,98126,House,Private room,2,1.0,1.0,1.0,Real Bed,65.0,,,1,0,1,1125,12,83.0,moderate,1.0
157939,1,98126,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,110.0,600.0,,2,0,4,31,22,99.0,strict,5.0
7459637,0,98136,House,Entire home/apt,2,1.5,1.0,1.0,Real Bed,109.0,109.0,16.0,1,1,1,1125,4,90.0,moderate,2.0
6079131,1,98126,Apartment,Entire home/apt,2,1.0,0.0,1.0,Futon,88.0,,30.0,1,0,2,1125,30,97.0,moderate,1.0
158953,0,98126,House,Private room,4,1.0,1.0,1.0,Real Bed,75.0,100.0,150.0,2,1,1,1125,2,96.0,strict,6.0
8342968,0,98126,House,Private room,2,1.0,1.0,1.0,Real Bed,65.0,,,1,0,1,1125,2,100.0,flexible,3.0
6512979,0,98118,Apartment,Entire home/apt,2,1.0,1.0,1.0,Futon,75.0,,,1,1,1,15,10,94.0,flexible,1.0
7886656,1,98116,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,136.0,300.0,50.0,1,0,2,90,12,97.0,flexible,4.0
4378803,0,98126,House,Entire home/apt,5,1.0,1.0,3.0,Real Bed,139.0,350.0,65.0,4,1,2,1125,17,93.0,strict,3.0
7791010,0,98116,Townhouse,Private room,3,1.0,1.0,1.0,Real Bed,79.0,,,1,0,1,5,27,96.0,moderate,1.0
6452927,0,98116,House,Private room,2,1.0,1.0,1.0,Real Bed,95.0,,30.0,1,0,2,7,2,90.0,moderate,3.0
8066883,0,98116,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,55.0,,,1,0,1,1125,18,99.0,strict,1.0
8209686,0,98126,House,Entire home/apt,6,2.0,3.0,3.0,Real Bed,200.0,,,1,0,1,1125,0,,moderate,3.0
8017832,0,98116,House,Private room,2,1.0,1.0,1.0,Real Bed,49.0,,10.0,1,0,1,1125,5,100.0,moderate,3.0
7988300,0,98116,House,Private room,2,1.0,1.0,1.0,Real Bed,65.0,,,1,0,1,1125,13,100.0,moderate,3.0
2818292,0,98116,House,Private room,2,1.0,1.0,1.0,Real Bed,85.0,500.0,,1,1,1,1125,16,98.0,moderate,2.0
4910140,0,98116,House,Private room,1,1.0,1.0,1.0,Real Bed,39.0,,,1,0,1,1125,20,98.0,flexible,2.0
9110730,0,98116,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,75.0,,35.0,1,0,1,1125,5,96.0,moderate,3.0
6762958,0,98116,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,75.0,250.0,35.0,1,0,1,1125,4,100.0,flexible,4.0
8503556,0,98126,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,125.0,175.0,85.0,1,0,3,1125,0,,flexible,1.0
6448099,0,98116,House,Entire home/apt,5,2.5,3.0,3.0,Real Bed,215.0,150.0,70.0,1,0,2,7,2,100.0,strict,3.0
4564730,0,98126,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,99.0,150.0,25.0,2,1,1,1125,26,95.0,moderate,2.0
50233,1,98116,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,165.0,350.0,100.0,4,1,3,180,20,100.0,strict,6.0
3402376,0,98116,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,165.0,150.0,75.0,1,0,4,1125,4,100.0,strict,4.0
8782852,0,98126,House,Private room,2,0.5,1.0,1.0,Futon,55.0,150.0,,1,0,1,1125,0,,flexible,1.0
9098494,0,98116,Townhouse,Entire home/apt,10,1.5,3.0,5.0,Real Bed,150.0,300.0,65.0,4,1,2,1125,5,80.0,strict,4.0
6977095,0,98126,House,Entire home/apt,10,2.0,3.0,6.0,Real Bed,249.0,449.0,100.0,1,0,2,1125,2,100.0,strict,3.0
6748502,0,98116,House,Private room,2,1.5,1.0,1.0,Airbed,51.0,,5.0,1,1,2,1125,5,96.0,moderate,1.0
6823837,0,98126,House,Entire home/apt,6,1.0,2.0,3.0,Real Bed,129.0,350.0,65.0,4,1,2,1125,14,90.0,strict,3.0
9298045,0,98116,Townhouse,Private room,2,1.0,1.0,1.0,Real Bed,79.0,,,1,0,1,14,3,100.0,flexible,1.0
7988436,0,98116,House,Private room,2,1.0,1.0,1.0,Real Bed,65.0,,,1,0,1,1125,20,98.0,moderate,3.0
9615941,0,98116,House,Private room,2,1.0,1.0,1.0,Real Bed,49.0,200.0,15.0,1,1,1,1125,1,100.0,flexible,4.0
8631419,0,98116,House,Entire home/apt,7,2.5,3.0,3.0,Real Bed,180.0,2500.0,10.0,1,0,2,365,3,93.0,flexible,1.0
8919070,0,98116,Apartment,Shared room,2,1.0,1.0,1.0,Pull-out Sofa,30.0,,,1,0,1,3,4,95.0,flexible,1.0
7836953,0,98116,House,Entire home/apt,7,1.5,3.0,4.0,Real Bed,250.0,150.0,100.0,1,0,4,30,1,100.0,strict,6.0
3281072,1,98116,House,Entire home/apt,3,1.0,2.0,2.0,Real Bed,150.0,,75.0,1,0,2,30,21,99.0,moderate,3.0
10252110,0,98116,House,Entire home/apt,8,3.5,4.0,4.0,Real Bed,375.0,350.0,150.0,1,1,1,1125,0,,flexible,1.0
5958674,0,98116,House,Private room,2,1.0,1.0,1.0,Real Bed,56.0,,,2,1,2,7,18,98.0,moderate,3.0
8307502,0,98126,House,Entire home/apt,6,2.5,3.0,3.0,Real Bed,300.0,350.0,175.0,1,0,1,1125,6,100.0,flexible,1.0
5958194,0,98116,House,Private room,1,1.0,1.0,1.0,Real Bed,45.0,,,1,0,2,7,25,98.0,moderate,3.0
4121334,1,98116,House,Entire home/apt,4,1.5,2.0,2.0,Real Bed,110.0,,30.0,2,1,1,180,9,98.0,moderate,2.0
598023,0,98116,House,Private room,1,1.0,1.0,1.0,Real Bed,99.0,150.0,30.0,1,0,3,30,8,98.0,strict,4.0
6958603,1,98119,House,Private room,2,1.0,1.0,1.0,Real Bed,53.0,150.0,25.0,1,0,2,7,26,96.0,strict,4.0
7390195,0,98199,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,75.0,300.0,10.0,1,1,2,1125,9,100.0,flexible,1.0
4271174,0,98199,House,Private room,2,1.0,1.0,1.0,Real Bed,75.0,,10.0,1,1,1,1125,30,97.0,flexible,2.0
3237501,0,98199,House,Private room,1,2.5,1.0,1.0,Real Bed,90.0,,,1,0,4,1125,15,100.0,moderate,2.0
6438013,0,98119,Loft,Entire home/apt,2,1.0,1.0,1.0,Real Bed,69.0,,21.0,1,0,1,1125,3,93.0,moderate,2.0
10309898,0,98119,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,250.0,,,1,0,2,7,0,,moderate,1.0
2134911,0,,Boat,Private room,1,1.0,1.0,1.0,Real Bed,95.0,,20.0,1,0,2,16,5,92.0,strict,4.0
5002964,0,98119,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,50.0,,,1,0,1,3,1,80.0,flexible,3.0
6780615,1,98199,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,150.0,100.0,40.0,2,0,2,90,12,97.0,strict,3.0
2586642,0,98119,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,150.0,500.0,75.0,2,1,2,1125,22,89.0,strict,5.0
9490093,0,98199,Condominium,Entire home/apt,2,1.0,1.0,1.0,Real Bed,150.0,100.0,,1,0,1,1125,0,,moderate,1.0
1815472,0,98104,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,150.0,200.0,,1,0,1,1125,75,89.0,strict,3.0
8566475,0,98108,Loft,Shared room,4,1.0,1.0,1.0,Real Bed,25.0,,,1,1,1,2,0,,flexible,1.0
10205366,0,98134,Camper/RV,Entire home/apt,4,0.0,0.0,2.0,Real Bed,265.0,,,1,0,1,1125,0,,strict,1.0
2919571,0,98134,Loft,Entire home/apt,4,1.0,2.0,3.0,Real Bed,320.0,,,3,1,3,1125,2,90.0,moderate,4.0
1484651,0,98134,Other,Private room,4,2.5,1.0,2.0,Real Bed,150.0,,,3,0,1,1125,49,93.0,flexible,3.0
6327506,1,98108,Townhouse,Entire home/apt,2,1.0,1.0,1.0,Real Bed,65.0,150.0,30.0,1,0,3,7,33,99.0,moderate,2.0
3544964,1,98118,House,Private room,2,1.0,1.0,1.0,Real Bed,45.0,,,1,1,1,1125,28,94.0,strict,2.0
7763298,0,98108,House,Private room,4,1.0,1.0,2.0,Real Bed,80.0,,,1,0,2,1125,20,97.0,moderate,2.0
5873892,0,98108,House,Private room,2,1.0,1.0,1.0,Real Bed,50.0,,,1,0,2,1125,36,89.0,moderate,2.0
41401,0,98108,House,Entire home/apt,4,1.0,1.0,2.0,Real Bed,89.0,350.0,,2,1,10,365,26,96.0,strict,6.0
6646985,0,98108,House,Private room,1,2.0,1.0,1.0,Real Bed,35.0,,10.0,0,0,1,1125,49,93.0,moderate,2.0
3582883,0,98108,House,Private room,2,2.0,1.0,1.0,Real Bed,55.0,,10.0,1,0,1,1125,93,91.0,moderate,2.0
6939472,0,98108,House,Private room,1,2.0,1.0,1.0,Real Bed,35.0,,10.0,0,0,1,1125,44,93.0,moderate,2.0
4518037,0,98108,House,Private room,1,1.0,1.0,1.0,Real Bed,35.0,150.0,,1,0,2,1125,34,94.0,moderate,2.0
3951768,0,98108,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,58.0,120.0,15.0,2,1,2,1125,37,89.0,moderate,5.0
7007598,0,98108,House,Entire home/apt,6,2.5,3.0,3.0,Real Bed,170.0,500.0,125.0,1,0,2,1125,5,92.0,strict,1.0
7800238,0,98108,Cabin,Entire home/apt,2,1.0,1.0,1.0,Real Bed,85.0,,,1,0,2,90,18,99.0,flexible,1.0
4581256,0,98108,House,Private room,1,1.0,1.0,1.0,Real Bed,38.0,,,1,0,2,1125,27,89.0,moderate,2.0
4163851,0,98108,House,Entire home/apt,3,2.5,2.0,2.0,Real Bed,104.0,350.0,75.0,2,1,3,1125,19,93.0,flexible,3.0
479653,0,98108,House,Entire home/apt,10,2.0,4.0,7.0,Real Bed,150.0,200.0,175.0,6,1,3,365,59,93.0,moderate,4.0
6647442,0,98108,House,Private room,2,2.0,1.0,1.0,Real Bed,55.0,,10.0,0,0,1,1125,41,93.0,moderate,2.0
7247518,0,98108,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,130.0,,60.0,1,1,3,1125,4,95.0,flexible,1.0
6831239,0,98108,House,Private room,1,1.0,1.0,1.0,Real Bed,38.0,,,1,0,2,100,9,91.0,moderate,2.0
108765,1,98108,Cabin,Entire home/apt,2,1.0,1.0,1.0,Real Bed,122.0,,,1,0,2,30,35,99.0,strict,5.0
8174943,0,98108,House,Private room,2,1.0,1.0,1.0,Real Bed,55.0,,,1,0,2,5,4,100.0,flexible,1.0
6360895,1,98108,Apartment,Entire home/apt,6,1.0,3.0,3.0,Real Bed,109.0,,,4,1,2,1125,29,97.0,moderate,4.0
6363765,0,98108,House,Entire home/apt,6,1.0,2.0,3.0,Real Bed,199.0,250.0,100.0,1,0,1,90,21,88.0,strict,3.0
6183330,0,98108,Cabin,Entire home/apt,4,1.0,1.0,2.0,Real Bed,100.0,200.0,50.0,1,0,2,1125,16,95.0,moderate,1.0
2612025,0,98108,House,Private room,2,1.0,1.0,2.0,Real Bed,45.0,150.0,15.0,1,1,1,1125,82,91.0,moderate,2.0
7630155,0,98108,House,Private room,2,1.0,1.0,1.0,Real Bed,80.0,,25.0,2,0,1,1125,2,100.0,moderate,2.0
8118346,0,98108,House,Private room,1,1.0,1.0,1.0,Real Bed,80.0,,,1,0,3,1125,0,,flexible,1.0
6105021,0,98108,Loft,Entire home/apt,2,1.0,0.0,1.0,Real Bed,99.0,500.0,,1,1,2,1125,18,98.0,strict,4.0
10299108,0,98108,House,Private room,2,1.0,1.0,1.0,Real Bed,58.0,,,1,0,2,1125,0,,moderate,2.0
6626493,1,98108,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,69.0,175.0,20.0,1,0,2,1125,15,97.0,moderate,2.0
573942,0,98108,Other,Private room,2,3.0,1.0,1.0,Real Bed,65.0,100.0,10.0,1,1,2,60,77,95.0,moderate,7.0
9314106,0,98108,House,Private room,2,1.0,1.0,1.0,Real Bed,38.0,2000.0,,1,0,2,1125,0,,flexible,1.0
9814376,0,98118,Townhouse,Private room,2,1.0,1.0,1.0,Real Bed,60.0,100.0,15.0,1,0,1,1125,0,,moderate,1.0
9564093,0,98118,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,60.0,,10.0,1,1,1,1125,3,87.0,moderate,1.0
1652107,0,98118,House,Entire home/apt,8,1.0,3.0,3.0,Real Bed,175.0,250.0,100.0,7,1,1,90,56,92.0,strict,3.0
609252,0,98117,House,Private room,4,,1.0,,Real Bed,280.0,,,1,0,1,1125,0,,flexible,4.0
942490,0,98117,House,Private room,5,1.0,1.0,2.0,Real Bed,80.0,,,2,1,2,7,74,86.0,moderate,3.0
8653722,0,98117,House,Entire home/apt,2,1.0,0.0,1.0,Real Bed,85.0,150.0,50.0,0,0,2,1125,5,96.0,moderate,1.0
7562591,0,98103,House,Entire home/apt,6,2.0,3.0,4.0,Real Bed,215.0,400.0,160.0,1,0,5,1125,1,100.0,strict,3.0
9636238,0,98103,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,120.0,,,1,0,1,1125,0,,flexible,1.0
823989,0,98133,Apartment,Entire home/apt,6,1.0,2.0,3.0,Real Bed,105.0,200.0,30.0,1,0,3,365,55,92.0,strict,2.0
7596934,0,98103,Bungalow,Entire home/apt,2,1.0,0.0,1.0,Real Bed,90.0,,50.0,1,0,1,1125,4,95.0,flexible,3.0
6832592,0,98117,Apartment,Entire home/apt,6,1.0,2.0,3.0,Real Bed,125.0,500.0,99.0,4,1,2,1125,15,95.0,moderate,2.0
3922853,1,98117,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,105.0,100.0,75.0,2,0,1,90,14,99.0,flexible,2.0
9475641,1,98177,House,Entire home/apt,6,2.5,3.0,3.0,Real Bed,98.0,500.0,40.0,4,1,13,183,0,,flexible,2.0
