id,host_is_superhost,zipcode,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,cancellation_policy,host_experience
2387605,1,98144,House,Private room,4,1.0,1.0,2.0,Real Bed,69.0,200.0,20.0,2,1,1,1125,61,98.0,strict,2.0
8389809,0,98144,Condominium,Private room,2,1.0,1.0,1.0,Real Bed,65.0,100.0,,1,1,1,1125,2,100.0,flexible,1.0
7048843,0,98144,House,Private room,2,0.5,1.0,1.0,Real Bed,40.0,100.0,20.0,1,1,1,1125,26,86.0,moderate,1.0
879181,0,98144,House,Private room,2,1.5,1.0,1.0,Real Bed,60.0,95.0,30.0,1,1,2,365,31,95.0,flexible,6.0
6423488,0,98122,House,Entire home/apt,4,2.0,2.0,2.0,Real Bed,149.0,,75.0,1,0,3,1125,5,96.0,moderate,3.0
7241905,0,98144,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,115.0,200.0,30.0,2,1,1,1125,7,100.0,moderate,1.0
1246809,0,98144,House,Entire home/apt,6,1.0,1.0,3.0,Real Bed,79.0,100.0,75.0,2,1,1,60,64,89.0,strict,5.0
10273158,0,98101,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,129.0,300.0,50.0,1,0,2,1125,0,,strict,1.0
5615620,0,98101,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,100.0,100.0,,1,0,2,1125,52,95.0,moderate,3.0
936484,0,98101,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,76.0,,99.0,1,0,2,1125,7,91.0,strict,3.0
5415077,1,98101,Condominium,Private room,2,2.0,1.0,1.0,Real Bed,95.0,,30.0,1,0,1,1125,43,95.0,strict,1.0
938785,0,98121,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,100.0,,99.0,1,0,2,1125,13,86.0,strict,3.0
934216,0,98101,Apartment,Entire home/apt,6,2.0,2.0,3.0,Pull-out Sofa,137.0,,99.0,1,0,2,1125,20,88.0,strict,3.0
6119821,0,98101,Dorm,Shared room,8,0.0,1.0,8.0,Real Bed,38.0,,6.0,1,1,1,1125,19,93.0,moderate,1.0
3385421,1,98121,Apartment,Entire home/apt,4,2.5,2.0,2.0,Real Bed,557.0,780.0,180.0,4,0,6,180,31,99.0,strict,2.0
5981343,1,98101,Apartment,Entire home/apt,6,1.0,1.0,3.0,Real Bed,160.0,100.0,25.0,2,1,1,1125,48,98.0,strict,2.0
9706229,0,98101,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,179.0,,,2,1,2,29,6,87.0,moderate,2.0
8212989,0,98101,Dorm,Shared room,8,8.0,1.0,8.0,Real Bed,41.0,,,1,1,1,1125,3,87.0,flexible,1.0
9444769,0,98101,Condominium,Entire home/apt,4,1.0,1.0,2.0,Real Bed,97.0,,75.0,1,0,1,1125,0,,strict,4.0
5422159,0,98101,Apartment,Entire home/apt,3,1.0,0.0,1.0,Real Bed,99.0,100.0,60.0,1,1,1,1125,43,91.0,strict,1.0
9532861,0,98101,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,149.0,,,1,0,2,1125,1,60.0,moderate,3.0
3380159,1,98101,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,199.0,300.0,60.0,2,1,2,1125,50,94.0,strict,3.0
9294683,0,98101,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,157.0,,,2,1,1,29,14,99.0,moderate,2.0
8253456,0,98121,Apartment,Entire home/apt,4,1.0,0.0,2.0,Real Bed,170.0,100.0,50.0,2,1,2,1125,10,98.0,moderate,4.0
944237,0,98101,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,85.0,,75.0,1,0,2,120,9,93.0,strict,4.0
4165387,1,98101,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,299.0,300.0,64.0,1,0,2,1125,26,98.0,strict,2.0
9866984,0,98101,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,95.0,100.0,25.0,1,0,2,20,1,100.0,moderate,1.0
7179337,0,98101,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,99.0,,75.0,1,0,1,1125,14,92.0,strict,4.0
9768655,0,98101,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,165.0,200.0,65.0,2,0,2,1125,0,,flexible,4.0
8015531,0,98101,Apartment,Entire home/apt,4,1.0,0.0,2.0,Real Bed,114.0,95.0,45.0,2,1,1,14,40,95.0,moderate,2.0
991961,0,98101,Apartment,Entire home/apt,5,2.0,2.0,2.0,Real Bed,311.0,,113.0,1,0,7,365,7,100.0,strict,6.0
4597584,0,98101,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,160.0,300.0,50.0,1,0,2,1125,0,,strict,5.0
8035212,0,98101,Apartment,Entire home/apt,3,1.0,0.0,2.0,Real Bed,100.0,,,2,1,2,1125,31,97.0,moderate,3.0
8053396,0,98101,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,150.0,,50.0,1,0,2,1125,21,95.0,moderate,1.0
9634448,0,98101,Condominium,Entire home/apt,4,2.0,1.0,2.0,Real Bed,357.0,250.0,75.0,1,0,7,30,0,,strict,1.0
2516391,1,98102,House,Entire home/apt,3,1.0,1.0,2.0,Real Bed,135.0,500.0,75.0,2,1,2,180,16,98.0,strict,4.0
7581631,1,98102,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,110.0,500.0,100.0,1,0,3,1125,6,100.0,strict,6.0
7067650,0,98102,House,Entire home/apt,4,1.0,1.0,1.0,Real Bed,75.0,200.0,70.0,1,1,2,1125,9,93.0,moderate,4.0
706385,1,98102,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,138.0,300.0,50.0,2,0,2,21,188,100.0,strict,4.0
6005443,0,98102,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,129.0,300.0,50.0,2,1,4,60,3,100.0,moderate,3.0
6883913,0,98102,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,120.0,,40.0,1,0,2,1125,31,95.0,moderate,1.0
6523393,1,98102,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,95.0,,,2,1,2,90,26,98.0,strict,3.0
7922676,0,98102,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,140.0,200.0,50.0,1,0,10,30,0,,strict,5.0
6766513,0,98102,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,95.0,200.0,25.0,2,1,2,1125,20,98.0,moderate,1.0
682135,0,98102,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,91.0,125.0,75.0,1,1,2,21,7,96.0,moderate,6.0
4678866,0,98102,House,Entire home/apt,3,1.0,1.0,2.0,Real Bed,135.0,250.0,20.0,1,0,1,1125,2,100.0,strict,4.0
708774,1,98102,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,95.0,500.0,70.0,2,1,3,365,47,95.0,strict,6.0
3158210,1,98102,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,140.0,,35.0,2,1,2,7,20,96.0,moderate,4.0
1494828,1,98102,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,125.0,500.0,100.0,1,0,3,1125,81,98.0,strict,6.0
7291403,0,98102,Condominium,Entire home/apt,3,1.0,1.0,1.0,Futon,150.0,,30.0,3,1,2,1125,2,90.0,flexible,5.0
7075357,1,98102,Condominium,Entire home/apt,4,1.5,2.0,3.0,Real Bed,129.0,,35.0,4,0,1,1125,2,100.0,flexible,3.0
8000037,0,98102,Apartment,Shared room,1,1.0,1.0,1.0,Futon,50.0,,,1,0,1,1125,0,,flexible,2.0
1652097,0,98102,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,85.0,150.0,35.0,2,1,1,1125,22,86.0,strict,3.0
4660460,1,98102,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,82.0,,30.0,2,1,3,1125,41,95.0,moderate,5.0
1944596,0,98102,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,103.0,,,1,0,1,1125,29,97.0,flexible,3.0
5593504,0,98102,House,Private room,2,1.0,1.0,1.0,Real Bed,59.0,,5.0,1,1,1,95,16,96.0,flexible,2.0
7999692,0,98102,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,150.0,,,1,0,2,1125,1,80.0,flexible,2.0
619366,1,98102,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,115.0,300.0,50.0,2,0,2,21,146,98.0,strict,4.0
7999972,0,98102,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,100.0,,,1,0,1,1125,0,,flexible,2.0
3379116,1,98102,Cabin,Entire home/apt,8,1.0,2.0,4.0,Real Bed,300.0,100.0,,1,0,2,1125,43,98.0,moderate,2.0
10272763,0,98102,House,Private room,2,1.0,1.0,1.0,Real Bed,68.0,,5.0,1,1,1,1125,0,,flexible,2.0
10077121,0,98102,Apartment,Private room,3,1.0,1.0,1.0,Airbed,52.0,,,2,1,1,1125,0,,flexible,2.0
7536219,0,98102,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,91.0,200.0,50.0,1,0,1,1125,8,88.0,strict,1.0
4688603,0,98102,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,59.0,,,1,0,1,1125,2,90.0,moderate,2.0
7936877,0,98102,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,129.0,100.0,50.0,1,0,3,1125,0,,strict,5.0
3627658,0,98102,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,125.0,1500.0,10.0,2,1,1,1125,9,87.0,flexible,5.0
6363779,0,98102,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,195.0,250.0,25.0,1,0,2,1125,2,90.0,moderate,2.0
2693137,0,98102,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,58.0,,5.0,1,1,1,1125,89,89.0,moderate,2.0
7697340,0,98102,House,Entire home/apt,8,2.5,3.0,3.0,Real Bed,600.0,2000.0,145.0,5,1,2,1125,2,60.0,flexible,3.0
5707514,0,98102,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,89.0,200.0,35.0,2,0,2,1125,0,,flexible,4.0
7844444,0,98102,Apartment,Entire home/apt,4,1.0,0.0,2.0,Real Bed,100.0,,,1,0,1,1125,6,73.0,flexible,1.0
7481498,0,98102,Apartment,Entire home/apt,3,1.0,2.0,2.0,Real Bed,125.0,,50.0,1,1,2,1125,11,96.0,strict,1.0
535300,0,98102,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,82.0,,30.0,1,0,2,14,115,92.0,strict,4.0
68508,0,98102,Apartment,Entire home/apt,4,1.0,2.0,2.0,Couch,225.0,250.0,150.0,1,0,7,730,0,,strict,5.0
8294379,0,98102,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,55.0,,,1,0,1,1125,4,100.0,flexible,2.0
9137487,0,98102,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,90.0,,35.0,1,1,1,1125,0,,flexible,2.0
4481979,0,98102,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,134.0,500.0,79.0,2,0,1,1125,6,100.0,strict,2.0
5353512,0,98102,Apartment,Private room,2,1.0,1.0,1.0,Airbed,42.0,100.0,,1,1,1,1125,4,75.0,moderate,2.0
244499,0,98102,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,125.0,250.0,40.0,2,1,2,1125,34,96.0,strict,5.0
3316219,0,98102,House,Entire home/apt,6,1.0,2.0,2.0,Real Bed,115.0,,40.0,4,1,1,1125,106,77.0,moderate,6.0
6613601,0,98109,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,125.0,,20.0,1,0,1,9,9,98.0,strict,1.0
7833113,0,98109,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,55.0,,10.0,1,0,2,14,16,96.0,moderate,3.0
7439802,0,98109,Apartment,Entire home/apt,6,2.0,2.0,3.0,Real Bed,550.0,500.0,55.0,1,0,3,10,7,100.0,flexible,4.0
10135378,0,98102,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,90.0,,40.0,1,0,2,1125,0,,flexible,1.0
9330174,0,98109,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,100.0,,,1,0,2,10,3,100.0,flexible,3.0
9597415,0,98109,Loft,Entire home/apt,2,1.0,1.0,1.0,Real Bed,95.0,,,1,0,1,1125,0,,flexible,3.0
8831088,0,98109,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,110.0,300.0,15.0,2,0,4,1125,0,,flexible,1.0
7401671,0,98102,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,80.0,,10.0,1,0,2,1125,15,82.0,flexible,2.0
5330475,0,98109,Apartment,Private room,4,2.0,1.0,1.0,Real Bed,100.0,,25.0,1,0,30,1125,2,100.0,moderate,2.0
8067001,0,98109,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,90.0,1200.0,,1,0,7,90,1,100.0,flexible,3.0
8829089,1,98109,Apartment,Shared room,1,2.0,1.0,1.0,Real Bed,100.0,,,1,0,1,1125,0,,moderate,1.0
8814555,0,98109,Condominium,Entire home/apt,2,1.5,1.0,1.0,Real Bed,88.0,2000.0,100.0,1,1,1,1125,0,,flexible,1.0
6852288,0,98102,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,59.0,200.0,40.0,1,0,2,30,14,85.0,strict,1.0
6913706,1,98109,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,183.0,300.0,60.0,2,1,2,1125,20,96.0,strict,3.0
2387265,0,98109,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,135.0,,25.0,2,0,1,9,0,,moderate,2.0
48319,0,98109,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,220.0,,40.0,2,1,3,31,21,96.0,strict,6.0
9885225,1,98109,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,183.0,300.0,60.0,2,1,2,1125,0,,strict,3.0
8083242,0,98109,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,115.0,,50.0,2,1,2,30,3,73.0,flexible,1.0
8704964,0,98109,Camper/RV,Shared room,4,1.0,1.0,4.0,Real Bed,100.0,,,1,0,1,1125,0,,flexible,1.0
6990477,1,98109,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,183.0,300.0,60.0,2,1,2,1125,26,98.0,strict,3.0
117862,0,98102,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,115.0,500.0,50.0,1,0,2,365,19,98.0,strict,5.0
7777219,0,98109,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,75.0,100.0,25.0,1,1,1,1125,4,90.0,moderate,1.0
7203765,0,98109,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,110.0,,50.0,1,0,3,1125,1,80.0,flexible,1.0
7840228,1,98109,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,183.0,300.0,60.0,2,1,2,1125,6,100.0,strict,3.0
7438635,0,98109,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,220.0,500.0,55.0,1,0,1,1125,12,100.0,moderate,4.0
9389755,0,98109,Condominium,Entire home/apt,3,1.0,1.0,1.0,Real Bed,119.0,100.0,60.0,1,0,1,1125,3,93.0,strict,1.0
9151865,0,98109,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,75.0,100.0,25.0,1,1,1,1125,1,40.0,flexible,1.0
7204672,0,98199,House,Entire home/apt,6,2.5,3.0,3.0,Real Bed,200.0,200.0,75.0,1,0,1,1125,2,90.0,moderate,1.0
5579427,0,98199,House,Entire home/apt,7,2.0,3.0,3.0,Real Bed,229.0,300.0,150.0,6,1,2,1125,4,100.0,strict,4.0
6734621,1,98199,Townhouse,Entire home/apt,10,3.5,3.0,5.0,Real Bed,333.0,360.0,130.0,6,1,1,180,29,94.0,moderate,1.0
2263643,0,98199,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,41.0,,10.0,1,1,2,1125,57,89.0,flexible,3.0
4608208,1,98199,House,Private room,2,1.0,1.0,1.0,Real Bed,70.0,,,1,0,1,1125,39,98.0,flexible,2.0
9999955,0,98199,House,Private room,1,1.0,1.0,1.0,Real Bed,55.0,,20.0,1,0,1,1125,0,,moderate,1.0
3528627,0,98199,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,70.0,,,1,0,1,1125,20,86.0,moderate,2.0
8048333,1,98199,House,Entire home/apt,4,1.0,1.0,2.0,Real Bed,97.0,500.0,120.0,4,1,2,29,0,,strict,3.0
8050642,1,98199,House,Entire home/apt,12,3.5,5.0,7.0,Real Bed,350.0,500.0,250.0,1,0,3,1125,3,100.0,strict,5.0
7329805,0,98199,House,Entire home/apt,6,1.0,2.0,4.0,Real Bed,200.0,250.0,100.0,6,0,2,180,7,94.0,moderate,1.0
6848455,0,98199,Townhouse,Entire home/apt,5,2.5,3.0,3.0,Real Bed,225.0,,100.0,1,0,2,1125,9,98.0,moderate,2.0
9695233,0,98199,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,115.0,,,1,0,1,1125,0,,flexible,4.0
5164581,0,98199,House,Private room,2,1.0,1.0,1.0,Real Bed,40.0,100.0,8.0,1,0,1,1125,58,94.0,moderate,2.0
2208757,0,98199,Townhouse,Entire home/apt,8,2.5,3.0,3.0,Real Bed,150.0,100.0,50.0,1,0,1,1125,0,,moderate,2.0
226536,0,98199,House,Private room,2,1.0,1.0,1.0,Real Bed,46.0,95.0,20.0,1,1,1,365,25,91.0,moderate,6.0
176678,0,98199,House,Private room,2,1.0,1.0,1.0,Real Bed,64.0,,,1,1,2,21,57,97.0,moderate,5.0
7050534,0,98199,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,125.0,,15.0,2,1,2,1125,3,100.0,moderate,1.0
8248970,0,98199,House,Entire home/apt,6,2.0,3.0,4.0,Real Bed,250.0,250.0,75.0,6,1,3,1125,2,100.0,flexible,2.0
4824699,0,98199,House,Entire home/apt,4,1.0,0.0,2.0,Real Bed,147.0,200.0,25.0,2,1,2,1125,0,,moderate,4.0
3876097,0,98199,Bed & Breakfast,Shared room,1,1.0,1.0,1.0,Couch,30.0,,10.0,1,0,2,1125,16,97.0,flexible,3.0
1260259,1,98199,House,Entire home/apt,3,1.0,1.0,1.0,Real Bed,150.0,,,1,0,1,1125,64,100.0,flexible,4.0
8443952,0,98199,Townhouse,Private room,2,1.0,1.0,1.0,Real Bed,78.0,,45.0,1,0,2,1125,0,,flexible,4.0
10068879,0,98199,Bed & Breakfast,Entire home/apt,4,1.0,1.0,2.0,Real Bed,120.0,100.0,25.0,2,1,1,1125,0,,moderate,1.0
8173487,0,98199,Condominium,Entire home/apt,5,2.0,3.0,2.0,Real Bed,280.0,300.0,100.0,4,1,2,1125,2,80.0,flexible,1.0
685600,0,98199,House,Private room,2,1.0,1.0,1.0,Real Bed,75.0,100.0,50.0,1,1,2,1125,8,100.0,strict,4.0
8483477,0,98199,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,178.0,,,1,0,1,1125,1,60.0,flexible,3.0
10136155,0,98199,House,Entire home/apt,8,1.0,5.0,5.0,Real Bed,480.0,,,1,0,1,1125,0,,flexible,3.0
6959336,0,98199,House,Entire home/apt,5,1.0,2.0,3.0,Real Bed,129.0,200.0,100.0,4,1,2,1125,3,73.0,strict,4.0
5195064,0,98199,House,Private room,2,1.0,1.0,1.0,Real Bed,50.0,100.0,8.0,1,0,1,1125,64,93.0,moderate,2.0
9961538,0,98199,Townhouse,Private room,4,1.0,1.0,1.0,Real Bed,50.0,100.0,15.0,2,1,1,1125,0,,moderate,2.0
8301680,0,98199,House,Entire home/apt,5,2.0,3.0,3.0,Real Bed,175.0,500.0,100.0,5,1,1,1125,1,100.0,moderate,1.0
492287,0,98199,House,Private room,2,1.0,1.0,1.0,Airbed,88.0,100.0,20.0,2,0,1,3,71,93.0,strict,4.0
8029177,0,98199,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,100.0,,30.0,1,0,2,1125,4,85.0,flexible,1.0
7343707,0,98199,House,Entire home/apt,5,2.0,2.0,2.0,Real Bed,225.0,150.0,50.0,4,1,2,1125,14,100.0,strict,1.0
8882345,0,98199,House,Entire home/apt,6,1.0,2.0,3.0,Real Bed,200.0,300.0,75.0,4,1,2,14,0,,strict,1.0
7676574,0,98199,House,Entire home/apt,6,1.5,2.0,4.0,Real Bed,250.0,300.0,75.0,4,0,3,1125,4,100.0,strict,3.0
3354761,1,98199,Apartment,Entire home/apt,9,1.5,0.0,4.0,Real Bed,95.0,375.0,100.0,2,1,4,1125,9,84.0,strict,2.0
3561237,1,98199,House,Entire home/apt,15,4.0,4.0,7.0,Real Bed,172.0,750.0,150.0,2,1,1,1125,19,97.0,strict,2.0
1831338,0,98199,House,Private room,2,1.0,1.0,1.0,Futon,99.0,,15.0,2,1,1,1125,17,79.0,flexible,3.0
1840671,0,98199,House,Private room,2,1.0,1.0,1.0,Futon,99.0,,15.0,2,1,1,1125,11,87.0,flexible,3.0
5559643,0,98199,House,Entire home/apt,5,1.0,2.0,3.0,Real Bed,175.0,,95.0,1,0,1,1125,13,93.0,moderate,1.0
8327083,1,98199,House,Entire home/apt,12,3.5,5.0,7.0,Real Bed,350.0,500.0,250.0,1,0,3,1125,1,100.0,strict,5.0
8087037,0,98199,House,Private room,2,1.0,1.0,1.0,Real Bed,69.0,100.0,25.0,1,1,1,1125,0,,strict,4.0
1696015,0,98199,House,Entire home/apt,10,2.0,3.0,3.0,Real Bed,375.0,995.0,195.0,1,0,3,1125,15,95.0,strict,3.0
6855839,1,98101,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,144.0,300.0,60.0,2,1,2,1125,28,99.0,strict,1.0
3345341,0,98101,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,999.0,95.0,85.0,1,1,1,31,54,94.0,moderate,4.0
4410493,0,98121,Apartment,Entire home/apt,6,2.0,2.0,3.0,Real Bed,138.0,,99.0,1,0,2,1125,10,94.0,strict,3.0
19619,0,98121,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,145.0,,96.0,1,0,2,365,17,98.0,strict,6.0
7597244,0,98121,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,125.0,,40.0,1,0,1,1125,4,95.0,strict,1.0
5736082,0,98121,Apartment,Shared room,1,1.0,1.0,1.0,Real Bed,45.0,,10.0,1,0,1,1125,6,80.0,flexible,1.0
3697351,0,98121,Apartment,Shared room,2,1.0,1.0,1.0,Futon,35.0,,,1,1,1,14,108,87.0,strict,2.0
6958436,0,98121,Loft,Entire home/apt,4,1.0,1.0,2.0,Real Bed,225.0,500.0,60.0,1,1,3,1125,2,90.0,strict,2.0
9652574,0,98121,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,50.0,,,1,0,2,1125,1,100.0,flexible,3.0
7109376,0,98121,Apartment,Entire home/apt,4,1.0,0.0,1.0,Real Bed,120.0,,149.0,1,0,2,1125,0,,strict,5.0
3534364,0,98121,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,100.0,,25.0,2,1,7,1125,10,89.0,flexible,4.0
6671901,0,98121,Apartment,Entire home/apt,5,1.0,1.0,2.0,Real Bed,120.0,,10.0,0,0,2,1125,28,83.0,strict,2.0
6370313,0,98101,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,249.0,,100.0,1,0,5,1125,4,55.0,strict,1.0
9863484,0,98121,Apartment,Entire home/apt,3,1.0,0.0,1.0,Real Bed,95.0,250.0,60.0,2,1,2,26,2,100.0,moderate,3.0
7249631,1,98109,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,150.0,300.0,60.0,2,1,2,1125,19,97.0,strict,1.0
9183838,0,98121,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,130.0,200.0,61.0,2,1,1,20,1,20.0,strict,1.0
6222245,0,98121,Apartment,Entire home/apt,4,1.0,0.0,1.0,Real Bed,130.0,,164.0,1,0,3,1125,2,100.0,strict,5.0
10292753,0,98121,Condominium,Entire home/apt,4,1.0,1.0,2.0,Real Bed,105.0,250.0,50.0,2,1,3,60,0,,flexible,3.0
7760836,0,98121,Loft,Entire home/apt,6,1.0,0.0,3.0,Real Bed,105.0,150.0,50.0,2,1,1,1125,6,93.0,strict,2.0
7324993,0,98121,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,175.0,,60.0,1,0,2,1125,12,90.0,flexible,3.0
5760902,0,98121,Apartment,Entire home/apt,3,1.0,0.0,2.0,Real Bed,100.0,100.0,,2,1,2,1125,54,93.0,moderate,3.0
7035498,1,98121,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,129.0,300.0,61.0,2,0,2,22,31,98.0,strict,2.0
8956631,0,98121,Apartment,Entire home/apt,4,1.0,0.0,3.0,Real Bed,90.0,250.0,65.0,2,1,1,1125,13,95.0,strict,1.0
6766708,1,98101,Condominium,Entire home/apt,6,2.5,2.0,3.0,Real Bed,350.0,500.0,110.0,4,1,20,1125,3,100.0,strict,3.0
6992696,0,98109,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,199.0,,,1,0,1,1125,5,72.0,flexible,2.0
4264043,0,98121,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,75.0,,10.0,0,0,2,1125,76,87.0,strict,2.0
6186081,0,98121,Condominium,Entire home/apt,4,1.0,1.0,2.0,Real Bed,110.0,,50.0,2,1,3,60,25,94.0,strict,3.0
1472532,0,98121,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,80.0,,35.0,2,1,1,1125,181,95.0,strict,5.0
5900224,1,98121,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,150.0,300.0,40.0,1,0,2,1125,12,98.0,strict,1.0
9374358,0,98121,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,95.0,,,0,0,2,7,6,100.0,strict,1.0
5874421,1,98121,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,139.0,300.0,60.0,2,1,2,1125,39,98.0,strict,3.0
8829474,1,98121,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,139.0,200.0,60.0,2,1,2,1125,2,100.0,strict,3.0
6228474,0,98121,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,275.0,,95.0,1,0,2,365,3,93.0,strict,6.0
4637670,0,98101,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,135.0,100.0,,1,0,2,5,37,94.0,strict,2.0
3995007,0,98121,Condominium,Entire home/apt,5,1.0,1.0,3.0,Real Bed,128.0,150.0,45.0,2,1,1,15,67,94.0,strict,2.0
19611,0,98121,Apartment,Entire home/apt,4,,1.0,2.0,Real Bed,107.0,,96.0,1,0,2,365,26,87.0,strict,6.0
10076279,0,98121,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,150.0,,,1,0,2,1125,0,,flexible,4.0
1200829,0,98121,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,100.0,,96.0,1,0,2,90,20,92.0,strict,6.0
3673759,1,98121,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,100.0,250.0,70.0,1,1,3,7,61,98.0,flexible,4.0
206781,0,98101,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,120.0,200.0,75.0,1,0,5,30,18,96.0,strict,5.0
988176,0,98121,Apartment,Entire home/apt,5,1.0,0.0,1.0,Real Bed,125.0,300.0,60.0,2,1,1,90,121,92.0,strict,4.0
