Datetime,Algorithm,R2,RMSE,Best_params,Best_score
2020-07-04 14:04:19.006894,XGBoost,0.9105746357097512,32.138489233774564,"{'max_depth': 10, 'n_estimators': 30}",0.907814610221941
2020-07-04 15:15:01.257725,XGBoost,0.924548965064547,29.520771227184195,"{'max_depth': 10, 'n_estimators': 100}",0.9236430864450544
